Orthogroup	c_variabilis_genome_proteins	c_sorokiniana_genome_proteins
OG0001407	XP_005849688.1	PRW58860.1
OG0001408	XP_005851698.1	PRW60319.1
OG0001410	XP_005849942.1	PRW59362.1
OG0001411	XP_005849594.1	PRW59148.1
OG0001412	XP_005849598.1	PRW59012.1
OG0001413	XP_005849859.1	PRW59130.1
OG0001414	XP_005849849.1	PRW58840.1
OG0001415	XP_005849845.1, XP_005843631.1	PRW58799.1
OG0001416	XP_005849843.1	PRW59350.1
OG0001417	XP_005849842.1	PRW59048.1
OG0001418	XP_005849878.1	PRW59132.1
OG0001419	XP_005849914.1	PRW58885.1
OG0001420	XP_005849871.1	PRW59151.1, PRW59152.1
OG0001421	XP_005850649.1	PRW59766.1
OG0001422	XP_005849919.1	PRW58828.1, PRW59120.1
OG0001423	XP_005849920.1	PRW59115.1, PRW59114.1
OG0001424	XP_005847624.1	PRW57700.1
OG0001425	XP_005849602.1	PRW58863.1
OG0001426	XP_005849861.1	PRW59017.1
OG0001427	XP_005843281.1, XP_005843290.1	PRW33331.1
OG0001428	XP_005847102.1	PRW57049.1
OG0001429	XP_005849840.1	PRW59037.1
OG0001430	XP_005849554.1	PRW59327.1
OG0001431	XP_005849812.1	PRW59284.1, PRW59283.1
OG0001433	XP_005844869.1	PRW33330.1
OG0001434	XP_005849809.1	PRW59069.1, PRW59068.1
OG0001435	XP_005847274.1	PRW59080.1
OG0001436	XP_005848992.1	PRW51033.1
OG0001437	XP_005848997.1, XP_005848998.1	PRW50852.1
OG0001438	XP_005847822.1	PRW33775.1, PRW33776.1
OG0001439	XP_005848794.1	PRW50821.1
OG0001440	XP_005845773.1	PRW33707.1
OG0001441	XP_005849005.1, XP_005849004.1	PRW51058.1
OG0001442	XP_005848757.1	PRW50949.1, PRW50950.1
OG0001443	XP_005848960.1	PRW51112.1, PRW51111.1
OG0001444	XP_005845382.1	PRW59772.1
OG0001445	XP_005848956.1	PRW51184.1
OG0001446	XP_005848951.1	PRW50764.1, PRW50762.1
OG0001447	XP_005848950.1	PRW50761.1, PRW50763.1
OG0001448	XP_005850442.1	PRW56884.1
OG0001449	XP_005848718.1	PRW51047.1
OG0001450	XP_005845230.1	PRW45391.1
OG0001451	XP_005848714.1	PRW50830.1, PRW50831.1
OG0001452	XP_005848721.1	PRW50920.1
OG0001453	XP_005848725.1	PRW51044.1
OG0001454	XP_005848724.1	PRW51025.1
OG0001455	XP_005848731.1	PRW51120.1
OG0001456	XP_005851209.1, XP_005848944.1	PRW51172.1
OG0001457	XP_005848726.1	PRW50978.1
OG0001459	XP_005848870.1	PRW50889.1, PRW50888.1
OG0001460	XP_005848949.1	PRW51102.1, PRW51101.1
OG0001461	XP_005848695.1	PRW50861.1
OG0001462	XP_005851288.1, XP_005851289.1	PRW58402.1
OG0001463	XP_005848890.1	PRW51087.1, PRW51086.1
OG0001464	XP_005848666.1	PRW50819.1
OG0001465	XP_005848917.1	PRW50909.1, PRW61326.1
OG0001466	XP_005848918.1	PRW50886.1
OG0001467	XP_005852171.1	PRW60631.1, PRW56005.1
OG0001468	XP_005848850.1	PRW50939.1, PRW50940.1
OG0001469	XP_005848853.1	PRW50901.1, PRW50902.1
OG0001470	XP_005848841.1	PRW50907.1
OG0001471	XP_005848843.1, XP_005848635.1	PRW51156.1
OG0001472	XP_005847404.1, XP_005850165.1	PRW50979.1
OG0001473	XP_005845888.1	PRW33557.1, PRW33558.1
OG0001474	XP_005848855.1	PRW50885.1, PRW59425.1
OG0001475	XP_005848844.1	PRW51119.1, PRW51118.1
OG0001476	XP_005848814.1	PRW51099.1
OG0001477	XP_005848645.1	PRW51182.1
OG0001478	XP_005843202.1	PRW05916.1, PRW05917.1
OG0001479	XP_005850590.1	PRW56322.1
OG0001480	XP_005850893.1, XP_005842601.1	PRW55983.1
OG0001481	XP_005850593.1, XP_005846513.1	PRW60101.1
OG0001482	XP_005850854.1	PRW56196.1
OG0001483	XP_005850629.1	PRW56200.1
OG0001484	XP_005850881.1	PRW55966.1
OG0001485	XP_005850597.1	PRW56039.1
OG0001486	XP_005850887.1	PRW55938.1
OG0001487	XP_005850847.1	PRW55909.1
OG0001488	XP_005850535.1	PRW18369.1
OG0001489	XP_005850530.1, XP_005843245.1	PRW18312.1
OG0001490	XP_005850822.1, XP_005850823.1	PRW18376.1
OG0001491	XP_005850518.1	PRW18374.1
OG0001492	XP_005850808.1	PRW18303.1
OG0001493	XP_005850505.1	PRW18411.1
OG0001494	XP_005850782.1	PRW18330.1
OG0001495	XP_005846557.1	PRW18392.1
OG0001496	XP_005851334.1	PRW58597.1
OG0001497	XP_005848838.1	PRW51124.1, PRW51123.1
OG0001498	XP_005843933.1, XP_005843934.1	PRW20735.1
OG0001499	XP_005843137.1	PRW20416.1, PRW20415.1
OG0001500	XP_005842646.1, XP_005843959.1	PRW20727.1
OG0001501	XP_005843916.1	PRW20613.1
OG0001502	XP_005843945.1	PRW20666.1
OG0001503	XP_005845792.1	PRW33532.1
OG0001504	XP_005843960.1	PRW20705.1
OG0001505	XP_005842656.1, XP_005843943.1	PRW20604.1
OG0001507	XP_005843958.1	PRW20622.1
OG0001508	XP_005843351.1	PRW39064.1
OG0001509	XP_005850385.1	PRW56866.1
OG0001510	XP_005843948.1	PRW20668.1
OG0001511	XP_005846800.1	PRW33599.1, PRW33524.1, PRW33566.1
OG0001512	XP_005846579.1, XP_005848194.1	PRW45605.1
OG0001513	XP_005848196.1	PRW20784.1
OG0001514	XP_005848098.1	PRW05746.1, PRW57298.1
OG0001515	XP_005848106.1	PRW57393.1, PRW57392.1
OG0001516	XP_005848018.1	PRW20864.1
OG0001517	XP_005848096.1, XP_005842699.1	PRW57169.1
OG0001518	XP_005844439.1	PRW50975.1, PRW61371.1
OG0001519	XP_005848140.1	PRW20870.1
OG0001520	XP_005847980.1	PRW20778.1
OG0001521	XP_005847982.1	PRW20961.1, PRW20963.1, PRW20962.1
OG0001522	XP_005847963.1	PRW20925.1
OG0001523	XP_005844010.1, XP_005848089.1	PRW57367.1
OG0001524	XP_005848010.1	PRW20794.1
OG0001525	XP_005850213.1	PRW05862.1
OG0001527	XP_005850223.1	PRW05828.1, PRW05829.1
OG0001528	XP_005850208.1	PRW05852.1, PRW05750.1
OG0001529	XP_005850321.1	PRW56607.1
OG0001530	XP_005845210.1	PRW45503.1, PRW45504.1
OG0001531	XP_005850062.1	PRW56715.1, PRW56424.1
OG0001532	XP_005850075.1	PRW56526.1, PRW56527.1
OG0001533	XP_005850349.1	PRW56606.1
OG0001534	XP_005850105.1	PRW56433.1, PRW56434.1
OG0001535	XP_005850106.1	PRW56740.1
OG0001536	XP_005850096.1	PRW56796.1
OG0001537	XP_005850093.1	PRW56489.1, PRW56490.1
OG0001538	XP_005847363.1	PRW05814.1, PRW05815.1
OG0001539	XP_005845621.1	PRW60944.1
OG0001540	XP_005843626.1	PRW61562.1, PRW61563.1
OG0001541	XP_005850130.1, XP_005850131.1	PRW56744.1
OG0001542	XP_005850136.1	PRW56575.1, PRW56594.1
OG0001543	XP_005850071.1	PRW56518.1, PRW56517.1
OG0001544	XP_005850384.1	PRW56689.1
OG0001545	XP_005850272.1	PRW56767.1, PRW44589.1
OG0001546	XP_005850311.1	PRW56771.1
OG0001547	XP_005846885.1	PRW57417.1
OG0001548	XP_005847191.1	PRW57186.1
OG0001549	XP_005847197.1	PRW57112.1
OG0001550	XP_005847199.1	PRW57227.1
OG0001551	XP_005847125.1	PRW57512.1
OG0001552	XP_005845163.1	PRW45645.1
OG0001554	XP_005852169.1	PRW60423.1
OG0001555	XP_005845236.1	PRW45740.1
OG0001556	XP_005845120.1	PRW45703.1, PRW45702.1
OG0001557	XP_005845121.1	PRW45532.1, PRW45533.1
OG0001558	XP_005846696.1	PRW45591.1
OG0001559	XP_005845030.1	PRW45348.1
OG0001560	XP_005845942.1	PRW05791.1
OG0001561	XP_005846081.1	PRW05770.1
OG0001562	XP_005851258.1	PRW58468.1
OG0001564	XP_005846088.1	PRW05751.1
OG0001565	XP_005845951.1	PRW05796.1
OG0001566	XP_005846076.1	PRW05774.1, PRW05775.1
OG0001567	XP_005846042.1	PRW39211.1, PRW39210.1
OG0001568	XP_005846176.1	PRW39149.1
OG0001569	XP_005846044.1	PRW39392.1, PRW39393.1
OG0001570	XP_005846041.1	PRW39203.1, PRW39204.1
OG0001571	XP_005845598.1	PRW61584.1
OG0001572	XP_005846092.1, XP_005843529.1	PRW05755.1
OG0001573	XP_005845975.1	PRW39363.1, PRW39364.1
OG0001574	XP_005844949.1	PRW33164.1, PRW33165.1
OG0001575	XP_005846110.1	PRW39068.1, PRW39067.1
OG0001576	XP_005846139.1	PRW39099.1, PRW39098.1
OG0001577	XP_005846135.1	PRW39146.1
OG0001578	XP_005844856.1, XP_005846030.1	PRW39296.1
OG0001579	XP_005846025.1	PRW39207.1
OG0001580	XP_005845833.1, XP_005845832.1	PRW44577.1
OG0001581	XP_005846026.1	PRW39297.1
OG0001582	XP_005845661.1	PRW44482.1
OG0001583	XP_005844940.1, XP_005848609.1	PRW51180.1
OG0001584	XP_005846147.1	PRW39255.1
OG0001585	XP_005846023.1	PRW39346.1, PRW39347.1
OG0001586	XP_005846013.1	PRW39318.1
OG0001587	XP_005846141.1	PRW39232.1, PRW39231.1
OG0001588	XP_005852012.1	PRW45550.1, PRW45551.1
OG0001589	XP_005846172.1	PRW39145.1, PRW33119.1
OG0001590	XP_005849033.1	PRW34006.1
OG0001591	XP_005845005.1	PRW39351.1
OG0001593	XP_005845019.1, XP_005845020.1	PRW39274.1
OG0001594	XP_005846212.1	PRW39093.1
OG0001595	XP_005844925.1	PRW39385.1, PRW39386.1
OG0001596	XP_005844725.1	PRW20965.1
OG0001597	XP_005844747.1	PRW21042.1
OG0001598	XP_005846868.1	PRW56984.1, PRW56985.1
OG0001599	XP_005847406.1	PRW44394.1
OG0001600	XP_005843609.1	PRW61456.1, PRW61455.1
OG0001601	XP_005843542.1, XP_005842584.1	PRW60932.1
OG0001602	XP_005846849.1	PRW57188.1
OG0001603	XP_005843613.1, XP_005850013.1	PRW61557.1
OG0001604	XP_005845642.1	PRW61594.1
OG0001605	XP_005844694.1, XP_005846845.1	PRW57379.1
OG0001606	XP_005843554.1	PRW61355.1, PRW61354.1
OG0001607	XP_005843569.1	PRW61621.1, PRW61620.1
OG0001608	XP_005847370.1	PRW44350.1
OG0001609	XP_005847369.1	PRW44617.1
OG0001610	XP_005850154.1	PRW56853.1, PRW56854.1
OG0001611	XP_005850143.1	PRW56419.1
OG0001612	XP_005850400.1	PRW56637.1
OG0001613	XP_005850146.1	PRW56768.1
OG0001614	XP_005842545.1, XP_005842638.1	PRW56567.1
OG0001616	XP_005850859.1, XP_005846537.1	PRW56067.1
OG0001617	XP_005847088.1	PRW44318.1, PRW57447.1
OG0001618	XP_005850563.1	PRW56189.1
OG0001619	XP_005850856.1	PRW05744.1, PRW56330.1
OG0001620	XP_005847263.1	PRW44336.1, PRW44337.1
OG0001621	XP_005850653.1	PRW56037.1
OG0001622	XP_005850924.1	PRW55995.1
OG0001623	XP_005850973.1	PRW56047.1
OG0001624	XP_005851000.1	PRW55979.1, PRW55978.1
OG0001625	XP_005851025.1	PRW56250.1, PRW56251.1
OG0001627	XP_005846667.1	PRW59336.1
OG0001628	XP_005850950.1	PRW56051.1
OG0001629	XP_005850951.1	PRW56310.1
OG0001630	XP_005852271.1, XP_005850672.1	PRW56053.1
OG0001631	XP_005850675.1	PRW55885.1
OG0001632	XP_005850019.1, XP_005850948.1	PRW50866.1, PRW50867.1
OG0001633	XP_005850628.1	PRW56150.1
OG0001634	XP_005846209.1, XP_005845955.1	PRW59472.1
OG0001635	XP_005850695.1	PRW56245.1
OG0001636	XP_005851618.1	PRW55980.1
OG0001637	XP_005843410.1	PRW33014.1
OG0001638	XP_005847382.1	PRW44447.1
OG0001639	XP_005844800.1	PRW61450.1
OG0001640	XP_005845920.1, XP_005852005.1	PRW60609.1
OG0001641	XP_005850909.1	PRW56218.1
OG0001642	XP_005850749.1	PRW55929.1
OG0001643	XP_005851036.1	PRW56286.1, PRW56287.1
OG0001644	XP_005849866.1, XP_005842749.1	PRW58762.1
OG0001645	XP_005851043.1	PRW56052.1
OG0001646	XP_005851054.1	PRW56211.1
OG0001647	XP_005847714.1	PRW58076.1
OG0001648	XP_005845780.1	PRW33542.1, PRW33541.1
OG0001651	XP_005852011.1	PRW60413.1
OG0001652	XP_005852008.1	PRW60865.1, PRW60866.1
OG0001653	XP_005852013.1	PRW60659.1
OG0001654	XP_005851114.1	PRW56153.1
OG0001655	XP_005852305.1, XP_005851988.1	PRW60699.1
OG0001656	XP_005852024.1	PRW60573.1, PRW60572.1
OG0001657	XP_005852003.1	PRW60396.1
OG0001658	XP_005848819.1	PRW57444.1
OG0001660	XP_005847520.1	PRW44501.1
OG0001662	XP_005851724.1	PRW60539.1
OG0001663	XP_005852129.1	PRW60302.1
OG0001664	XP_005852126.1	PRW60234.1
OG0001665	XP_005851786.1	PRW60240.1
OG0001667	XP_005852049.1	PRW60371.1
OG0001668	XP_005851706.1	PRW60401.1
OG0001669	XP_005851705.1	PRW60377.1, PRW60367.1
OG0001670	XP_005851701.1	PRW60343.1
OG0001671	XP_005845564.1	PRW33693.1
OG0001673	XP_005852019.1	PRW60225.1
OG0001674	XP_005851689.1	PRW60715.1
OG0001675	XP_005851996.1	PRW60566.1
OG0001676	XP_005851672.1	PRW60619.1, PRW60620.1
OG0001677	XP_005851828.1	PRW60373.1
OG0001678	XP_005851849.1	PRW60447.1
OG0001679	XP_005852000.1	PRW60847.1
OG0001680	XP_005848202.1	PRW45010.1
OG0001681	XP_005846912.1	PRW57320.1
OG0001682	XP_005852244.1	PRW60483.1, PRW60383.1
OG0001684	XP_005843518.1	PRW61517.1, PRW61518.1
OG0001685	XP_005849237.1	PRW33833.1, PRW33834.1
OG0001686	XP_005849029.1	PRW33792.1
OG0001687	XP_005849232.1	PRW33866.1
OG0001688	XP_005849019.1	PRW34037.1
OG0001689	YP_009094914.1	PRW34061.1
OG0001690	XP_005849349.1	PRW57662.1, PRW57661.1
OG0001691	XP_005849130.1	PRW57653.1, PRW57654.1
OG0001692	XP_005849127.1	PRW57974.1
OG0001693	XP_005849287.1	PRW33764.1, PRW33803.1
OG0001694	XP_005849087.1, XP_005849088.1	PRW33988.1
OG0001695	XP_005848456.1	PRW45165.1
OG0001696	XP_005849274.1	PRW34102.1
OG0001697	XP_005849070.1	PRW33851.1, PRW33852.1
OG0001699	XP_005844446.1	PRW61004.1
OG0001700	XP_005849069.1	PRW34040.1, PRW34039.1
OG0001701	XP_005849323.1	PRW57802.1
OG0001702	XP_005849098.1, XP_005849097.1	PRW33830.1
OG0001703	XP_005849278.1	PRW33953.1, PRW33952.1
OG0001704	XP_005849306.1	PRW34071.1
OG0001705	XP_005848423.1, XP_005849064.1	PRW34001.1
OG0001706	XP_005849060.1	PRW33884.1, PRW33885.1
OG0001707	YP_004347806.1, XP_005849367.1	PRW58016.1
OG0001708	XP_005849389.1	PRW58071.1
OG0001709	XP_005849330.1	PRW57840.1
OG0001710	XP_005849093.1	PRW33844.1
OG0001711	XP_005849315.1	PRW58001.1, PRW58002.1
OG0001712	XP_005849377.1	PRW57977.1, PRW57976.1
OG0001713	XP_005849381.1	PRW57991.1, PRW57990.1
OG0001714	XP_005847400.1	PRW44317.1
OG0001715	XP_005849203.1	PRW57800.1
OG0001716	XP_005849395.1	PRW58041.1
OG0001717	XP_005849179.1	PRW57873.1
OG0001718	XP_005849040.1	PRW33832.1
OG0001719	XP_005849166.1, XP_005849165.1	PRW57763.1
OG0001720	XP_005849363.1, XP_005850910.1	PRW57596.1
OG0001721	XP_005851831.1	PRW33985.1
OG0001722	XP_005849404.1	PRW57585.1, PRW57586.1
OG0001723	XP_005849215.1	PRW57632.1, PRW57631.1
OG0001724	XP_005849416.1, XP_005849418.1	PRW57629.1
OG0001725	XP_005846103.1	PRW44328.1
OG0001725	XP_005843331.1	PRW33842.1
OG0001726	XP_005850896.1	PRW56185.1
OG0001727	XP_005849434.1	PRW57734.1
OG0001728	XP_005849260.1, XP_005849221.1	PRW57833.1
OG0001729	XP_005847251.1	PRW20649.1, PRW20648.1
OG0001730	XP_005847609.1	PRW57769.1
OG0001731	XP_005843967.1	PRW20647.1
OG0001732	XP_005852266.1	PRW60332.1, PRW60331.1
OG0001733	XP_005852275.1	PRW60309.1
OG0001735	XP_005852286.1	PRW60538.1, PRW60537.1
OG0001736	XP_005851972.1	PRW60655.1, PRW60654.1
OG0001737	XP_005851122.1	PRW58517.1
OG0001738	XP_005851963.1	PRW60838.1
OG0001739	XP_005851966.1	PRW60735.1
OG0001740	XP_005851956.1	PRW60494.1
OG0001741	XP_005851937.1, XP_005851936.1	PRW60259.1
OG0001742	XP_005845696.1, XP_005849541.1	PRW33258.1, PRW61308.1, PRW61307.1
OG0001743	XP_005852160.1	PRW60480.1
OG0001745	XP_005842558.1, XP_005851839.1	PRW60804.1
OG0001746	XP_005852167.1	PRW60514.1
OG0001747	XP_005851832.1	PRW60504.1
OG0001748	XP_005845632.1	PRW50877.1
OG0001749	XP_005851873.1	PRW60308.1, PRW60307.1
OG0001750	XP_005851896.1, XP_005842679.1	PRW60392.1
OG0001751	XP_005852227.1, XP_005843275.1	PRW60797.1
OG0001752	XP_005852209.1	PRW60818.1, PRW60817.1
OG0001754	XP_005852225.1	PRW60300.1, PRW60301.1
OG0001755	XP_005852152.1	PRW60516.1, PRW60517.1
OG0001756	XP_005851816.1	PRW60421.1
OG0001757	XP_005851901.1	PRW60439.1, PRW60438.1
OG0001758	XP_005851882.1	PRW60236.1, PRW60237.1
OG0001759	XP_005851855.1	PRW60828.1
OG0001760	XP_005843954.1	PRW20765.1
OG0001761	XP_005845456.1	PRW59468.1
OG0001762	XP_005848190.1	PRW20894.1
OG0001763	XP_005844329.1	PRW60885.1
OG0001764	XP_005846153.1	PRW39072.1
OG0001765	XP_005842904.1	PRW20651.1
OG0001767	XP_005842816.1	PRW59844.1
OG0001768	XP_005845303.1	PRW59731.1
OG0001769	XP_005848433.1, XP_005848432.1	PRW45177.1
OG0001770	XP_005851894.1	PRW60599.1, PRW60389.1
OG0001771	XP_005849611.1	PRW58991.1
OG0001772	XP_005848344.1	PRW45238.1
OG0001773	XP_005848403.1	PRW45147.1
OG0001774	XP_005848200.1	PRW44922.1, PRW44923.1
OG0001775	XP_005844664.1	PRW21108.1
OG0001776	XP_005842975.1	PRW59606.1
OG0001778	XP_005848243.1	PRW44970.1, PRW44969.1
OG0001779	XP_005851294.1, XP_005851295.1	PRW58489.1
OG0001780	XP_005848323.1	PRW45175.1, PRW45174.1
OG0001781	XP_005848502.1	PRW45257.1
OG0001782	XP_005846443.1	PRW59571.1
OG0001783	XP_005848349.1	PRW45193.1
OG0001785	XP_005850496.1	PRW18387.1
OG0001786	XP_005848353.1	PRW44938.1
OG0001787	XP_005843228.1	PRW45041.1
OG0001788	XP_005848540.1	PRW45074.1
OG0001790	XP_005844676.1	PRW21084.1, PRW21090.1
OG0001792	XP_005844691.1	PRW20967.1, PRW20968.1
OG0001793	XP_005844705.1, XP_005844704.1	PRW20981.1
OG0001794	XP_005846508.1	PRW59520.1
OG0001795	XP_005850046.1	PRW56443.1
OG0001796	XP_005846754.1	PRW32576.1
OG0001797	XP_005850088.1	PRW56792.1
OG0001798	XP_005848159.1	PRW20906.1
OG0001799	XP_005843839.1	PRW58943.1, PRW58944.1
OG0001800	XP_005843828.1	PRW59385.1, PRW59384.1
OG0001801	XP_005843746.1	PRW59160.1
OG0001802	XP_005843472.1	PRW58810.1
OG0001803	XP_005851510.1	PRW58479.1
OG0001804	XP_005844668.1, XP_005844671.1	PRW21059.1
OG0001805	XP_005844686.1	PRW21094.1
OG0001806	XP_005844763.1	PRW20987.1
OG0001807	XP_005847417.1	PRW44367.1
OG0001808	XP_005851358.1	PRW58257.1
OG0001809	XP_005846740.1	PRW32582.1
OG0001810	XP_005846854.1	PRW57213.1
OG0001811	XP_005845929.1, XP_005845928.1	PRW33517.1
OG0001812	XP_005849803.1	PRW59429.1
OG0001813	XP_005849806.1	PRW59145.1
OG0001814	XP_005849742.1	PRW59370.1
OG0001815	XP_005847380.1	PRW44297.1
OG0001816	XP_005849480.1	PRW59263.1
OG0001817	XP_005849485.1	PRW58953.1
OG0001818	XP_005849766.1	PRW59051.1, PRW59016.1
OG0001819	XP_005849497.1	PRW59095.1, PRW59096.1
OG0001820	XP_005849726.1	PRW57330.1
OG0001821	XP_005849760.1	PRW59326.1
OG0001822	XP_005849794.1	PRW58804.1, PRW58803.1
OG0001823	XP_005849735.1	PRW20866.1, PRW56029.1
OG0001824	XP_005849730.1	PRW59211.1
OG0001825	XP_005849531.1	PRW59082.1
OG0001826	XP_005849798.1	PRW58968.1
OG0001827	XP_005851611.1	PRW58406.1
OG0001828	XP_005849796.1	PRW59199.1
OG0001829	XP_005849535.1	PRW59110.1
OG0001830	XP_005849506.1	PRW59154.1
OG0001831	XP_005845828.1	PRW33515.1
OG0001832	XP_005849524.1	PRW59092.1, PRW20424.1
OG0001833	XP_005849528.1	PRW59205.1
OG0001834	XP_005849521.1	PRW59113.1, PRW59112.1
OG0001836	XP_005849509.1	PRW58817.1
OG0001837	XP_005849773.1	PRW59419.1, PRW51163.1
OG0001839	XP_005849769.1, XP_005844215.1	PRW58917.1
OG0001840	XP_005849779.1, XP_005849780.1	PRW58959.1
OG0001841	XP_005847048.1	PRW57200.1
OG0001842	XP_005851346.1	PRW58408.1
OG0001843	XP_005844731.1, XP_005847286.1	PRW44272.1
OG0001844	XP_005847484.1	PRW44456.1
OG0001845	XP_005847483.1	PRW44239.1
OG0001847	XP_005845541.1	PRW44413.1
OG0001848	XP_005847280.1	PRW44476.1, PRW44477.1
OG0001849	XP_005847468.1	PRW44435.1
OG0001850	XP_005847502.1, XP_005845615.1	PRW44561.1
OG0001851	XP_005847449.1	PRW44530.1, PRW44531.1
OG0001852	XP_005847289.1	PRW44479.1
OG0001853	XP_005849428.1	PRW57887.1, PRW57888.1
OG0001854	XP_005847432.1	PRW44605.1
OG0001855	XP_005847981.1, XP_005847085.1	PRW57456.1
OG0001856	XP_005847322.1	PRW44522.1
OG0001857	XP_005847302.1	PRW44332.1, PRW44331.1
OG0001858	XP_005846415.1	PRW59752.1
OG0001859	XP_005845176.1	PRW45648.1
OG0001860	XP_005845167.1	PRW45407.1, PRW45408.1
OG0001861	XP_005843610.1	PRW61244.1, PRW61243.1
OG0001862	XP_005846363.1, XP_005844217.1	PRW59711.1
OG0001863	XP_005851388.1	PRW58587.1, PRW58588.1
OG0001864	XP_005843079.1, XP_005845673.1	PRW45094.1
OG0001865	XP_005846992.1	PRW57206.1
OG0001866	XP_005848968.1	PRW51079.1
OG0001867	XP_005843854.1	PRW20693.1, PRW20687.1
OG0001868	XP_005844434.1	PRW61222.1
OG0001869	XP_005844994.1	PRW39279.1, PRW39278.1
OG0001870	XP_005844882.1	PRW33295.1
OG0001872	XP_005851406.1	PRW58702.1, PRW58703.1
OG0001873	XP_005851424.1	PRW58450.1, PRW58449.1
OG0001874	XP_005851428.1	PRW58224.1
OG0001875	XP_005851068.1	PRW58541.1, PRW58542.1
OG0001876	XP_005851118.1	PRW58427.1
OG0001877	XP_005851140.1	PRW58719.1, PRW58718.1
OG0001878	XP_005844053.1	PRW20285.1
OG0001879	XP_005851103.1	PRW56461.1, PRW56649.1
OG0001880	XP_005851441.1	PRW58252.1, PRW58251.1
OG0001881	XP_005851159.1	PRW58395.1
OG0001882	XP_005851454.1	PRW58366.1, PRW58365.1
OG0001883	XP_005851455.1	PRW58496.1
OG0001884	XP_005851468.1	PRW58504.1
OG0001885	XP_005851475.1	PRW58258.1
OG0001886	XP_005851481.1	PRW58549.1
OG0001887	XP_005851502.1	PRW58397.1
OG0001888	XP_005844342.1	PRW61315.1
OG0001890	XP_005851211.1	PRW58405.1
OG0001891	XP_005851507.1	PRW58200.1, PRW58199.1
OG0001892	XP_005843253.1	PRW33214.1, PRW33213.1
OG0001893	XP_005851515.1	PRW60152.1, PRW58268.1
OG0001894	XP_005851228.1	PRW58168.1
OG0001895	XP_005851532.1	PRW58297.1, PRW60016.1
OG0001896	XP_005851610.1	PRW58441.1
OG0001897	XP_005850148.1	PRW56530.1
OG0001898	XP_005844397.1, XP_005844396.1	PRW61623.1
OG0001899	XP_005843848.1	PRW20719.1
OG0001900	XP_005851615.1	PRW58673.1
OG0001901	XP_005851327.1	PRW58163.1, PRW58162.1
OG0001903	XP_005846616.1	PRW32580.1, PRW32579.1
OG0001904	XP_005845195.1	PRW45337.1
OG0001905	XP_005851558.1	PRW58647.1
OG0001906	XP_005847403.1, XP_005845024.1	PRW44556.1
OG0001907	XP_005851562.1	PRW58178.1
OG0001908	XP_005847193.1	PRW59475.1
OG0001909	XP_005851237.1	PRW58121.1, PRW58122.1
OG0001910	XP_005851456.1	PRW58625.1, PRW58626.1
OG0001911	XP_005849839.1, XP_005843457.1	PRW58826.1
OG0001912	XP_005851165.1	PRW58454.1
OG0001913	XP_005851251.1, XP_005845362.1	PRW58276.1
OG0001914	XP_005851556.1, XP_005844445.1	PRW58658.1
OG0001916	XP_005846749.1	PRW32607.1, PRW57999.1
OG0001917	XP_005846599.1	PRW58815.1, PRW32679.1, PRW32516.1
OG0001918	XP_005851588.1	PRW58270.1
OG0001919	XP_005846596.1	PRW32640.1
OG0001920	XP_005846598.1	PRW32634.1
OG0001921	XP_005842875.1	PRW57719.1, PRW58089.1, PRW32688.1
OG0001922	XP_005842890.1, XP_005842889.1	PRW32673.1
OG0001923	XP_005847992.1	PRW20919.1
OG0001924	XP_005851651.1, XP_005851647.1	PRW58359.1
OG0001925	XP_005851656.1	PRW32500.1
OG0001926	XP_005849103.1	PRW57664.1
OG0001927	XP_005843614.1	PRW61162.1
OG0001928	XP_005852325.1	PRW32484.1
OG0001929	XP_005843038.1	PRW32512.1, PRW32513.1
OG0001930	XP_005851589.1, XP_005851590.1	PRW58440.1
OG0001932	XP_005842661.1	PRW32520.1
OG0001933	XP_005844287.1	PRW61195.1
OG0001934	XP_005843050.1	PRW32559.1
OG0001935	XP_005843041.1	PRW32613.1, PRW32612.1
OG0001936	XP_005846705.1	PRW32568.1, PRW32567.1
OG0001938	XP_005843970.1	PRW59346.1
OG0001939	XP_005845931.1	PRW33505.1, PRW33506.1
OG0001940	XP_005846795.1	PRW45454.1
OG0001941	XP_005846636.1	PRW45384.1, PRW45383.1
OG0001942	XP_005845201.1	PRW45451.1
OG0001943	XP_005844166.1	PRW61390.1
OG0001944	XP_005844185.1	PRW61515.1
OG0001945	XP_005844266.1	PRW61520.1, PRW61479.1
OG0001946	XP_005849980.1	PRW56785.1
OG0001947	XP_005844407.1	PRW61120.1
OG0001948	XP_005844195.1	PRW60891.1, PRW60892.1
OG0001949	XP_005844277.1	PRW61176.1
OG0001950	XP_005850723.1, XP_005850722.1	PRW57686.1
OG0001951	XP_005850307.1	PRW56597.1, PRW56596.1
OG0001952	XP_005843627.1	PRW61370.1
OG0001953	XP_005850052.1	PRW56878.1, PRW56879.1
OG0001954	XP_005849975.1	PRW56762.1
OG0001955	XP_005848728.1	PRW05867.1
OG0001956	XP_005850244.1	PRW56779.1
OG0001957	XP_005846234.1	PRW59831.1
OG0001958	XP_005850036.1	PRW56680.1
OG0001959	XP_005844414.1	PRW61199.1
OG0001961	XP_005850294.1	PRW56814.1, PRW56815.1
OG0001962	XP_005844327.1	PRW61404.1
OG0001963	XP_005850259.1	PRW56668.1
OG0001964	XP_005850000.1	PRW56600.1, PRW57317.1
OG0001965	XP_005849973.1	PRW56702.1, PRW56701.1
