Orthogroup	c_variabilis_genome_proteins	m_conductrix_genome_proteins
OG0001608	XP_005847370.1	PSC75446.1
OG0001609	XP_005847369.1	PSC75583.1
OG0001610	XP_005850154.1	PSC68127.1
OG0001611	XP_005850143.1	PSC71577.1, PSC71576.1
OG0001612	XP_005850400.1	PSC68120.1
OG0001613	XP_005850146.1	PSC71647.1, PSC71646.1
OG0001614	XP_005842545.1, XP_005842638.1	PSC68109.1
OG0001616	XP_005850859.1, XP_005846537.1	PSC72774.1
OG0001617	XP_005847088.1	PSC72182.1
OG0001618	XP_005850563.1	PSC72739.1, PSC72271.1
OG0001619	XP_005850856.1	PSC72715.1
OG0001620	XP_005847263.1	PSC75871.1
OG0001621	XP_005850653.1	PSC71575.1
OG0001622	XP_005850924.1	PSC71460.1
OG0001623	XP_005850973.1	PSC72737.1
OG0001624	XP_005851000.1	PSC69056.1
OG0001625	XP_005851025.1	PSC69052.1
OG0001627	XP_005846667.1	PSC68952.1
OG0001628	XP_005850950.1	PSC74211.1, PSC72841.1
OG0001629	XP_005850951.1	PSC72710.1, PSC72711.1
OG0001630	XP_005852271.1, XP_005850672.1	PSC72892.1
OG0001631	XP_005850675.1	PSC72604.1, PSC72603.1
OG0001632	XP_005850019.1, XP_005850948.1	PSC70268.1
OG0001633	XP_005850628.1	PSC71635.1, PSC71476.1
OG0001634	XP_005846209.1	PSC67676.1
OG0001634	XP_005845955.1	PSC67641.1
OG0001635	XP_005850695.1	PSC72646.1, PSC72645.1
OG0001636	XP_005851618.1	PSC72613.1
OG0001637	XP_005843410.1	PSC73091.1
OG0001638	XP_005847382.1	PSC75366.1
OG0001639	XP_005844800.1	PSC67601.1
OG0001640	XP_005845920.1	PSC69382.1
OG0001640	XP_005852005.1	PSC74908.1
OG0001641	XP_005850909.1	PSC71487.1
OG0001642	XP_005850749.1	PSC69039.1
OG0001643	XP_005851036.1	PSC69053.1
OG0001644	XP_005849866.1, XP_005842749.1	PSC67837.1
OG0001645	XP_005851043.1	PSC69001.1, PSC69000.1
OG0001646	XP_005851054.1	PSC69012.1, PSC69013.1
OG0001647	XP_005847714.1	PSC73943.1, PSC73942.1
OG0001648	XP_005845780.1	PSC70039.1
OG0001651	XP_005852011.1	PSC75035.1
OG0001652	XP_005852008.1	PSC75110.1
OG0001654	XP_005847560.1, XP_005851114.1	PSC68906.1
OG0001655	XP_005852305.1, XP_005851988.1	PSC67347.1
OG0001656	XP_005852024.1	PSC68138.1
OG0001657	XP_005852003.1	PSC74865.1
OG0001658	XP_005848819.1	PSC69771.1
OG0001659	XP_005851776.1	PSC75117.1, PSC75118.1, PSC75119.1
OG0001660	XP_005847520.1	PSC69922.1
OG0001662	XP_005851724.1	PSC68141.1, PSC68140.1
OG0001663	XP_005852129.1	PSC75138.1
OG0001664	XP_005852126.1	PSC75216.1, PSC75215.1
OG0001665	XP_005851786.1	PSC74949.1, PSC74948.1
OG0001667	XP_005852049.1	PSC68445.1, PSC68452.1
OG0001668	XP_005851706.1	PSC68411.1, PSC68480.1
OG0001669	XP_005851705.1	PSC68439.1
OG0001670	XP_005851701.1	PSC67545.1
OG0001671	XP_005845564.1	PSC74213.1
OG0001672	XP_005842748.1, XP_005851685.1	PSC68467.1
OG0001673	XP_005852019.1	PSC68454.1, PSC68455.1
OG0001674	XP_005851689.1	PSC68471.1, PSC68472.1
OG0001675	XP_005851996.1	PSC75165.1
OG0001676	XP_005851672.1	PSC74839.1
OG0001677	XP_005851828.1	PSC68759.1
OG0001678	XP_005851849.1	PSC69321.1, PSC69322.1
OG0001679	XP_005852000.1	PSC75057.1, PSC75058.1
OG0001680	XP_005848202.1	PSC67533.1
OG0001681	XP_005846912.1	PSC72180.1
OG0001682	XP_005852244.1	PSC74023.1
OG0001683	YP_004347793.1, XP_005844211.1	PSC73499.1
OG0001684	XP_005843518.1	PSC74524.1
OG0001685	XP_005849237.1	PSC67445.1
OG0001686	XP_005849029.1	PSC67436.1
OG0001687	XP_005849232.1	PSC67440.1, PSC67439.1
OG0001688	XP_005849019.1	PSC67435.1, PSC68696.1
OG0001689	XP_005849229.1, YP_009094914.1	PSC67421.1
OG0001690	XP_005849349.1	PSC73156.1
OG0001691	XP_005849130.1	PSC72940.1
OG0001692	XP_005849127.1	PSC72965.1, PSC72964.1
OG0001693	XP_005849287.1	PSC76849.1
OG0001694	XP_005849087.1, XP_005849088.1	PSC76318.1
OG0001696	XP_005849274.1	PSC76494.1, PSC76495.1
OG0001697	XP_005849070.1	PSC76880.1
OG0001698	XP_005849099.1	PSC76375.1, PSC76376.1
OG0001699	XP_005844446.1	PSC75658.1
OG0001700	XP_005849069.1	PSC76848.1
OG0001701	XP_005849323.1	PSC76695.1
OG0001702	XP_005849098.1, XP_005849097.1	PSC76415.1
OG0001703	XP_005849278.1	PSC76323.1
OG0001704	XP_005849306.1	PSC76795.1
OG0001705	XP_005848423.1, XP_005849064.1	PSC76982.1
OG0001706	XP_005849060.1	PSC76425.1
OG0001707	YP_004347806.1	PSC73125.1
OG0001708	XP_005849389.1	PSC73027.1, PSC73028.1
OG0001709	XP_005849330.1	PSC72955.1
OG0001710	XP_005849093.1	PSC76141.1, PSC76142.1
OG0001711	XP_005849315.1	PSC76371.1
OG0001712	XP_005849377.1	PSC73180.1
OG0001713	XP_005849381.1	PSC73129.1
OG0001714	XP_005847400.1	PSC75473.1
OG0001715	XP_005849203.1	PSC72960.1, PSC72959.1
OG0001716	XP_005849395.1	PSC73061.1, PSC73060.1
OG0001717	XP_005849179.1	PSC73070.1, PSC73071.1
OG0001718	XP_005849040.1	PSC76919.1, PSC76807.1
OG0001719	XP_005849166.1, XP_005849165.1	PSC73065.1
OG0001720	XP_005849363.1, XP_005850910.1	PSC73151.1
OG0001721	XP_005851831.1	PSC68487.1, PSC68488.1
OG0001722	XP_005849404.1	PSC73094.1
OG0001723	XP_005849215.1	PSC69159.1
OG0001724	XP_005849416.1, XP_005849418.1	PSC69145.1
OG0001726	XP_005850896.1	PSC71549.1, PSC71550.1
OG0001727	XP_005849434.1	PSC69151.1
OG0001728	XP_005849260.1, XP_005849221.1	PSC69104.1
OG0001729	XP_005847251.1	PSC75064.1, PSC67704.1
OG0001730	XP_005847609.1	PSC74796.1
OG0001731	XP_005843967.1	PSC67480.1
OG0001732	XP_005852266.1	PSC68541.1
OG0001733	XP_005852275.1	PSC68540.1
OG0001735	XP_005852286.1	PSC68550.1
OG0001736	XP_005851972.1	PSC68558.1
OG0001738	XP_005851963.1	PSC68493.1, PSC68492.1
OG0001739	XP_005851966.1	PSC68543.1
OG0001740	XP_005851956.1	PSC68494.1, PSC68495.1
OG0001743	XP_005852160.1	PSC67896.1
OG0001745	XP_005842558.1, XP_005851839.1	PSC69368.1
OG0001747	XP_005851832.1	PSC67932.1, PSC67931.1
OG0001748	XP_005845632.1	PSC71728.1
OG0001749	XP_005851873.1	PSC68978.1
OG0001750	XP_005851896.1, XP_005842679.1	PSC74246.1
OG0001751	XP_005852227.1	PSC74065.1
OG0001752	XP_005852209.1	PSC68973.1
OG0001754	XP_005852225.1	PSC74257.1
OG0001755	XP_005852152.1	PSC69399.1
OG0001756	XP_005851816.1	PSC74935.1
OG0001757	XP_005851901.1	PSC74233.1
OG0001758	XP_005851882.1	PSC68939.1
OG0001759	XP_005851855.1	PSC69354.1, PSC69353.1
OG0001760	XP_005843954.1	PSC74781.1, PSC68752.1
OG0001761	XP_005845456.1	PSC76082.1
OG0001762	XP_005848190.1	PSC76431.1
OG0001763	XP_005844329.1	PSC73392.1, PSC67634.1
OG0001764	XP_005846153.1	PSC71954.1
OG0001765	XP_005842904.1	PSC68750.1, PSC74702.1
OG0001766	XP_005843333.1	PSC73476.1, PSC75414.1
OG0001767	XP_005842816.1	PSC71150.1
OG0001768	XP_005845303.1	PSC76841.1
OG0001769	XP_005848433.1, XP_005848432.1	PSC73403.1
OG0001770	XP_005851894.1	PSC74062.1
OG0001771	XP_005849611.1	PSC67085.1, PSC76552.1
OG0001772	XP_005848344.1	PSC70877.1
OG0001773	XP_005848403.1	PSC67532.1
OG0001774	XP_005848200.1	PSC67511.1
OG0001775	XP_005844664.1	PSC71782.1
OG0001776	XP_005842975.1	PSC68022.1, PSC68021.1
OG0001777	XP_005848244.1	PSC70431.1, PSC70430.1
OG0001778	XP_005848243.1	PSC67405.1
OG0001779	XP_005851294.1, XP_005851295.1	PSC69507.1
OG0001780	XP_005848323.1	PSC70387.1
OG0001781	XP_005848502.1	PSC70330.1, PSC70329.1
OG0001782	XP_005846443.1	PSC71422.1
OG0001783	XP_005848349.1	PSC70847.1, PSC71000.1
OG0001785	XP_005850496.1	PSC72838.1, PSC72839.1
OG0001786	XP_005848353.1	PSC67766.1
OG0001788	XP_005848540.1	PSC68040.1
OG0001790	XP_005844676.1	PSC71729.1
OG0001792	XP_005844691.1	PSC71828.1
OG0001793	XP_005844705.1, XP_005844704.1	PSC71717.1
OG0001794	XP_005846508.1	PSC69680.1
OG0001795	XP_005850046.1	PSC72466.1
OG0001796	XP_005846754.1	PSC68677.1
OG0001797	XP_005850088.1	PSC71277.1
OG0001798	XP_005848159.1	PSC76164.1, PSC76163.1
OG0001799	XP_005843839.1	PSC75707.1
OG0001800	XP_005843828.1	PSC67908.1
OG0001801	XP_005843746.1	PSC67951.1, PSC67995.1
OG0001802	XP_005843472.1	PSC67942.1, PSC67943.1
OG0001803	XP_005851510.1	PSC68286.1
OG0001804	XP_005844668.1, XP_005844671.1	PSC71722.1
OG0001805	XP_005844686.1	PSC71825.1, PSC71824.1
OG0001806	XP_005844763.1	PSC71799.1, PSC71798.1
OG0001807	XP_005847417.1	PSC70921.1
OG0001808	XP_005851358.1	PSC75836.1
OG0001809	XP_005846740.1	PSC68658.1
OG0001810	XP_005846854.1	PSC72345.1
OG0001811	XP_005845929.1, XP_005845928.1	PSC70111.1
OG0001812	XP_005849803.1	PSC76368.1, PSC76369.1
OG0001813	XP_005849806.1	PSC76915.1, PSC76914.1
OG0001814	XP_005849742.1	PSC76351.1
OG0001815	XP_005847380.1	PSC75874.1
OG0001816	XP_005849480.1	PSC67154.1, PSC72015.1
OG0001817	XP_005849485.1	PSC67156.1, PSC72047.1
OG0001818	XP_005849766.1	PSC75358.1
OG0001819	XP_005849497.1	PSC75661.1
OG0001820	XP_005849726.1	PSC76908.1
OG0001821	XP_005849760.1	PSC71878.1, PSC71877.1
OG0001822	XP_005849794.1	PSC73783.1
OG0001823	XP_005849735.1	PSC75297.1
OG0001824	XP_005849730.1	PSC76224.1, PSC76223.1
OG0001825	XP_005849531.1	PSC73591.1, PSC73590.1
OG0001826	XP_005849798.1	PSC76411.1
OG0001827	XP_005851611.1	PSC76058.1
OG0001828	XP_005849796.1	PSC73675.1, PSC73676.1
OG0001829	XP_005849535.1	PSC76441.1
OG0001830	XP_005849506.1	PSC76004.1
OG0001831	XP_005845828.1	PSC67385.1, PSC67384.1
OG0001832	XP_005849524.1	PSC73562.1
OG0001833	XP_005849528.1	PSC73544.1
OG0001834	XP_005849521.1	PSC73678.1
OG0001835	XP_005849508.1	PSC73578.1
OG0001836	XP_005849509.1, XP_005842625.1	PSC73846.1
OG0001837	XP_005849773.1	PSC75237.1
OG0001839	XP_005849769.1, XP_005844215.1	PSC75246.1
OG0001840	XP_005849779.1, XP_005849780.1	PSC76713.1
OG0001841	XP_005847048.1	PSC72105.1
OG0001842	XP_005851346.1	PSC68692.1
OG0001843	XP_005844731.1, XP_005847286.1	PSC70933.1
OG0001844	XP_005847484.1	PSC69861.1, PSC69862.1
OG0001845	XP_005847483.1	PSC69938.1
OG0001847	XP_005845541.1	PSC70868.1
OG0001848	XP_005847280.1	PSC70936.1
OG0001849	XP_005847468.1	PSC69878.1, PSC70994.1
OG0001850	XP_005847502.1, XP_005845615.1	PSC69953.1
OG0001851	XP_005847449.1	PSC69869.1
OG0001852	XP_005847289.1	PSC69884.1
OG0001853	XP_005849428.1	PSC69113.1
OG0001854	XP_005847432.1	PSC70979.1, PSC70981.1
OG0001855	XP_005847085.1	PSC72093.1
OG0001856	XP_005847322.1	PSC69942.1, PSC69943.1
OG0001857	XP_005847302.1	PSC69972.1
OG0001858	XP_005846415.1	PSC71349.1
OG0001859	XP_005845176.1	PSC73761.1
OG0001860	XP_005845167.1	PSC73625.1
OG0001861	XP_005843610.1	PSC70529.1
OG0001862	XP_005846363.1, XP_005844217.1	PSC69594.1
OG0001863	XP_005851388.1	PSC75824.1
OG0001864	XP_005843079.1, XP_005845673.1	PSC76527.1
OG0001865	XP_005846992.1	PSC71100.1
OG0001866	XP_005848968.1	PSC75236.1
OG0001867	XP_005843854.1	PSC68794.1
OG0001868	XP_005844434.1	PSC73253.1
OG0001869	XP_005844994.1	PSC67591.1
OG0001870	XP_005844882.1	PSC73709.1
OG0001872	XP_005851406.1	PSC75969.1
OG0001873	XP_005851424.1	PSC75421.1
OG0001874	XP_005851428.1	PSC75999.1, PSC76000.1
OG0001875	XP_005851068.1	PSC75600.1
OG0001876	XP_005851118.1	PSC67240.1, PSC67241.1
OG0001877	XP_005851140.1	PSC75619.1
OG0001878	XP_005844053.1	PSC70793.1
OG0001879	XP_005851103.1	PSC75376.1
OG0001880	XP_005851441.1	PSC75996.1
OG0001881	XP_005851159.1	PSC67357.1
OG0001882	XP_005851454.1	PSC67361.1
OG0001883	XP_005851455.1	PSC67364.1, PSC67363.1
OG0001884	XP_005851468.1	PSC68858.1, PSC68859.1
OG0001885	XP_005851475.1	PSC68877.1, PSC68885.1
OG0001886	XP_005851481.1	PSC68836.1, PSC68837.1
OG0001887	XP_005851502.1	PSC75191.1
OG0001888	XP_005844342.1	PSC70487.1, PSC70486.1
OG0001889	XP_005851490.1, XP_005851491.1	PSC68891.1
OG0001890	XP_005851211.1	PSC74976.1
OG0001891	XP_005851507.1	PSC75189.1
OG0001892	XP_005843253.1	PSC69189.1
OG0001893	XP_005851515.1	PSC68261.1
OG0001894	XP_005851228.1	PSC68276.1, PSC68277.1
OG0001896	XP_005851610.1	PSC76906.1
OG0001897	XP_005850148.1	PSC71535.1
OG0001898	XP_005844397.1, XP_005844396.1	PSC73482.1
OG0001899	XP_005843848.1	PSC67715.1
OG0001900	XP_005851615.1	PSC76467.1, PSC76178.1
OG0001901	XP_005851327.1	PSC76726.1
OG0001903	XP_005846616.1	PSC68708.1
OG0001904	XP_005845195.1, XP_005845194.1	PSC73778.1
OG0001905	XP_005851558.1	PSC73809.1, PSC73810.1
OG0001906	XP_005847403.1, XP_005845024.1	PSC75530.1
OG0001907	XP_005851562.1	PSC73781.1
OG0001908	XP_005847193.1	PSC69664.1, PSC71035.1
OG0001909	XP_005851237.1	PSC67467.1
OG0001910	XP_005851456.1	PSC67365.1
OG0001911	XP_005849839.1, XP_005843457.1	PSC73469.1
OG0001912	XP_005851165.1	PSC68820.1, PSC68821.1
OG0001913	XP_005851251.1, XP_005845362.1	PSC73769.1
OG0001914	XP_005851556.1	PSC73929.1
OG0001916	XP_005846749.1	PSC68733.1
OG0001918	XP_005851588.1	PSC76874.1, PSC76873.1
OG0001919	XP_005846596.1	PSC75302.1
OG0001920	XP_005846598.1	PSC68707.1
OG0001922	XP_005842890.1, XP_005842889.1	PSC77001.1
OG0001923	XP_005847992.1	PSC75037.1, PSC75038.1
OG0001924	XP_005851651.1, XP_005851647.1	PSC68689.1
OG0001925	XP_005851656.1	PSC68674.1, PSC68675.1
OG0001926	XP_005849103.1	PSC76025.1
OG0001927	XP_005843614.1	PSC70496.1
OG0001928	XP_005852325.1	PSC76573.1, PSC76572.1
OG0001929	XP_005843038.1	PSC76084.1
OG0001930	XP_005851589.1, XP_005851590.1	PSC76112.1
OG0001931	XP_005850103.1	PSC67104.1, PSC68163.1, PSC70614.1
OG0001932	XP_005843078.1, XP_005842661.1	PSC76397.1
OG0001933	XP_005844287.1	PSC70593.1
OG0001935	XP_005843041.1	PSC76710.1
OG0001936	XP_005846705.1	PSC75646.1
OG0001938	XP_005843970.1	PSC67489.1, PSC67488.1
OG0001939	XP_005845931.1	PSC70087.1
OG0001940	XP_005846795.1	PSC72516.1
OG0001941	XP_005846636.1	PSC69389.1
OG0001942	XP_005845201.1	PSC73950.1
OG0001943	XP_005844166.1	PSC73363.1, PSC73364.1
OG0001944	XP_005844185.1	PSC73531.1
OG0001945	XP_005844266.1	PSC73320.1
OG0001946	XP_005849980.1	PSC72559.1, PSC72558.1
OG0001947	XP_005844407.1	PSC72879.1, PSC70599.1
OG0001948	XP_005844195.1	PSC70507.1
OG0001949	XP_005844277.1	PSC70555.1
OG0001950	XP_005850723.1, XP_005850722.1	PSC69022.1
OG0001951	XP_005850307.1	PSC72492.1
OG0001952	XP_005843627.1	PSC74019.1
OG0001953	XP_005850052.1	PSC72522.1
OG0001954	XP_005849975.1	PSC72399.1
OG0001955	XP_005848728.1	PSC75402.1, PSC75403.1
OG0001956	XP_005850244.1	PSC72371.1
OG0001957	XP_005846234.1	PSC71424.1
OG0001958	XP_005850036.1	PSC72380.1
OG0001959	XP_005844414.1	PSC73275.1
OG0001960	XP_005850033.1	PSC72503.1
OG0001961	XP_005850294.1	PSC72413.1
OG0001962	XP_005844327.1	PSC67294.1
OG0001963	XP_005850259.1	PSC72476.1, PSC72477.1
OG0001964	XP_005850000.1	PSC72521.1
OG0001965	XP_005849973.1	PSC72404.1
OG0001966	XP_005850252.1	PSC72462.1
OG0001967	XP_005850268.1	PSC72524.1
OG0001968	XP_005850785.1	PSC71849.1, PSC72781.1
OG0001969	XP_005846548.1	PSC69638.1
OG0001970	XP_005846543.1	PSC69636.1, PSC69637.1
OG0001971	XP_005845596.1	PSC73958.1
OG0001972	XP_005846554.1	PSC73218.1, PSC73217.1
OG0001973	XP_005846551.1	PSC71230.1
OG0001974	XP_005846550.1	PSC69646.1, PSC67014.1
OG0001975	XP_005846534.1	PSC69583.1, PSC69582.1
OG0001976	XP_005846354.1, XP_005846353.1	PSC69709.1
OG0001977	XP_005843845.1	PSC69606.1
OG0001978	XP_005846337.1	PSC69648.1, PSC69649.1
OG0001979	XP_005846316.1	PSC68399.1, PSC68398.1
OG0001980	XP_005852295.1	PSC68396.1
OG0001981	XP_005847323.1	PSC69883.1
OG0001982	XP_005846471.1	PSC68366.1
OG0001983	XP_005846469.1	PSC71274.1, PSC71275.1
OG0001984	XP_005846289.1	PSC71268.1, PSC68394.1
OG0001985	XP_005845128.1	PSC67099.1, PSC68216.1
OG0001986	XP_005846454.1	PSC71403.1
OG0001987	XP_005846282.1	PSC71366.1
OG0001988	XP_005846456.1	PSC71271.1
OG0001989	XP_005847114.1	PSC72119.1
OG0001990	XP_005843340.1	PSC73081.1, PSC73080.1
OG0001991	XP_005846448.1	PSC71361.1
OG0001992	XP_005846436.1	PSC71305.1, PSC71304.1
OG0001993	XP_005846250.1	PSC71232.1
OG0001995	XP_005846227.1, XP_005842563.1	PSC71440.1
OG0001996	XP_005846406.1	PSC71421.1
OG0001997	XP_005846225.1	PSC71394.1
OG0001998	XP_005842813.1, XP_005842810.1	PSC71137.1
OG0001999	XP_005845320.1	PSC76644.1
OG0002000	XP_005845450.1	PSC72910.1
OG0002001	XP_005845342.1	PSC76315.1, PSC76314.1, PSC75440.1
OG0002002	XP_005845474.1	PSC76399.1, PSC76398.1
OG0002003	XP_005845292.1	PSC76548.1
OG0002004	XP_005845332.1	PSC76452.1
OG0002005	XP_005845466.1	PSC76909.1
OG0002006	XP_005842822.1	PSC71025.1, PSC71024.1
OG0002007	XP_005845481.1, XP_005845479.1	PSC77025.1
OG0002008	XP_005845493.1	PSC76417.1
OG0002009	XP_005845369.1	PSC71011.1, PSC71010.1
OG0002010	XP_005843399.1, XP_005843398.1	PSC76794.1
OG0002011	XP_005845499.1	PSC71166.1
OG0002012	XP_005846214.1	PSC71131.1
OG0002013	XP_005846219.1	PSC71176.1
OG0002014	XP_005846399.1	PSC71133.1, PSC71134.1
OG0002015	XP_005842947.1	PSC70697.1
OG0002016	XP_005846401.1	PSC71085.1, PSC71084.1
OG0002017	XP_005846402.1	PSC70086.1
OG0002018	XP_005846222.1	PSC71309.1, PSC71351.1
OG0002019	XP_005845438.1	PSC76362.1
OG0002019	XP_005845437.1	PSC76262.1
OG0002021	XP_005845307.1	PSC76771.1
OG0002022	XP_005843017.1	PSC68064.1
OG0002023	XP_005843813.1	PSC73498.1
OG0002024	XP_005842986.1	PSC68029.1, PSC68023.1
OG0002025	XP_005843666.1	PSC74794.1
OG0002026	XP_005845274.1	PSC76969.1
OG0002027	XP_005845402.1	PSC76355.1, PSC76356.1
OG0002028	XP_005845400.1	PSC76159.1
OG0002029	XP_005845424.1	PSC77038.1
OG0002030	XP_005845279.1	PSC76184.1, PSC76183.1
OG0002031	XP_005845269.1	PSC76905.1
OG0002032	XP_005845265.1	PSC73058.1
OG0002033	XP_005845396.1	PSC72974.1
OG0002034	XP_005843635.1	PSC73961.1
OG0002035	XP_005845389.1	PSC73005.1
OG0002037	XP_005847210.1	PSC71055.1, PSC71054.1
OG0002038	XP_005842994.1	PSC70843.1
OG0002039	XP_005845245.1	PSC73006.1
OG0002040	XP_005843006.1	PSC68489.1
OG0002041	XP_005842972.1	PSC68428.1
OG0002042	XP_005844386.1	PSC73245.1
OG0002043	XP_005843599.1	PSC74688.1, PSC74687.1
OG0002044	XP_005844289.1	PSC70524.1
OG0002045	XP_005844348.1	PSC73537.1
OG0002046	XP_005844415.1	PSC73405.1, PSC72160.1
OG0002047	XP_005843533.1	PSC74095.1, PSC74096.1
OG0002048	XP_005851329.1	PSC76714.1
OG0002050	XP_005845619.1	PSC74070.1
OG0002051	XP_005845728.1	PSC74809.1, PSC74808.1
OG0002052	XP_005842864.1	PSC74424.1
OG0002053	XP_005847818.1	PSC69361.1
OG0002054	XP_005842911.1	PSC67232.1, PSC67233.1
OG0002055	XP_005845657.1	PSC74218.1
OG0002056	XP_005851961.1, XP_005851960.1	PSC68501.1
OG0002057	XP_005845555.1	PSC74044.1
OG0002058	XP_005845559.1	PSC74069.1
OG0002059	XP_005845605.1	PSC74323.1, PSC74322.1
OG0002060	XP_005845703.1	PSC74340.1, PSC74339.1
OG0002061	XP_005845629.1	PSC74301.1
OG0002062	XP_005845627.1	PSC74331.1
OG0002063	XP_005845681.1	PSC74237.1, PSC74236.1
OG0002064	XP_005845586.1	PSC74320.1, PSC73957.1
OG0002065	XP_005845682.1	PSC74231.1
OG0002066	XP_005851780.1, XP_005845590.1	PSC74229.1
OG0002067	XP_005842796.1	PSC74084.1
OG0002068	XP_005845530.1	PSC74087.1
OG0002069	XP_005845695.1	PSC74115.1
OG0002070	XP_005845637.1	PSC74316.1
OG0002071	XP_005845641.1	PSC74128.1, PSC74127.1
OG0002072	XP_005845698.1	PSC74173.1, PSC74174.1
OG0002073	XP_005843216.1	PSC68016.1, PSC69486.1
OG0002074	XP_005843180.1, XP_005843181.1	PSC68074.1
OG0002075	XP_005843184.1	PSC67765.1
OG0002076	XP_005848821.1	PSC73888.1, PSC73889.1
OG0002077	XP_005848797.1	PSC67213.1, PSC67185.1
OG0002078	XP_005843194.1	PSC67210.1
OG0002079	XP_005848832.1	PSC75767.1
OG0002080	XP_005843195.1	PSC67186.1
OG0002081	XP_005844797.1	PSC71813.1
OG0002082	XP_005844720.1	PSC71826.1
OG0002083	XP_005844727.1	PSC71675.1
OG0002084	XP_005844047.1	PSC70698.1
OG0002085	XP_005844039.1	PSC71384.1
OG0002086	XP_005844568.1	PSC67174.1, PSC67173.1
OG0002087	XP_005844476.1	PSC67172.1
OG0002088	XP_005843985.1	PSC76434.1
OG0002089	XP_005844820.1	PSC71695.1, PSC71696.1
OG0002090	XP_005842941.1	PSC71769.1
OG0002091	XP_005843390.1	PSC76370.1
OG0002092	XP_005851969.1	PSC68527.1
OG0002093	XP_005849362.1, XP_005843382.1	PSC76654.1
OG0002094	XP_005843374.1	PSC76056.1, PSC76057.1
OG0002095	XP_005850098.1	PSC70494.1
OG0002096	XP_005844730.1	PSC71700.1
OG0002097	XP_005844069.1, XP_005844070.1	PSC76738.1
OG0002098	XP_005843988.1	PSC76152.1
OG0002099	XP_005843304.1	PSC76458.1, PSC76457.1
OG0002100	XP_005842961.1	PSC70768.1
OG0002101	XP_005842958.1	PSC70764.1, PSC70765.1
OG0002102	XP_005842953.1	PSC70811.1
OG0002103	XP_005842924.1	PSC70737.1, PSC70797.1
OG0002104	XP_005844135.1	PSC70819.1
OG0002105	XP_005844064.1	PSC70771.1, PSC70770.1
OG0002106	XP_005844081.1, XP_005844080.1	PSC71251.1
OG0002107	XP_005844082.1	PSC76271.1
OG0002108	XP_005844868.1	PSC70484.1
OG0002109	XP_005848304.1	PSC70465.1, PSC70464.1
OG0002111	XP_005848469.1	PSC70454.1, PSC70453.1
OG0002112	XP_005848268.1	PSC70315.1, PSC70314.1
OG0002113	XP_005843278.1	PSC67291.1
OG0002114	XP_005849665.1	PSC67721.1
OG0002115	XP_005848568.1	PSC68055.1, PSC68054.1
OG0002116	XP_005849663.1	PSC74296.1
OG0002117	XP_005848364.1	PSC70934.1, PSC70935.1
OG0002118	XP_005848559.1	PSC70871.1, PSC70872.1
OG0002119	XP_005848500.1	PSC70317.1
OG0002120	XP_005848378.1	PSC68026.1
OG0002121	XP_005851243.1	PSC74635.1
OG0002122	XP_005848388.1	PSC67737.1
OG0002123	XP_005847909.1	PSC70794.1
OG0002124	XP_005848581.1	PSC68048.1
OG0002125	XP_005845533.1	PSC70585.1, PSC70584.1
OG0002127	XP_005843053.1	PSC74130.1, PSC74129.1
OG0002128	XP_005842966.1, XP_005850312.1	PSC71744.1
OG0002129	XP_005848482.1, XP_005843498.1	PSC70407.1
OG0002130	XP_005848297.1	PSC70400.1, PSC70399.1
OG0002131	XP_005848255.1	PSC70373.1, PSC70374.1
OG0002132	XP_005848253.1, XP_005848252.1	PSC70415.1
OG0002133	XP_005846950.1	PSC72082.1, PSC72083.1
OG0002134	XP_005847146.1	PSC71012.1
OG0002135	XP_005846953.1	PSC71175.1
OG0002136	XP_005846959.1	PSC71081.1, PSC71080.1
OG0002138	XP_005847170.1	PSC71119.1
OG0002139	XP_005846969.1	PSC71123.1
OG0002140	XP_005847169.1	PSC71121.1
OG0002141	XP_005847168.1	PSC71068.1
OG0002142	XP_005846967.1	PSC71192.1
OG0002143	XP_005847182.1	PSC71180.1, PSC71179.1
OG0002144	XP_005849718.1, XP_005846916.1	PSC72218.1
OG0002145	XP_005847106.1	PSC72166.1
OG0002146	XP_005846923.1	PSC72152.1
OG0002147	XP_005847217.1	PSC70792.1
OG0002148	XP_005847218.1	PSC71122.1
OG0002149	XP_005847867.1, XP_005842655.1	PSC70791.1
OG0002150	XP_005842715.1, XP_005847211.1	PSC71087.1
OG0002151	XP_005847206.1	PSC71105.1
OG0002152	XP_005847203.1	PSC71108.1
OG0002153	XP_005848153.1	PSC75112.1, PSC75111.1
OG0002154	XP_005848015.1	PSC75200.1
OG0002155	XP_005848129.1	PSC69455.1, PSC69454.1
OG0002156	XP_005848160.1	PSC75149.1
OG0002157	XP_005847997.1	PSC77043.1
OG0002158	XP_005847895.1	PSC70796.1
OG0002159	XP_005848056.1	PSC70726.1, PSC70725.1
OG0002160	XP_005848151.1, XP_005843414.1	PSC67502.1
OG0002161	XP_005848039.1	PSC74030.1, PSC74031.1
OG0002162	XP_005848050.1	PSC70681.1
OG0002163	XP_005847547.1	PSC73836.1, PSC73835.1
OG0002164	XP_005847793.1	PSC74594.1, PSC74593.1
OG0002165	XP_005847794.1	PSC74577.1, PSC74576.1
OG0002166	XP_005847627.1	PSC74486.1
OG0002167	XP_005844063.1	PSC69050.1, PSC70785.1
OG0002168	XP_005847786.1	PSC74797.1
OG0002169	XP_005847587.1	PSC74428.1
