Orthogroup	oneline_m_conductrix_genome_proteins	oneline_c_variabilis_genome_proteins
OG0001256	PSC74581.1, PSC74582.1, PSC74583.1	XP_005847740.1
OG0001257	PSC74361.1, PSC74360.1	XP_005847572.1
OG0001258	PSC74672.1	XP_005847580.1
OG0001259	PSC70217.1	XP_005847830.1
OG0001259	PSC70274.1	XP_005847831.1
OG0001260	PSC70264.1	XP_005843631.1, XP_005847691.1
OG0001261	PSC70223.1	XP_005847669.1
OG0001262	PSC74725.1	XP_005843143.1
OG0001263	PSC70287.1, PSC74326.1	XP_005847620.1
OG0001264	PSC74403.1	XP_005843653.1
OG0001265	PSC74386.1	XP_005843697.1
OG0001266	PSC74734.1	XP_005843655.1
OG0001267	PSC74509.1, PSC74510.1	XP_005843690.1
OG0001268	PSC68092.1	XP_005850410.1
OG0001268	PSC75455.1, PSC75454.1	XP_005850474.1
OG0001269	PSC72842.1	XP_005850512.1, XP_005850513.1
OG0001270	PSC70716.1	XP_005842915.1, XP_005842914.1
OG0001271	PSC74732.1, PSC70685.1, PSC70684.1	XP_005842952.1
OG0001272	PSC68121.1, PSC67130.1	XP_005844619.1, XP_005844618.1
OG0001273	PSC76247.1	XP_005846973.1
OG0001274	PSC69536.1, PSC69492.1, PSC67628.1, PSC71973.1	XP_005847960.1
OG0001275	PSC76019.1	XP_005848020.1
OG0001276	PSC69493.1	XP_005848127.1, XP_005848128.1
OG0001279	PSC67171.1, PSC67004.1, PSC67136.1, PSC69167.1	XP_005844570.1
OG0001282	PSC68468.1	XP_005851975.1
OG0001283	PSC70832.1	XP_005842710.1, XP_005847421.1
OG0001285	PSC68195.1	XP_005845041.1
OG0001288	PSC68965.1, PSC68982.1, PSC68934.1, PSC68920.1	XP_005846692.1
OG0001289	PSC68100.1	XP_005850149.1
OG0001290	PSC72443.1	XP_005850164.1, XP_005850264.1, XP_005850334.1
OG0001291	PSC71488.1	XP_005845553.1, XP_005845664.1, XP_005844808.1
OG0001293	PSC73664.1	XP_005848704.1, XP_005847533.1, XP_005844447.1, XP_005844449.1
OG0001294	PSC73555.1	XP_005842637.1, XP_005842636.1, XP_005847550.1
OG0001295	PSC72792.1	XP_005849225.1
OG0001297	PSC74617.1	XP_005847797.1
OG0001298	PSC76523.1	XP_005851306.1
OG0001298	PSC76801.1	XP_005851606.1
OG0001299	PSC76299.1, PSC76301.1, PSC76300.1	XP_005849539.1
OG0001300	PSC75753.1	XP_005844957.1, XP_005849591.1
OG0001301	PSC67900.1, PSC67901.1, PSC73756.1, PSC73916.1	XP_005849947.1
OG0001302	PSC76151.1	XP_005845414.1, XP_005852194.1, XP_005845451.1
OG0001303	PSC71281.1	XP_005851029.1, XP_005844910.1, XP_005846224.1, XP_005846223.1, XP_005850254.1
OG0001305	PSC74991.1, PSC75078.1	XP_005843528.1
OG0001306	PSC73289.1	XP_005844331.1
OG0001307	PSC69282.1, PSC69281.1, PSC69280.1, PSC69279.1	XP_005844093.1, XP_005842742.1
OG0001308	PSC74435.1	XP_005843052.1
OG0001308	PSC74151.1	XP_005851565.1
OG0001308	PSC71786.1	XP_005846619.1, XP_005849223.1
OG0001309	PSC74977.1, PSC67269.1	XP_005851792.1, XP_005846997.1, XP_005843368.1
OG0001315	PSC69314.1, PSC69315.1	XP_005846625.1
OG0001316	PSC70738.1	XP_005842916.1
OG0001317	PSC70243.1	XP_005847688.1
OG0001318	PSC69358.1	XP_005846777.1
OG0001319	PSC69359.1	XP_005846774.1
OG0001320	PSC69327.1	XP_005846780.1
OG0001321	PSC68579.1, PSC68580.1	XP_005845106.1
OG0001322	PSC69363.1	XP_005846628.1
OG0001323	PSC69404.1	XP_005846631.1
OG0001324	PSC69405.1	XP_005846771.1
OG0001325	PSC76898.1	XP_005849739.1
OG0001326	PSC72109.1	XP_005846945.1
OG0001327	PSC70114.1, PSC70113.1	XP_005845911.1
OG0001328	PSC70024.1	XP_005845800.1, XP_005845912.1
OG0001330	PSC75329.1, PSC70125.1	XP_005845799.1
OG0001331	PSC75211.1, PSC75212.1	XP_005845901.1
OG0001332	PSC73793.1	XP_005845197.1
OG0001333	PSC75012.1	XP_005845767.1, XP_005842630.1
OG0001334	PSC69344.1	XP_005845822.1
OG0001335	PSC69202.1, PSC69203.1	XP_005843235.1
OG0001336	PSC74832.1	XP_005845731.1
OG0001337	PSC72994.1	XP_005843412.1
OG0001338	PSC69087.1	XP_005844458.1
OG0001339	PSC69094.1	XP_005844556.1, XP_005844557.1
OG0001340	PSC69222.1	XP_005848019.1
OG0001341	PSC76762.1	XP_005851338.1
OG0001343	PSC72123.1	XP_005846908.1
OG0001345	PSC68324.1	XP_005846479.1
OG0001346	PSC74841.1	XP_005844103.1
OG0001347	PSC75759.1	XP_005847390.1
OG0001348	PSC69101.1, PSC67135.1	XP_005844483.1
OG0001350	PSC69106.1	XP_005844577.1
OG0001351	PSC69987.1	XP_005844496.1
OG0001352	PSC74126.1	XP_005847500.1
OG0001353	PSC67980.1	XP_005844504.1
OG0001354	PSC70023.1, PSC70022.1	XP_005844593.1
OG0001355	PSC67990.1, PSC67989.1	XP_005844600.1
OG0001356	PSC67947.1, PSC67948.1	XP_005844513.1
OG0001357	PSC67998.1	XP_005844518.1
OG0001358	PSC70106.1	XP_005844526.1
OG0001359	PSC70255.1	XP_005844531.1
OG0001360	PSC70155.1	XP_005844630.1
OG0001361	PSC70177.1	XP_005844533.1
OG0001362	PSC70185.1	XP_005844549.1
OG0001363	PSC72760.1	XP_005850113.1
OG0001364	PSC69205.1	XP_005844841.1, XP_005844840.1
OG0001365	PSC69269.1, PSC75186.1	XP_005843255.1
OG0001366	PSC69247.1	XP_005843299.1
OG0001367	PSC69227.1	XP_005844930.1
OG0001368	PSC69208.1	XP_005843296.1
OG0001369	PSC69188.1	XP_005843239.1
OG0001370	PSC69261.1	XP_005843240.1
OG0001371	PSC69221.1	XP_005843236.1
OG0001372	PSC69276.1, PSC69275.1	XP_005843272.1
OG0001373	PSC69229.1	XP_005843270.1
OG0001375	PSC76727.1	XP_005849652.1
OG0001376	PSC73917.1	XP_005844982.1
OG0001377	PSC76491.1	XP_005849883.1
OG0001378	PSC68925.1	XP_005852218.1
OG0001379	PSC73745.1	XP_005844980.1
OG0001380	PSC68725.1	XP_005844971.1
OG0001381	PSC68715.1, PSC68716.1	XP_005844865.1
OG0001382	PSC68766.1, PSC68753.1	XP_005844967.1
OG0001384	PSC73741.1	XP_005844886.1
OG0001385	PSC67589.1, PSC67588.1	XP_005852203.1
OG0001386	PSC72361.1	XP_005843811.1
OG0001387	PSC71777.1	XP_005844768.1
OG0001388	PSC72608.1	XP_005849512.1
OG0001389	PSC76643.1	XP_005849961.1
OG0001390	PSC76586.1	XP_005849958.1
OG0001391	PSC76394.1, PSC76395.1	XP_005849964.1
OG0001392	PSC73662.1, PSC73663.1	XP_005843770.1
OG0001393	PSC67914.1	XP_005843775.1
OG0001394	PSC73686.1	XP_005843824.1
OG0001395	PSC73262.1	XP_005843819.1
OG0001396	PSC74148.1	XP_005849956.1
OG0001397	PSC77028.1	XP_005849702.1
OG0001398	PSC76587.1	XP_005845841.1
OG0001399	PSC76156.1	XP_005849889.1, XP_005849888.1
OG0001400	PSC76401.1	XP_005849874.1
OG0001402	PSC73643.1	XP_005849695.1
OG0001403	PSC75622.1, PSC75623.1, PSC75621.1	XP_005849936.1
OG0001405	PSC75925.1, PSC75926.1	XP_005849688.1
OG0001406	PSC68732.1, PSC67147.1	XP_005851698.1
OG0001407	PSC73519.1	XP_005851986.1
OG0001408	PSC73263.1, PSC73264.1	XP_005849942.1
OG0001409	PSC75371.1, PSC75370.1	XP_005849594.1
OG0001410	PSC75273.1, PSC75272.1	XP_005849598.1
OG0001411	PSC75282.1, PSC75520.1	XP_005849859.1
OG0001412	PSC75896.1	XP_005849849.1
OG0001414	PSC75552.1, PSC75553.1	XP_005849842.1
OG0001415	PSC76529.1, PSC76528.1	XP_005849878.1
OG0001416	PSC76593.1	XP_005849914.1
OG0001417	PSC76407.1	XP_005849871.1
OG0001418	PSC75304.1	XP_005850649.1
OG0001419	PSC75423.1	XP_005849919.1
OG0001420	PSC75350.1	XP_005849920.1
OG0001421	PSC74463.1	XP_005847624.1
OG0001422	PSC75780.1, PSC75288.1	XP_005849602.1
OG0001423	PSC75633.1	XP_005849861.1
OG0001424	PSC69232.1	XP_005843281.1, XP_005843290.1
OG0001425	PSC72301.1	XP_005847102.1
OG0001426	PSC75527.1, PSC75463.1	XP_005849840.1
OG0001427	PSC68011.1	XP_005849554.1
OG0001428	PSC67954.1	XP_005849812.1
OG0001430	PSC73732.1, PSC73733.1	XP_005844869.1
OG0001431	PSC67987.1	XP_005849809.1
OG0001432	PSC76979.1, PSC76583.1	XP_005847274.1
OG0001433	PSC75474.1, PSC75475.1	XP_005848992.1
OG0001434	PSC68134.1	XP_005848997.1, XP_005848998.1
OG0001435	PSC69337.1	XP_005847822.1
OG0001436	PSC69785.1	XP_005848794.1
OG0001438	PSC69728.1	XP_005849005.1, XP_005849004.1
OG0001439	PSC75407.1	XP_005848757.1
OG0001440	PSC75733.1	XP_005848960.1
OG0001441	PSC72938.1, PSC72939.1	XP_005845382.1
OG0001442	PSC75675.1, PSC75676.1	XP_005848956.1
OG0001443	PSC75725.1	XP_005848951.1
OG0001444	PSC76007.1	XP_005848950.1
OG0001445	PSC69833.1	XP_005850442.1
OG0001446	PSC76290.1, PSC76291.1	XP_005848718.1
OG0001447	PSC68594.1	XP_005845230.1
OG0001448	PSC76429.1	XP_005848714.1
OG0001449	PSC76999.1, PSC77000.1	XP_005848721.1
OG0001450	PSC76463.1	XP_005848725.1
OG0001451	PSC75742.1	XP_005848724.1
OG0001452	PSC75305.1	XP_005848731.1
OG0001453	PSC75549.1	XP_005848944.1
OG0001454	PSC75328.1	XP_005848726.1
OG0001456	PSC75494.1	XP_005848870.1
OG0001457	PSC75856.1	XP_005848949.1
OG0001458	PSC76834.1	XP_005848695.1
OG0001459	PSC76816.1	XP_005851288.1, XP_005851289.1
OG0001460	PSC75564.1	XP_005848890.1
OG0001461	PSC75954.1	XP_005848666.1
OG0001462	PSC76687.1	XP_005848917.1
OG0001463	PSC76516.1, PSC76515.1	XP_005848918.1
OG0001464	PSC69348.1	XP_005852171.1
OG0001465	PSC75562.1	XP_005848850.1
OG0001466	PSC75432.1	XP_005848853.1
OG0001467	PSC75982.1, PSC75983.1	XP_005848841.1
OG0001469	PSC74132.1	XP_005847404.1, XP_005850165.1
OG0001470	PSC69986.1	XP_005845888.1
OG0001471	PSC75833.1	XP_005848855.1
OG0001472	PSC75781.1	XP_005848844.1
OG0001473	PSC73822.1, PSC67125.1	XP_005848814.1
OG0001474	PSC75254.1, PSC75253.1	XP_005848645.1
OG0001475	PSC68430.1	XP_005843202.1
OG0001476	PSC71490.1	XP_005850590.1
OG0001477	PSC71586.1	XP_005842601.1, XP_005850893.1
OG0001478	PSC71492.1	XP_005850593.1
OG0001479	PSC72754.1, PSC72753.1	XP_005850854.1
OG0001480	PSC71561.1, PSC71562.1	XP_005850629.1
OG0001481	PSC71447.1	XP_005850881.1
OG0001482	PSC71472.1	XP_005850597.1
OG0001483	PSC71598.1	XP_005850887.1
OG0001484	PSC67458.1	XP_005850847.1
OG0001485	PSC72732.1	XP_005850535.1
OG0001486	PSC72601.1	XP_005843245.1, XP_005850530.1
OG0001487	PSC72676.1	XP_005850822.1, XP_005850823.1
OG0001488	PSC72795.1, PSC72796.1	XP_005850518.1
OG0001489	PSC72630.1	XP_005850808.1
OG0001490	PSC72696.1	XP_005850505.1
OG0001491	PSC72746.1, PSC72745.1	XP_005850782.1
OG0001492	PSC73480.1	XP_005846557.1
OG0001493	PSC76855.1	XP_005851334.1
OG0001494	PSC75932.1	XP_005848838.1
OG0001495	PSC68801.1	XP_005843933.1, XP_005843934.1
OG0001496	PSC74615.1	XP_005843137.1
OG0001497	PSC74650.1	XP_005843959.1, XP_005842646.1
OG0001498	PSC74719.1	XP_005843916.1
OG0001499	PSC74770.1	XP_005843945.1
OG0001500	PSC69984.1	XP_005845792.1
OG0001501	PSC67504.1, PSC67505.1	XP_005843960.1
OG0001502	PSC74625.1	XP_005843943.1, XP_005842656.1
OG0001504	PSC74380.1, PSC68781.1	XP_005843958.1
OG0001505	PSC70038.1	XP_005843351.1
OG0001506	PSC71595.1	XP_005850385.1
OG0001507	PSC74401.1, PSC74423.1	XP_005843948.1
OG0001508	PSC72329.1	XP_005846800.1
OG0001510	PSC76099.1, PSC76098.1	XP_005848196.1
OG0001511	PSC69556.1	XP_005848098.1
OG0001512	PSC69554.1	XP_005848106.1
OG0001513	PSC76717.1, PSC76716.1	XP_005848018.1
OG0001514	PSC69472.1	XP_005842699.1, XP_005848096.1
OG0001515	PSC73413.1	XP_005844439.1
OG0001516	PSC76501.1, PSC76500.1	XP_005848140.1
OG0001517	PSC76835.1	XP_005847980.1
OG0001519	PSC69548.1	XP_005847963.1
OG0001520	PSC69506.1	XP_005844010.1, XP_005848089.1
OG0001521	PSC74896.1, PSC74897.1	XP_005848010.1
OG0001522	PSC75321.1, PSC75320.1	XP_005850213.1
OG0001524	PSC75984.1	XP_005850223.1
OG0001525	PSC69805.1	XP_005850208.1
OG0001526	PSC72430.1, PSC72429.1	XP_005850321.1
OG0001527	PSC73714.1	XP_005845210.1
OG0001528	PSC72435.1	XP_005850062.1
OG0001529	PSC72488.1	XP_005850075.1
OG0001530	PSC72623.1	XP_005850349.1
OG0001531	PSC72759.1	XP_005850105.1
OG0001532	PSC72801.1	XP_005850106.1
OG0001533	PSC70512.1, PSC70511.1	XP_005850096.1
OG0001534	PSC70556.1	XP_005850093.1
OG0001535	PSC75572.1	XP_005847363.1
OG0001536	PSC74189.1	XP_005845621.1
OG0001537	PSC74142.1	XP_005843626.1
OG0001538	PSC71631.1	XP_005850130.1, XP_005850131.1
OG0001539	PSC71639.1, PSC71459.1	XP_005850136.1
OG0001540	PSC72487.1	XP_005850071.1
OG0001541	PSC71629.1, PSC71628.1	XP_005850384.1
OG0001542	PSC72350.1	XP_005850272.1
OG0001543	PSC72471.1	XP_005850311.1
OG0001544	PSC72207.1, PSC72206.1	XP_005846885.1
OG0001545	PSC71045.1, PSC71044.1	XP_005847191.1
OG0001546	PSC71171.1, PSC71172.1	XP_005847197.1
OG0001547	PSC71050.1, PSC71051.1	XP_005847199.1
OG0001548	PSC72095.1, PSC72096.1	XP_005847125.1
OG0001549	PSC68202.1	XP_005845163.1
OG0001550	PSC71740.1	XP_005845762.1, XP_005846826.1, XP_005846617.1
OG0001551	PSC69367.1	XP_005852169.1
OG0001552	PSC68582.1	XP_005845236.1
OG0001553	PSC68564.1	XP_005845120.1
OG0001554	PSC68645.1	XP_005845121.1
OG0001555	PSC68642.1	XP_005846696.1
OG0001556	PSC68191.1	XP_005845030.1
OG0001557	PSC71993.1, PSC72001.1	XP_005845942.1
OG0001558	PSC71884.1, PSC71888.1	XP_005846081.1
OG0001559	PSC73667.1	XP_005851258.1
OG0001561	PSC67630.1, PSC67619.1	XP_005846088.1
OG0001563	PSC71946.1	XP_005846076.1
OG0001564	PSC71904.1	XP_005846042.1
OG0001565	PSC72050.1, PSC72049.1	XP_005846176.1
OG0001566	PSC72011.1	XP_005846044.1
OG0001567	PSC71895.1	XP_005846041.1
OG0001568	PSC74235.1	XP_005845598.1
OG0001569	PSC71972.1	XP_005846092.1, XP_005843529.1
OG0001570	PSC71950.1	XP_005845975.1
OG0001571	PSC71380.1	XP_005844949.1
OG0001572	PSC71864.1	XP_005846110.1
OG0001573	PSC72023.1	XP_005846139.1
OG0001574	PSC72024.1	XP_005846135.1
OG0001575	PSC71967.1	XP_005846030.1, XP_005844856.1
OG0001576	PSC74120.1, PSC71890.1	XP_005846025.1
OG0001577	PSC69055.1	XP_005845833.1, XP_005845832.1
OG0001578	PSC71921.1	XP_005846026.1
OG0001580	PSC73386.1, PSC73512.1	XP_005844940.1, XP_005848609.1
OG0001581	PSC72030.1, PSC72031.1	XP_005846147.1
OG0001582	PSC72014.1	XP_005846023.1
OG0001583	PSC71873.1	XP_005846013.1
OG0001584	PSC72009.1	XP_005846141.1
OG0001585	PSC67110.1	XP_005852012.1
OG0001586	PSC72045.1	XP_005846172.1
OG0001587	PSC76694.1	XP_005849033.1
OG0001588	PSC73270.1	XP_005845005.1
OG0001590	PSC67684.1	XP_005845019.1, XP_005845020.1
OG0001591	PSC67657.1	XP_005846212.1
OG0001592	PSC67655.1	XP_005844925.1
OG0001593	PSC71698.1	XP_005844725.1
OG0001594	PSC71723.1	XP_005844747.1
OG0001595	PSC72195.1	XP_005846868.1
OG0001596	PSC75978.1	XP_005847406.1
OG0001597	PSC67276.1	XP_005843609.1
OG0001598	PSC74338.1	XP_005843542.1, XP_005842584.1
OG0001599	PSC72287.1	XP_005846849.1
OG0001600	PSC70567.1	XP_005843613.1, XP_005850013.1
OG0001601	PSC70627.1	XP_005845642.1
OG0001603	PSC70609.1	XP_005843554.1
OG0001604	PSC70505.1	XP_005843569.1
OG0001605	PSC75446.1	XP_005847370.1
OG0001606	PSC75583.1	XP_005847369.1
OG0001607	PSC68127.1	XP_005850154.1
OG0001608	PSC71576.1, PSC71577.1	XP_005850143.1
OG0001609	PSC68120.1	XP_005850400.1
OG0001610	PSC71647.1, PSC71646.1	XP_005850146.1
OG0001611	PSC68109.1	XP_005842545.1, XP_005842638.1
OG0001613	PSC72774.1	XP_005850859.1, XP_005846537.1
OG0001614	PSC72182.1	XP_005847088.1
OG0001615	PSC72739.1, PSC72271.1	XP_005850563.1
OG0001616	PSC72715.1	XP_005850856.1
OG0001617	PSC75871.1	XP_005847263.1
OG0001618	PSC71575.1	XP_005850653.1
OG0001619	PSC71460.1	XP_005850924.1
OG0001620	PSC72737.1	XP_005850973.1
OG0001621	PSC69056.1	XP_005851000.1
OG0001622	PSC69052.1	XP_005851025.1
OG0001624	PSC68952.1	XP_005846667.1
OG0001625	PSC74211.1, PSC72841.1	XP_005850950.1
OG0001626	PSC72711.1, PSC72710.1	XP_005850951.1
OG0001627	PSC72892.1	XP_005852271.1, XP_005850672.1
OG0001628	PSC72603.1, PSC72604.1	XP_005850675.1
OG0001629	PSC70268.1	XP_005850019.1, XP_005850948.1
OG0001630	PSC71476.1, PSC71635.1	XP_005850628.1
OG0001631	PSC67676.1	XP_005846209.1
OG0001631	PSC67641.1	XP_005845955.1
OG0001632	PSC72645.1, PSC72646.1	XP_005850695.1
OG0001633	PSC72613.1	XP_005851618.1
OG0001634	PSC73091.1	XP_005843410.1
OG0001635	PSC75366.1	XP_005847382.1
OG0001636	PSC67601.1	XP_005844800.1
OG0001637	PSC69382.1	XP_005845920.1
OG0001637	PSC74908.1	XP_005852005.1
OG0001638	PSC71487.1	XP_005850909.1
OG0001639	PSC69039.1	XP_005850749.1
OG0001640	PSC69053.1	XP_005851036.1
OG0001641	PSC67837.1	XP_005842749.1, XP_005849866.1
OG0001642	PSC69000.1, PSC69001.1	XP_005851043.1
OG0001643	PSC69012.1, PSC69013.1	XP_005851054.1
OG0001644	PSC73943.1, PSC73942.1	XP_005847714.1
OG0001645	PSC70039.1	XP_005845780.1
OG0001648	PSC75035.1	XP_005852011.1
OG0001649	PSC75110.1	XP_005852008.1
OG0001651	PSC68906.1	XP_005847560.1, XP_005851114.1
OG0001652	PSC67347.1	XP_005852305.1, XP_005851988.1
OG0001653	PSC68138.1	XP_005852024.1
OG0001654	PSC74865.1	XP_005852003.1
OG0001655	PSC69771.1	XP_005848819.1
OG0001656	PSC75118.1, PSC75119.1, PSC75117.1	XP_005851776.1
OG0001657	PSC69922.1	XP_005847520.1
OG0001659	PSC68140.1, PSC68141.1	XP_005851724.1
OG0001660	PSC75138.1	XP_005852129.1
OG0001661	PSC75216.1, PSC75215.1	XP_005852126.1
OG0001662	PSC74949.1, PSC74948.1	XP_005851786.1
OG0001664	PSC68445.1, PSC68452.1	XP_005852049.1
OG0001665	PSC68411.1, PSC68480.1	XP_005851706.1
OG0001666	PSC68439.1	XP_005851705.1
OG0001667	PSC67545.1	XP_005851701.1
OG0001668	PSC74213.1	XP_005845564.1
OG0001669	PSC68467.1	XP_005851685.1, XP_005842748.1
OG0001670	PSC68454.1, PSC68455.1	XP_005852019.1
OG0001671	PSC68471.1, PSC68472.1	XP_005851689.1
OG0001672	PSC75165.1	XP_005851996.1
OG0001673	PSC74839.1	XP_005851672.1
OG0001674	PSC68759.1	XP_005851828.1
OG0001675	PSC69321.1, PSC69322.1	XP_005851849.1
OG0001676	PSC75057.1, PSC75058.1	XP_005852000.1
OG0001677	PSC67533.1	XP_005848202.1
OG0001678	PSC72180.1	XP_005846912.1
OG0001679	PSC74023.1	XP_005852244.1
OG0001680	PSC74524.1	XP_005843518.1
OG0001681	PSC67445.1	XP_005849237.1
OG0001682	PSC67436.1	XP_005849029.1
OG0001683	PSC67439.1, PSC67440.1	XP_005849232.1
OG0001684	PSC67435.1, PSC68696.1	XP_005849019.1
OG0001685	PSC73156.1	XP_005849349.1
OG0001686	PSC72940.1	XP_005849130.1
OG0001687	PSC72964.1, PSC72965.1	XP_005849127.1
OG0001688	PSC76849.1	XP_005849287.1
OG0001689	PSC76318.1	XP_005849088.1, XP_005849087.1
OG0001691	PSC76494.1, PSC76495.1	XP_005849274.1
OG0001692	PSC76880.1	XP_005849070.1
OG0001693	PSC76375.1, PSC76376.1	XP_005849099.1
OG0001694	PSC75658.1	XP_005844446.1
OG0001695	PSC76848.1	XP_005849069.1
OG0001696	PSC76695.1	XP_005849323.1
OG0001697	PSC76415.1	XP_005849098.1, XP_005849097.1
OG0001698	PSC76323.1	XP_005849278.1
OG0001699	PSC76795.1	XP_005849306.1
OG0001700	PSC76982.1	XP_005848423.1, XP_005849064.1
OG0001701	PSC76425.1	XP_005849060.1
OG0001702	PSC73028.1, PSC73027.1	XP_005849389.1
OG0001703	PSC72955.1	XP_005849330.1
OG0001704	PSC76142.1, PSC76141.1	XP_005849093.1
OG0001705	PSC76371.1	XP_005849315.1
OG0001706	PSC73180.1	XP_005849377.1
OG0001707	PSC73129.1	XP_005849381.1
OG0001708	PSC75473.1	XP_005847400.1
OG0001709	PSC72959.1, PSC72960.1	XP_005849203.1
OG0001710	PSC73061.1, PSC73060.1	XP_005849395.1
OG0001711	PSC73071.1, PSC73070.1	XP_005849179.1
OG0001712	PSC76919.1, PSC76807.1	XP_005849040.1
OG0001713	PSC73065.1	XP_005849166.1, XP_005849165.1
OG0001714	PSC73151.1	XP_005849363.1, XP_005850910.1
OG0001715	PSC68488.1, PSC68487.1	XP_005851831.1
OG0001716	PSC73094.1	XP_005849404.1
OG0001717	PSC69159.1	XP_005849215.1
OG0001718	PSC69145.1	XP_005849418.1, XP_005849416.1
OG0001720	PSC71549.1, PSC71550.1	XP_005850896.1
OG0001721	PSC69151.1	XP_005849434.1
OG0001722	PSC69104.1	XP_005849260.1, XP_005849221.1
OG0001723	PSC67704.1, PSC75064.1	XP_005847251.1
OG0001724	PSC74796.1	XP_005847609.1
OG0001725	PSC67480.1	XP_005843967.1
OG0001726	PSC68541.1	XP_005852266.1
OG0001727	PSC68540.1	XP_005852275.1
OG0001729	PSC68550.1	XP_005852286.1
OG0001730	PSC68558.1	XP_005851972.1
OG0001732	PSC68492.1, PSC68493.1	XP_005851963.1
OG0001733	PSC68543.1	XP_005851966.1
OG0001734	PSC68494.1, PSC68495.1	XP_005851956.1
OG0001737	PSC67896.1	XP_005852160.1
OG0001739	PSC69368.1	XP_005842558.1, XP_005851839.1
OG0001741	PSC67932.1, PSC67931.1	XP_005851832.1
OG0001742	PSC71728.1	XP_005845632.1
OG0001743	PSC68978.1	XP_005851873.1
OG0001744	PSC74246.1	XP_005851896.1, XP_005842679.1
OG0001745	PSC74065.1	XP_005852227.1
OG0001746	PSC68973.1	XP_005852209.1
OG0001748	PSC74257.1	XP_005852225.1
OG0001749	PSC69399.1	XP_005852152.1
OG0001750	PSC74935.1	XP_005851816.1
OG0001751	PSC74233.1	XP_005851901.1
OG0001752	PSC68939.1	XP_005851882.1
OG0001753	PSC69353.1, PSC69354.1	XP_005851855.1
OG0001754	PSC74781.1, PSC68752.1	XP_005843954.1
OG0001755	PSC76082.1	XP_005845456.1
OG0001756	PSC76431.1	XP_005848190.1
OG0001757	PSC73392.1, PSC67634.1	XP_005844329.1
OG0001758	PSC71954.1	XP_005846153.1
OG0001759	PSC68750.1, PSC74702.1	XP_005842904.1
OG0001760	PSC75414.1	XP_005843333.1
OG0001761	PSC71150.1	XP_005842816.1
OG0001762	PSC76841.1	XP_005845303.1
OG0001763	PSC73403.1	XP_005848433.1, XP_005848432.1
OG0001764	PSC74062.1	XP_005851894.1
OG0001765	PSC67085.1, PSC76552.1	XP_005849611.1
OG0001766	PSC70877.1	XP_005848344.1
OG0001767	PSC67532.1	XP_005848403.1
OG0001768	PSC67511.1	XP_005848200.1
OG0001769	PSC71782.1	XP_005844664.1
OG0001770	PSC68021.1, PSC68022.1	XP_005842975.1
OG0001771	PSC70431.1, PSC70430.1	XP_005848244.1
OG0001772	PSC67405.1	XP_005848243.1
OG0001773	PSC69507.1	XP_005851295.1, XP_005851294.1
OG0001774	PSC70387.1	XP_005848323.1
OG0001775	PSC70330.1, PSC70329.1	XP_005848502.1
OG0001776	PSC71422.1	XP_005846443.1
OG0001777	PSC71000.1, PSC70847.1	XP_005848349.1
OG0001779	PSC72838.1, PSC72839.1	XP_005850496.1
OG0001780	PSC67766.1	XP_005848353.1
OG0001782	PSC68040.1	XP_005848540.1
OG0001784	PSC71729.1	XP_005844676.1
OG0001786	PSC71828.1	XP_005844691.1
OG0001787	PSC71717.1	XP_005844704.1, XP_005844705.1
OG0001788	PSC69680.1	XP_005846508.1
OG0001789	PSC72466.1	XP_005850046.1
OG0001790	PSC68677.1	XP_005846754.1
OG0001791	PSC71277.1	XP_005850088.1
OG0001792	PSC76163.1, PSC76164.1	XP_005848159.1
OG0001793	PSC75707.1	XP_005843839.1
OG0001794	PSC67908.1	XP_005843828.1
OG0001795	PSC67995.1, PSC67951.1	XP_005843746.1
OG0001796	PSC67942.1, PSC67943.1	XP_005843472.1
OG0001797	PSC68286.1	XP_005851510.1
OG0001798	PSC71722.1	XP_005844668.1, XP_005844671.1
OG0001799	PSC71824.1, PSC71825.1	XP_005844686.1
OG0001800	PSC71798.1, PSC71799.1	XP_005844763.1
OG0001801	PSC70921.1	XP_005847417.1
OG0001802	PSC75836.1	XP_005851358.1
OG0001803	PSC68658.1	XP_005846740.1
OG0001804	PSC72345.1	XP_005846854.1
OG0001805	PSC70111.1	XP_005845928.1, XP_005845929.1
OG0001806	PSC76369.1, PSC76368.1	XP_005849803.1
OG0001807	PSC76915.1, PSC76914.1	XP_005849806.1
OG0001808	PSC76351.1	XP_005849742.1
OG0001809	PSC75874.1	XP_005847380.1
OG0001810	PSC72015.1, PSC67154.1	XP_005849480.1
OG0001811	PSC72047.1, PSC67156.1	XP_005849485.1
OG0001812	PSC75358.1	XP_005849766.1
OG0001813	PSC75661.1	XP_005849497.1
OG0001814	PSC76908.1	XP_005849726.1
OG0001815	PSC71878.1, PSC71877.1	XP_005849760.1
OG0001816	PSC73783.1	XP_005849794.1
OG0001817	PSC75297.1	XP_005849735.1
OG0001818	PSC76223.1, PSC76224.1	XP_005849730.1
OG0001819	PSC73590.1, PSC73591.1	XP_005849531.1
OG0001820	PSC76411.1	XP_005849798.1
OG0001821	PSC76058.1	XP_005851611.1
OG0001822	PSC73675.1, PSC73676.1	XP_005849796.1
OG0001823	PSC76441.1	XP_005849535.1
OG0001824	PSC76004.1	XP_005849506.1
OG0001825	PSC67385.1, PSC67384.1	XP_005845828.1
OG0001826	PSC73562.1	XP_005849524.1
