Orthogroup	oneline_c_sorokiniana_genome_proteins	oneline_c_variabilis_genome_proteins
OG0001487	PRW18376.1	XP_005850822.1, XP_005850823.1
OG0001488	PRW18374.1	XP_005850518.1
OG0001489	PRW18303.1	XP_005850808.1
OG0001490	PRW18411.1	XP_005850505.1
OG0001491	PRW18330.1	XP_005850782.1
OG0001492	PRW18392.1	XP_005846557.1
OG0001493	PRW58597.1	XP_005851334.1
OG0001494	PRW51123.1, PRW51124.1	XP_005848838.1
OG0001495	PRW20735.1	XP_005843933.1, XP_005843934.1
OG0001496	PRW20416.1, PRW20415.1	XP_005843137.1
OG0001497	PRW20727.1	XP_005843959.1, XP_005842646.1
OG0001498	PRW20613.1	XP_005843916.1
OG0001499	PRW20666.1	XP_005843945.1
OG0001500	PRW33532.1	XP_005845792.1
OG0001501	PRW20705.1	XP_005843960.1
OG0001502	PRW20604.1	XP_005843943.1, XP_005842656.1
OG0001504	PRW20622.1	XP_005843958.1
OG0001505	PRW39064.1	XP_005843351.1
OG0001506	PRW56866.1	XP_005850385.1
OG0001507	PRW20668.1	XP_005843948.1
OG0001508	PRW33566.1, PRW33599.1, PRW33524.1	XP_005846800.1
OG0001509	PRW45605.1	XP_005846579.1, XP_005848194.1
OG0001510	PRW20784.1	XP_005848196.1
OG0001511	PRW57298.1, PRW05746.1	XP_005848098.1
OG0001512	PRW57393.1, PRW57392.1	XP_005848106.1
OG0001513	PRW20864.1	XP_005848018.1
OG0001514	PRW57169.1	XP_005842699.1, XP_005848096.1
OG0001515	PRW50975.1, PRW61371.1	XP_005844439.1
OG0001516	PRW20870.1	XP_005848140.1
OG0001517	PRW20778.1	XP_005847980.1
OG0001518	PRW20962.1, PRW20963.1, PRW20961.1	XP_005847982.1
OG0001519	PRW20925.1	XP_005847963.1
OG0001520	PRW57367.1	XP_005844010.1, XP_005848089.1
OG0001521	PRW20794.1	XP_005848010.1
OG0001522	PRW05862.1	XP_005850213.1
OG0001524	PRW05828.1, PRW05829.1	XP_005850223.1
OG0001525	PRW05852.1, PRW05750.1	XP_005850208.1
OG0001526	PRW56607.1	XP_005850321.1
OG0001527	PRW45503.1, PRW45504.1	XP_005845210.1
OG0001528	PRW56715.1, PRW56424.1	XP_005850062.1
OG0001529	PRW56527.1, PRW56526.1	XP_005850075.1
OG0001530	PRW56606.1	XP_005850349.1
OG0001531	PRW56433.1, PRW56434.1	XP_005850105.1
OG0001532	PRW56740.1	XP_005850106.1
OG0001533	PRW56796.1	XP_005850096.1
OG0001534	PRW56489.1, PRW56490.1	XP_005850093.1
OG0001535	PRW05815.1, PRW05814.1	XP_005847363.1
OG0001536	PRW60944.1	XP_005845621.1
OG0001537	PRW61562.1, PRW61563.1	XP_005843626.1
OG0001538	PRW56744.1	XP_005850130.1, XP_005850131.1
OG0001539	PRW56575.1, PRW56594.1	XP_005850136.1
OG0001540	PRW56517.1, PRW56518.1	XP_005850071.1
OG0001541	PRW56689.1	XP_005850384.1
OG0001542	PRW44589.1, PRW56767.1	XP_005850272.1
OG0001543	PRW56771.1	XP_005850311.1
OG0001544	PRW57417.1	XP_005846885.1
OG0001545	PRW57186.1	XP_005847191.1
OG0001546	PRW57112.1	XP_005847197.1
OG0001547	PRW57227.1	XP_005847199.1
OG0001548	PRW57512.1	XP_005847125.1
OG0001549	PRW45645.1	XP_005845163.1
OG0001551	PRW60423.1	XP_005852169.1
OG0001552	PRW45740.1	XP_005845236.1
OG0001553	PRW45703.1, PRW45702.1	XP_005845120.1
OG0001554	PRW45533.1, PRW45532.1	XP_005845121.1
OG0001555	PRW45591.1	XP_005846696.1
OG0001556	PRW45348.1	XP_005845030.1
OG0001557	PRW05791.1	XP_005845942.1
OG0001558	PRW05770.1	XP_005846081.1
OG0001559	PRW58468.1	XP_005851258.1
OG0001561	PRW05751.1	XP_005846088.1
OG0001562	PRW05796.1	XP_005845951.1
OG0001563	PRW05775.1, PRW05774.1	XP_005846076.1
OG0001564	PRW39210.1, PRW39211.1	XP_005846042.1
OG0001565	PRW39149.1	XP_005846176.1
OG0001566	PRW39393.1, PRW39392.1	XP_005846044.1
OG0001567	PRW39204.1, PRW39203.1	XP_005846041.1
OG0001568	PRW61584.1	XP_005845598.1
OG0001569	PRW05755.1	XP_005846092.1, XP_005843529.1
OG0001570	PRW39363.1, PRW39364.1	XP_005845975.1
OG0001571	PRW33164.1, PRW33165.1	XP_005844949.1
OG0001572	PRW39068.1, PRW39067.1	XP_005846110.1
OG0001573	PRW39098.1, PRW39099.1	XP_005846139.1
OG0001574	PRW39146.1	XP_005846135.1
OG0001575	PRW39296.1	XP_005846030.1
OG0001576	PRW39207.1	XP_005846025.1
OG0001577	PRW44577.1	XP_005845833.1, XP_005845832.1
OG0001578	PRW39297.1	XP_005846026.1
OG0001579	PRW44482.1	XP_005845661.1
OG0001580	PRW51180.1	XP_005844940.1, XP_005848609.1
OG0001581	PRW39255.1	XP_005846147.1
OG0001582	PRW39347.1, PRW39346.1	XP_005846023.1
OG0001583	PRW39318.1	XP_005846013.1
OG0001584	PRW39231.1, PRW39232.1	XP_005846141.1
OG0001585	PRW45550.1, PRW45551.1	XP_005852012.1
OG0001586	PRW39145.1, PRW33119.1	XP_005846172.1
OG0001587	PRW34006.1	XP_005849033.1
OG0001588	PRW39351.1	XP_005845005.1
OG0001590	PRW39274.1	XP_005845019.1, XP_005845020.1
OG0001591	PRW39093.1	XP_005846212.1
OG0001592	PRW39385.1, PRW39386.1	XP_005844925.1
OG0001593	PRW20965.1	XP_005844725.1
OG0001594	PRW21042.1	XP_005844747.1
OG0001595	PRW56985.1, PRW56984.1	XP_005846868.1
OG0001596	PRW44394.1	XP_005847406.1
OG0001597	PRW61455.1, PRW61456.1	XP_005843609.1
OG0001598	PRW60932.1	XP_005843542.1, XP_005842584.1
OG0001599	PRW57188.1	XP_005846849.1
OG0001600	PRW61557.1	XP_005843613.1, XP_005850013.1
OG0001601	PRW61594.1	XP_005845642.1
OG0001602	PRW57379.1	XP_005844694.1, XP_005846845.1
OG0001603	PRW61355.1, PRW61354.1	XP_005843554.1
OG0001604	PRW61621.1, PRW61620.1	XP_005843569.1
OG0001605	PRW44350.1	XP_005847370.1
OG0001606	PRW44617.1	XP_005847369.1
OG0001607	PRW56853.1, PRW56854.1	XP_005850154.1
OG0001608	PRW56419.1	XP_005850143.1
OG0001609	PRW56637.1	XP_005850400.1
OG0001610	PRW56768.1	XP_005850146.1
OG0001611	PRW56567.1	XP_005842545.1, XP_005842638.1
OG0001613	PRW56067.1	XP_005850859.1, XP_005846537.1
OG0001614	PRW57447.1, PRW44318.1	XP_005847088.1
OG0001615	PRW56189.1	XP_005850563.1
OG0001616	PRW56330.1, PRW05744.1	XP_005850856.1
OG0001617	PRW44336.1, PRW44337.1	XP_005847263.1
OG0001618	PRW56037.1	XP_005850653.1
OG0001619	PRW55995.1	XP_005850924.1
OG0001620	PRW56047.1	XP_005850973.1
OG0001621	PRW55979.1, PRW55978.1	XP_005851000.1
OG0001622	PRW56250.1, PRW56251.1	XP_005851025.1
OG0001624	PRW59336.1	XP_005846667.1
OG0001625	PRW56051.1	XP_005850950.1
OG0001626	PRW56310.1	XP_005850951.1
OG0001627	PRW56053.1	XP_005852271.1, XP_005850672.1
OG0001628	PRW55885.1	XP_005850675.1
OG0001629	PRW50867.1, PRW50866.1	XP_005850019.1, XP_005850948.1
OG0001630	PRW56150.1	XP_005850628.1
OG0001631	PRW59472.1	XP_005846209.1, XP_005845955.1
OG0001632	PRW56245.1	XP_005850695.1
OG0001633	PRW55980.1	XP_005851618.1
OG0001634	PRW33014.1	XP_005843410.1
OG0001635	PRW44447.1	XP_005847382.1
OG0001636	PRW61450.1	XP_005844800.1
OG0001637	PRW60609.1	XP_005845920.1, XP_005852005.1
OG0001638	PRW56218.1	XP_005850909.1
OG0001639	PRW55929.1	XP_005850749.1
OG0001640	PRW56287.1, PRW56286.1	XP_005851036.1
OG0001641	PRW58762.1	XP_005842749.1, XP_005849866.1
OG0001642	PRW56052.1	XP_005851043.1
OG0001643	PRW56211.1	XP_005851054.1
OG0001644	PRW58076.1	XP_005847714.1
OG0001645	PRW33542.1, PRW33541.1	XP_005845780.1
OG0001648	PRW60413.1	XP_005852011.1
OG0001649	PRW60865.1, PRW60866.1	XP_005852008.1
OG0001650	PRW60659.1	XP_005852013.1
OG0001651	PRW56153.1	XP_005847560.1, XP_005851114.1
OG0001652	PRW60699.1	XP_005852305.1, XP_005851988.1
OG0001653	PRW60572.1, PRW60573.1	XP_005852024.1
OG0001654	PRW60396.1	XP_005852003.1
OG0001655	PRW57444.1	XP_005848819.1
OG0001657	PRW44501.1	XP_005847520.1
OG0001659	PRW60539.1	XP_005851724.1
OG0001660	PRW60302.1	XP_005852129.1
OG0001661	PRW60234.1	XP_005852126.1
OG0001662	PRW60240.1	XP_005851786.1
OG0001664	PRW60371.1	XP_005852049.1
OG0001665	PRW60401.1	XP_005851706.1
OG0001666	PRW60367.1, PRW60377.1	XP_005851705.1
OG0001667	PRW60343.1	XP_005851701.1
OG0001668	PRW33693.1	XP_005845564.1
OG0001670	PRW60225.1	XP_005852019.1
OG0001671	PRW60715.1	XP_005851689.1
OG0001672	PRW60566.1	XP_005851996.1
OG0001673	PRW60619.1, PRW60620.1	XP_005851672.1
OG0001674	PRW60373.1	XP_005851828.1
OG0001675	PRW60447.1	XP_005851849.1
OG0001676	PRW60847.1	XP_005852000.1
OG0001677	PRW45010.1	XP_005848202.1
OG0001678	PRW57320.1	XP_005846912.1
OG0001679	PRW60383.1, PRW60483.1	XP_005852244.1
OG0001680	PRW61518.1, PRW61517.1	XP_005843518.1
OG0001681	PRW33833.1, PRW33834.1	XP_005849237.1
OG0001682	PRW33792.1	XP_005849029.1
OG0001683	PRW33866.1	XP_005849232.1
OG0001684	PRW34037.1	XP_005849019.1
OG0001685	PRW57662.1, PRW57661.1	XP_005849349.1
OG0001686	PRW57654.1, PRW57653.1	XP_005849130.1
OG0001687	PRW57974.1	XP_005849127.1
OG0001688	PRW33803.1, PRW33764.1	XP_005849287.1
OG0001689	PRW33988.1	XP_005849088.1, XP_005849087.1
OG0001690	PRW45165.1	XP_005848456.1
OG0001691	PRW34102.1	XP_005849274.1
OG0001692	PRW33851.1, PRW33852.1	XP_005849070.1
OG0001694	PRW61004.1	XP_005844446.1
OG0001695	PRW34040.1, PRW34039.1	XP_005849069.1
OG0001696	PRW57802.1	XP_005849323.1
OG0001697	PRW33830.1	XP_005849098.1, XP_005849097.1
OG0001698	PRW33952.1, PRW33953.1	XP_005849278.1
OG0001699	PRW34071.1	XP_005849306.1
OG0001700	PRW34001.1	XP_005848423.1, XP_005849064.1
OG0001701	PRW33884.1, PRW33885.1	XP_005849060.1
OG0001702	PRW58071.1	XP_005849389.1
OG0001703	PRW57840.1	XP_005849330.1
OG0001704	PRW33844.1	XP_005849093.1
OG0001705	PRW58001.1, PRW58002.1	XP_005849315.1
OG0001706	PRW57976.1, PRW57977.1	XP_005849377.1
OG0001707	PRW57991.1, PRW57990.1	XP_005849381.1
OG0001708	PRW44317.1	XP_005847400.1
OG0001709	PRW57800.1	XP_005849203.1
OG0001710	PRW58041.1	XP_005849395.1
OG0001711	PRW57873.1	XP_005849179.1
OG0001712	PRW33832.1	XP_005849040.1
OG0001713	PRW57763.1	XP_005849166.1, XP_005849165.1
OG0001714	PRW57596.1	XP_005849363.1, XP_005850910.1
OG0001715	PRW33985.1	XP_005851831.1
OG0001716	PRW57585.1, PRW57586.1	XP_005849404.1
OG0001717	PRW57632.1, PRW57631.1	XP_005849215.1
OG0001718	PRW57629.1	XP_005849418.1, XP_005849416.1
OG0001719	PRW44328.1	XP_005846103.1
OG0001719	PRW33842.1	XP_005843331.1
OG0001720	PRW56185.1	XP_005850896.1
OG0001721	PRW57734.1	XP_005849434.1
OG0001722	PRW57833.1	XP_005849260.1, XP_005849221.1
OG0001723	PRW20648.1, PRW20649.1	XP_005847251.1
OG0001724	PRW57769.1	XP_005847609.1
OG0001725	PRW20647.1	XP_005843967.1
OG0001726	PRW60331.1, PRW60332.1	XP_005852266.1
OG0001727	PRW60309.1	XP_005852275.1
OG0001729	PRW60537.1, PRW60538.1	XP_005852286.1
OG0001730	PRW60654.1, PRW60655.1	XP_005851972.1
OG0001731	PRW58517.1	XP_005851122.1
OG0001732	PRW60838.1	XP_005851963.1
OG0001733	PRW60735.1	XP_005851966.1
OG0001734	PRW60494.1	XP_005851956.1
OG0001735	PRW60259.1	XP_005851937.1, XP_005851936.1
OG0001736	PRW61307.1, PRW61308.1, PRW33258.1	XP_005849541.1, XP_005845696.1
OG0001737	PRW60480.1	XP_005852160.1
OG0001739	PRW60804.1	XP_005842558.1, XP_005851839.1
OG0001740	PRW60514.1	XP_005852167.1
OG0001741	PRW60504.1	XP_005851832.1
OG0001742	PRW50877.1	XP_005845632.1
OG0001743	PRW60308.1, PRW60307.1	XP_005851873.1
OG0001744	PRW60392.1	XP_005851896.1, XP_005842679.1
OG0001745	PRW60797.1	XP_005852227.1, XP_005843275.1
OG0001746	PRW60818.1, PRW60817.1	XP_005852209.1
OG0001748	PRW60301.1, PRW60300.1	XP_005852225.1
OG0001749	PRW60517.1, PRW60516.1	XP_005852152.1
OG0001750	PRW60421.1	XP_005851816.1
OG0001751	PRW60439.1, PRW60438.1	XP_005851901.1
OG0001752	PRW60236.1, PRW60237.1	XP_005851882.1
OG0001753	PRW60828.1	XP_005851855.1
OG0001754	PRW20765.1	XP_005843954.1
OG0001755	PRW59468.1	XP_005845456.1
OG0001756	PRW20894.1	XP_005848190.1
OG0001757	PRW60885.1	XP_005844329.1
OG0001758	PRW39072.1	XP_005846153.1
OG0001759	PRW20651.1	XP_005842904.1
OG0001761	PRW59844.1	XP_005842816.1
OG0001762	PRW59731.1	XP_005845303.1
OG0001763	PRW45177.1	XP_005848433.1, XP_005848432.1
OG0001764	PRW60599.1, PRW60389.1	XP_005851894.1
OG0001765	PRW58991.1	XP_005849611.1
OG0001766	PRW45238.1	XP_005848344.1
OG0001767	PRW45147.1	XP_005848403.1
OG0001768	PRW44922.1, PRW44923.1	XP_005848200.1
OG0001769	PRW21108.1	XP_005844664.1
OG0001770	PRW59606.1	XP_005842975.1
OG0001772	PRW44969.1, PRW44970.1	XP_005848243.1
OG0001773	PRW58489.1	XP_005851295.1, XP_005851294.1
OG0001774	PRW45174.1, PRW45175.1	XP_005848323.1
OG0001775	PRW45257.1	XP_005848502.1
OG0001776	PRW59571.1	XP_005846443.1
OG0001777	PRW45193.1	XP_005848349.1
OG0001779	PRW18387.1	XP_005850496.1
OG0001780	PRW44938.1	XP_005848353.1
OG0001781	PRW45041.1	XP_005843228.1
OG0001782	PRW45074.1	XP_005848540.1
OG0001784	PRW21084.1, PRW21090.1	XP_005844676.1
OG0001786	PRW20968.1, PRW20967.1	XP_005844691.1
OG0001787	PRW20981.1	XP_005844704.1, XP_005844705.1
OG0001788	PRW59520.1	XP_005846508.1
OG0001789	PRW56443.1	XP_005850046.1
OG0001790	PRW32576.1	XP_005846754.1
OG0001791	PRW56792.1	XP_005850088.1
OG0001792	PRW20906.1	XP_005848159.1
OG0001793	PRW58943.1, PRW58944.1	XP_005843839.1
OG0001794	PRW59384.1, PRW59385.1	XP_005843828.1
OG0001795	PRW59160.1	XP_005843746.1
OG0001796	PRW58810.1	XP_005843472.1
OG0001797	PRW58479.1	XP_005851510.1
OG0001798	PRW21059.1	XP_005844668.1, XP_005844671.1
OG0001799	PRW21094.1	XP_005844686.1
OG0001800	PRW20987.1	XP_005844763.1
OG0001801	PRW44367.1	XP_005847417.1
OG0001802	PRW58257.1	XP_005851358.1
OG0001803	PRW32582.1	XP_005846740.1
OG0001804	PRW57213.1	XP_005846854.1
OG0001805	PRW33517.1	XP_005845928.1, XP_005845929.1
OG0001806	PRW59429.1	XP_005849803.1
OG0001807	PRW59145.1	XP_005849806.1
OG0001808	PRW59370.1	XP_005849742.1
OG0001809	PRW44297.1	XP_005847380.1
OG0001810	PRW59263.1	XP_005849480.1
OG0001811	PRW58953.1	XP_005849485.1
OG0001812	PRW59051.1, PRW59016.1	XP_005849766.1
OG0001813	PRW59096.1, PRW59095.1	XP_005849497.1
OG0001814	PRW57330.1	XP_005849726.1
OG0001815	PRW59326.1	XP_005849760.1
OG0001816	PRW58803.1, PRW58804.1	XP_005849794.1
OG0001817	PRW20866.1, PRW56029.1	XP_005849735.1
OG0001818	PRW59211.1	XP_005849730.1
OG0001819	PRW59082.1	XP_005849531.1
OG0001820	PRW58968.1	XP_005849798.1
OG0001821	PRW58406.1	XP_005851611.1
OG0001822	PRW59199.1	XP_005849796.1
OG0001823	PRW59110.1	XP_005849535.1
OG0001824	PRW59154.1	XP_005849506.1
OG0001825	PRW33515.1	XP_005845828.1
OG0001826	PRW20424.1, PRW59092.1	XP_005849524.1
OG0001827	PRW59205.1	XP_005849528.1
OG0001828	PRW59113.1, PRW59112.1	XP_005849521.1
OG0001830	PRW58817.1	XP_005849509.1
OG0001831	PRW59419.1, PRW51163.1	XP_005849773.1
OG0001833	PRW58917.1	XP_005849769.1, XP_005844215.1
OG0001834	PRW58959.1	XP_005849779.1, XP_005849780.1
OG0001835	PRW57200.1	XP_005847048.1
OG0001836	PRW58408.1	XP_005851346.1
OG0001837	PRW44272.1	XP_005847286.1, XP_005844731.1
OG0001838	PRW44456.1	XP_005847484.1
OG0001839	PRW44239.1	XP_005847483.1
OG0001841	PRW44413.1	XP_005845541.1
OG0001842	PRW44477.1, PRW44476.1	XP_005847280.1
OG0001843	PRW44435.1	XP_005847468.1
OG0001844	PRW44561.1	XP_005847502.1, XP_005845615.1
OG0001845	PRW44531.1, PRW44530.1	XP_005847449.1
OG0001846	PRW44479.1	XP_005847289.1
OG0001847	PRW57887.1, PRW57888.1	XP_005849428.1
OG0001848	PRW44605.1	XP_005847432.1
OG0001849	PRW57456.1	XP_005847981.1, XP_005847085.1
OG0001850	PRW44522.1	XP_005847322.1
OG0001851	PRW44332.1, PRW44331.1	XP_005847302.1
OG0001852	PRW59752.1	XP_005846415.1
OG0001853	PRW45648.1	XP_005845176.1
OG0001854	PRW45407.1, PRW45408.1	XP_005845167.1
OG0001855	PRW61243.1, PRW61244.1	XP_005843610.1
OG0001856	PRW59711.1	XP_005844217.1, XP_005846363.1
OG0001857	PRW58587.1, PRW58588.1	XP_005851388.1
OG0001858	PRW59237.1	XP_005843436.1, XP_005846400.1
OG0001859	PRW45094.1	XP_005843079.1, XP_005845673.1
OG0001860	PRW57206.1	XP_005846992.1
OG0001861	PRW51079.1	XP_005848968.1
OG0001862	PRW20693.1, PRW20687.1	XP_005843854.1
OG0001863	PRW61222.1	XP_005844434.1
OG0001864	PRW39278.1, PRW39279.1	XP_005844994.1
OG0001865	PRW33295.1	XP_005844882.1
OG0001867	PRW58703.1, PRW58702.1	XP_005851406.1
OG0001868	PRW58450.1, PRW58449.1	XP_005851424.1
OG0001869	PRW58224.1	XP_005851428.1
OG0001870	PRW58542.1, PRW58541.1	XP_005851068.1
OG0001871	PRW58427.1	XP_005851118.1
OG0001872	PRW58718.1, PRW58719.1	XP_005851140.1
OG0001873	PRW20285.1	XP_005844053.1
OG0001874	PRW56461.1, PRW56649.1	XP_005851103.1
OG0001875	PRW58251.1, PRW58252.1	XP_005851441.1
OG0001876	PRW58395.1	XP_005851159.1
OG0001877	PRW58365.1, PRW58366.1	XP_005851454.1
OG0001878	PRW58496.1	XP_005851455.1
OG0001879	PRW58504.1	XP_005851468.1
OG0001880	PRW58258.1	XP_005851475.1
OG0001881	PRW58549.1	XP_005851481.1
OG0001882	PRW58397.1	XP_005851502.1
OG0001883	PRW61315.1	XP_005844342.1
OG0001885	PRW58405.1	XP_005851211.1
OG0001886	PRW58200.1, PRW58199.1	XP_005851507.1
OG0001887	PRW33213.1, PRW33214.1	XP_005843253.1
OG0001888	PRW58268.1, PRW60152.1	XP_005851515.1
OG0001889	PRW58168.1	XP_005851228.1
OG0001890	PRW60016.1, PRW58297.1	XP_005851532.1
OG0001891	PRW58441.1	XP_005851610.1
OG0001892	PRW56530.1	XP_005850148.1
OG0001893	PRW61623.1	XP_005844397.1, XP_005844396.1
OG0001894	PRW20719.1	XP_005843848.1
OG0001895	PRW58673.1	XP_005851615.1
OG0001896	PRW58162.1, PRW58163.1	XP_005851327.1
OG0001898	PRW32579.1, PRW32580.1	XP_005846616.1
OG0001899	PRW45337.1	XP_005845195.1
OG0001900	PRW58647.1	XP_005851558.1
OG0001901	PRW44556.1	XP_005845024.1, XP_005847403.1
OG0001902	PRW58178.1	XP_005851562.1
OG0001903	PRW59475.1	XP_005847193.1
OG0001904	PRW58121.1, PRW58122.1	XP_005851237.1
OG0001905	PRW58626.1, PRW58625.1	XP_005851456.1
OG0001906	PRW58826.1	XP_005849839.1, XP_005843457.1
OG0001907	PRW58454.1	XP_005851165.1
OG0001908	PRW58276.1	XP_005851251.1, XP_005845362.1
OG0001909	PRW58658.1	XP_005851556.1, XP_005844445.1
OG0001911	PRW32607.1, PRW57999.1	XP_005846749.1
OG0001912	PRW32516.1	XP_005846599.1
OG0001913	PRW58270.1	XP_005851588.1
OG0001914	PRW32640.1	XP_005846596.1
OG0001915	PRW32634.1	XP_005846598.1
OG0001916	PRW32673.1	XP_005842889.1, XP_005842890.1
OG0001917	PRW20919.1	XP_005847992.1
OG0001918	PRW58359.1	XP_005851647.1, XP_005851651.1
OG0001919	PRW32500.1	XP_005851656.1
OG0001920	PRW57664.1	XP_005849103.1
OG0001921	PRW61162.1	XP_005843614.1
OG0001922	PRW32484.1	XP_005852325.1
OG0001923	PRW32512.1, PRW32513.1	XP_005843038.1
OG0001924	PRW58440.1	XP_005851590.1, XP_005851589.1
OG0001926	PRW32520.1	XP_005842661.1
OG0001927	PRW61195.1	XP_005844287.1
OG0001928	PRW32559.1	XP_005843050.1
OG0001929	PRW32612.1, PRW32613.1	XP_005843041.1
OG0001930	PRW32568.1, PRW32567.1	XP_005846705.1
OG0001932	PRW59346.1	XP_005843970.1
OG0001933	PRW33505.1, PRW33506.1	XP_005845931.1
OG0001934	PRW45454.1	XP_005846795.1
OG0001935	PRW45383.1, PRW45384.1	XP_005846636.1
OG0001936	PRW45451.1	XP_005845201.1
OG0001937	PRW61390.1	XP_005844166.1
OG0001938	PRW61515.1	XP_005844185.1
OG0001939	PRW61479.1, PRW61520.1	XP_005844266.1
OG0001940	PRW56785.1	XP_005849980.1
OG0001941	PRW61120.1	XP_005844407.1
OG0001942	PRW60892.1, PRW60891.1	XP_005844195.1
OG0001943	PRW61176.1	XP_005844277.1
OG0001944	PRW57686.1	XP_005850723.1, XP_005850722.1
OG0001945	PRW56596.1, PRW56597.1	XP_005850307.1
OG0001946	PRW61370.1	XP_005843627.1
OG0001947	PRW56878.1, PRW56879.1	XP_005850052.1
OG0001948	PRW56762.1	XP_005849975.1
OG0001949	PRW05867.1	XP_005848728.1
OG0001950	PRW56779.1	XP_005850244.1
OG0001951	PRW59831.1	XP_005846234.1
OG0001952	PRW56680.1	XP_005850036.1
OG0001953	PRW61199.1	XP_005844414.1
OG0001955	PRW56814.1, PRW56815.1	XP_005850294.1
OG0001956	PRW61404.1	XP_005844327.1
OG0001957	PRW56668.1	XP_005850259.1
OG0001958	PRW56600.1, PRW57317.1	XP_005850000.1
OG0001959	PRW56702.1, PRW56701.1	XP_005849973.1
OG0001960	PRW56769.1, PRW56770.1	XP_005850252.1
OG0001961	PRW56474.1, PRW56473.1	XP_005850268.1
OG0001962	PRW59881.1	XP_005850785.1
OG0001963	PRW59883.1	XP_005846548.1
OG0001964	PRW59686.1	XP_005846543.1
OG0001965	PRW61365.1, PRW61364.1	XP_005845596.1
OG0001966	PRW18294.1	XP_005846554.1
OG0001967	PRW18395.1	XP_005846551.1
OG0001968	PRW59762.1	XP_005846550.1
OG0001969	PRW59646.1, PRW59645.1	XP_005846534.1
OG0001970	PRW59899.1	XP_005846353.1, XP_005846354.1
OG0001971	PRW20731.1	XP_005843845.1
OG0001972	PRW60079.1	XP_005846337.1
OG0001973	PRW60142.1	XP_005846316.1
OG0001974	PRW59638.1, PRW60070.1	XP_005852295.1
OG0001975	PRW44517.1, PRW44516.1	XP_005847323.1
OG0001976	PRW59918.1	XP_005846471.1
OG0001977	PRW60091.1	XP_005846469.1
OG0001978	PRW59705.1	XP_005846289.1
OG0001979	PRW45460.1	XP_005845128.1
OG0001980	PRW60001.1, PRW60000.1	XP_005846454.1
OG0001981	PRW60066.1, PRW60067.1	XP_005846282.1
OG0001982	PRW60026.1, PRW60025.1	XP_005846456.1
OG0001983	PRW59467.1	XP_005847114.1
OG0001984	PRW32884.1	XP_005843340.1
OG0001985	PRW59483.1, PRW59484.1	XP_005846448.1
OG0001986	PRW59852.1	XP_005846436.1
OG0001987	PRW59715.1, PRW59716.1	XP_005846250.1
OG0001989	PRW59577.1	XP_005842563.1, XP_005846227.1
OG0001990	PRW59489.1	XP_005846406.1
OG0001991	PRW59657.1	XP_005846225.1
OG0001992	PRW59561.1	XP_005842813.1, XP_005842810.1
OG0001993	PRW59580.1	XP_005845320.1
OG0001994	PRW59574.1, PRW57053.1	XP_005845450.1
OG0001997	PRW59703.1	XP_005845474.1
OG0001998	PRW44581.1	XP_005845292.1
OG0001999	PRW59651.1, PRW59652.1	XP_005845332.1
OG0002000	PRW59955.1, PRW59956.1	XP_005845466.1
OG0002001	PRW59714.1	XP_005842822.1
OG0002003	PRW59914.1, PRW59915.1	XP_005845493.1
OG0002004	PRW59860.1	XP_005845369.1
OG0002005	PRW32919.1	XP_005843399.1, XP_005843398.1
OG0002006	PRW59672.1	XP_005845499.1
OG0002007	PRW60019.1, PRW59510.1	XP_005846214.1
OG0002008	PRW59741.1, PRW59742.1	XP_005846219.1
OG0002009	PRW60018.1	XP_005846399.1
OG0002010	PRW20253.1	XP_005842947.1
OG0002011	PRW59884.1	XP_005846401.1
OG0002012	PRW59861.1	XP_005846402.1
OG0002013	PRW59519.1	XP_005846222.1
OG0002015	PRW59627.1, PRW59626.1	XP_005845312.1
OG0002016	PRW59964.1, PRW59965.1	XP_005845307.1
OG0002017	PRW59922.1, PRW59923.1	XP_005843017.1
OG0002018	PRW58920.1, PRW58921.1	XP_005843813.1
OG0002019	PRW60180.1	XP_005842986.1
OG0002020	PRW20351.1	XP_005843666.1
OG0002021	PRW59445.1, PRW59446.1	XP_005845274.1
OG0002022	PRW60141.1	XP_005845402.1
OG0002023	PRW59729.1	XP_005845400.1
OG0002024	PRW59699.1	XP_005845424.1
OG0002025	PRW59498.1	XP_005845279.1
OG0002026	PRW60058.1, PRW60057.1	XP_005845269.1
OG0002027	PRW59500.1, PRW59501.1	XP_005845265.1
OG0002028	PRW59563.1, PRW59564.1	XP_005845396.1
OG0002029	PRW61147.1, PRW61066.1	XP_005843635.1
OG0002030	PRW59927.1, PRW59926.1	XP_005845389.1
OG0002031	PRW59639.1	XP_005845247.1, XP_005845246.1
OG0002032	PRW57343.1	XP_005847210.1
OG0002033	PRW59764.1, PRW59765.1	XP_005842994.1
OG0002034	PRW59873.1	XP_005845245.1
OG0002035	PRW59641.1, PRW59642.1	XP_005843006.1
OG0002036	PRW59491.1	XP_005842972.1
OG0002037	PRW61190.1	XP_005844386.1
OG0002038	PRW61619.1	XP_005843599.1
OG0002039	PRW61165.1, PRW61164.1	XP_005844289.1
OG0002040	PRW60964.1, PRW60965.1	XP_005844348.1
OG0002041	PRW61583.1	XP_005844415.1
OG0002042	PRW61451.1	XP_005843533.1
OG0002043	PRW58424.1, PRW58423.1	XP_005851329.1
OG0002045	PRW61454.1	XP_005845619.1
OG0002046	PRW33670.1	XP_005845728.1
OG0002047	PRW60930.1	XP_005842864.1
OG0002048	PRW34093.1	XP_005847818.1
