Orthogroup	oneline_c_vulgaris_genome_proteins	oneline_c_variabilis_genome_proteins
OG0001850	KAI3428502.1	XP_005847322.1
OG0001851	KAI3428541.1	XP_005847302.1
OG0001852	KAI3435947.1	XP_005846415.1
OG0001853	KAI3424796.1, KAI3424795.1	XP_005845176.1
OG0001854	KAI3424779.1	XP_005845167.1
OG0001855	KAI3432646.1	XP_005843610.1
OG0001856	KAI3435671.1	XP_005844217.1, XP_005846363.1
OG0001857	KAI3433868.1	XP_005851388.1
OG0001858	KAI3439110.1	XP_005843436.1, XP_005846400.1
OG0001859	KAI3423981.1	XP_005843079.1, XP_005845673.1
OG0001860	KAI3437961.1	XP_005846992.1
OG0001861	KAI3426922.1	XP_005848968.1
OG0001862	KAI3434531.1	XP_005843854.1
OG0001863	KAI3432808.1, KAI3432809.1	XP_005844434.1
OG0001864	KAI3431622.1	XP_005844994.1
OG0001865	KAI3431636.1	XP_005844882.1
OG0001867	KAI3433818.1	XP_005851406.1
OG0001868	KAI3433769.1	XP_005851424.1
OG0001869	KAI3433757.1	XP_005851428.1
OG0001870	KAI3433908.1	XP_005851068.1
OG0001871	KAI3433791.1	XP_005851118.1
OG0001872	KAI3433746.1	XP_005851140.1
OG0001873	KAI3430694.1	XP_005844053.1
OG0001874	KAI3433838.1	XP_005851103.1
OG0001875	KAI3433722.1	XP_005851441.1
OG0001876	KAI3433714.1, KAI3433713.1	XP_005851159.1
OG0001877	KAI3433688.1	XP_005851454.1
OG0001878	KAI3433686.1	XP_005851455.1
OG0001879	KAI3433659.1	XP_005851468.1
OG0001880	KAI3433649.1	XP_005851475.1
OG0001881	KAI3433644.1	XP_005851481.1
OG0001882	KAI3433603.1, KAI3433604.1	XP_005851502.1
OG0001883	KAI3432870.1	XP_005844342.1
OG0001884	KAI3433626.1	XP_005851491.1
OG0001884	KAI3433627.1	XP_005851490.1
OG0001885	KAI3433597.1, KAI3433598.1	XP_005851211.1
OG0001886	KAI3433589.1	XP_005851507.1
OG0001887	KAI3431798.1	XP_005843253.1
OG0001888	KAI3433570.1	XP_005851515.1
OG0001889	KAI3433563.1	XP_005851228.1
OG0001890	KAI3433535.1	XP_005851532.1
OG0001891	KAI3433365.1, KAI3433362.1	XP_005851610.1
OG0001892	KAI3428270.1, KAI3428271.1	XP_005850148.1
OG0001893	KAI3432439.1	XP_005844397.1, XP_005844396.1
OG0001894	KAI3434570.1, KAI3434578.1	XP_005843848.1
OG0001895	KAI3433352.1	XP_005851615.1
OG0001896	KAI3433316.1	XP_005851327.1
OG0001898	KAI3423819.1	XP_005846616.1
OG0001899	KAI3424832.1	XP_005845195.1, XP_005845194.1
OG0001900	KAI3433480.1	XP_005851558.1
OG0001901	KAI3428678.1	XP_005847403.1
OG0001902	KAI3433470.1	XP_005851562.1
OG0001903	KAI3437978.1	XP_005847193.1
OG0001904	KAI3433549.1	XP_005851237.1
OG0001905	KAI3433684.1	XP_005851456.1
OG0001906	KAI3439091.1	XP_005843457.1
OG0001907	KAI3433700.1	XP_005851165.1
OG0001908	KAI3433523.1	XP_005851251.1, XP_005845362.1
OG0001909	KAI3433484.1	XP_005851556.1
OG0001911	KAI3423834.1	XP_005846749.1
OG0001913	KAI3433411.1	XP_005851588.1
OG0001914	KAI3423855.1	XP_005846596.1
OG0001915	KAI3423848.1, KAI3423849.1	XP_005846598.1
OG0001916	KAI3423926.1	XP_005842890.1
OG0001917	KAI3437668.1	XP_005847992.1
OG0001918	KAI3433285.1	XP_005851647.1, XP_005851651.1
OG0001919	KAI3423795.1	XP_005851656.1
OG0001920	KAI3434847.1	XP_005849103.1
OG0001921	KAI3432656.1	XP_005843614.1
OG0001922	KAI3423915.1	XP_005852325.1
OG0001923	KAI3423947.1	XP_005843038.1
OG0001924	KAI3433409.1	XP_005851590.1, XP_005851589.1
OG0001925	KAI3428165.1	XP_005850103.1
OG0001926	KAI3423976.1	XP_005842661.1, XP_005843078.1
OG0001927	KAI3432371.1	XP_005844287.1
OG0001928	KAI3423980.1	XP_005843050.1
OG0001929	KAI3423951.1	XP_005843041.1
OG0001930	KAI3423901.1	XP_005846705.1
OG0001932	KAI3434459.1	XP_005843970.1
OG0001933	KAI3425134.1	XP_005845931.1
OG0001934	KAI3425021.1, KAI3425022.1	XP_005846795.1
OG0001935	KAI3425060.1	XP_005846636.1
OG0001936	KAI3424851.1	XP_005845201.1
OG0001937	KAI3432209.1	XP_005844166.1
OG0001938	KAI3432276.1	XP_005844185.1
OG0001939	KAI3432274.1	XP_005844266.1
OG0001940	KAI3427939.1	XP_005849980.1
OG0001941	KAI3432886.1	XP_005844407.1
OG0001942	KAI3432354.1	XP_005844195.1
OG0001943	KAI3432317.1, KAI3432316.1	XP_005844277.1
OG0001944	KAI3436518.1	XP_005850723.1, XP_005850722.1
OG0001945	KAI3428082.1	XP_005850307.1
OG0001946	KAI3432575.1, KAI3432577.1	XP_005843627.1
OG0001947	KAI3428077.1	XP_005850052.1
OG0001948	KAI3427925.1, KAI3427924.1	XP_005849975.1
OG0001949	KAI3428789.1	XP_005848728.1
OG0001950	KAI3427956.1	XP_005850244.1
OG0001951	KAI3435954.1	XP_005846234.1
OG0001952	KAI3428047.1, KAI3428046.1	XP_005850036.1
OG0001953	KAI3432443.1, KAI3432442.1	XP_005844414.1
OG0001954	KAI3428041.1	XP_005850033.1
OG0001955	KAI3428063.1	XP_005850294.1
OG0001956	KAI3432834.1, KAI3432827.1	XP_005844327.1
OG0001957	KAI3427992.1	XP_005850259.1
OG0001958	KAI3427971.1	XP_005850000.1
OG0001959	KAI3427916.1	XP_005849973.1
OG0001960	KAI3427978.1	XP_005850252.1
OG0001961	KAI3428009.1	XP_005850268.1
OG0001962	KAI3435579.1	XP_005850785.1
OG0001963	KAI3435638.1, KAI3435637.1	XP_005846548.1
OG0001964	KAI3435656.1	XP_005846543.1
OG0001965	KAI3424205.1	XP_005845596.1
OG0001966	KAI3435624.1	XP_005846554.1
OG0001967	KAI3435630.1, KAI3435629.1	XP_005846551.1
OG0001968	KAI3435633.1	XP_005846550.1
OG0001970	KAI3435704.1	XP_005846353.1
OG0001972	KAI3435739.1	XP_005846337.1
OG0001973	KAI3435796.1	XP_005846316.1
OG0001974	KAI3435839.1	XP_005852295.1
OG0001975	KAI3428500.1	XP_005847323.1
OG0001976	KAI3435841.1	XP_005846471.1
OG0001977	KAI3435845.1	XP_005846469.1
OG0001978	KAI3435851.1	XP_005846289.1
OG0001979	KAI3424688.1	XP_005845128.1
OG0001980	KAI3435868.1	XP_005846454.1
OG0001981	KAI3435863.1	XP_005846282.1
OG0001982	KAI3435864.1	XP_005846456.1
OG0001983	KAI3438118.1	XP_005847114.1
OG0001984	KAI3430465.1	XP_005843340.1
OG0001985	KAI3435884.1	XP_005846448.1
OG0001986	KAI3435910.1	XP_005846436.1
OG0001987	KAI3435931.1	XP_005846250.1
OG0001989	KAI3435968.1	XP_005846227.1
OG0001990	KAI3435971.1, KAI3435973.1	XP_005846406.1
OG0001991	KAI3435972.1, KAI3435974.1	XP_005846225.1
OG0001994	KAI3436164.1	XP_005845450.1
OG0001995	KAI3424460.1	XP_005843116.1, XP_005851845.1, XP_005845509.1
OG0001996	KAI3436109.1	XP_005845342.1
OG0001997	KAI3436114.1	XP_005845474.1
OG0001998	KAI3436204.1, KAI3436205.1	XP_005845292.1
OG0001999	KAI3436126.1	XP_005845332.1
OG0002000	KAI3436128.1	XP_005845466.1
OG0002001	KAI3436002.1	XP_005842822.1
OG0002002	KAI3436103.1	XP_005845481.1
OG0002002	KAI3436104.1	XP_005845479.1
OG0002003	KAI3436070.1	XP_005845493.1
OG0002004	KAI3436053.1	XP_005845369.1
OG0002005	KAI3430475.1	XP_005843399.1, XP_005843398.1
OG0002006	KAI3436059.1, KAI3436060.1	XP_005845499.1
OG0002007	KAI3435997.1	XP_005846214.1
OG0002008	KAI3435987.1	XP_005846219.1
OG0002009	KAI3435986.1	XP_005846399.1
OG0002010	KAI3430720.1	XP_005842947.1
OG0002011	KAI3435984.1	XP_005846401.1
OG0002012	KAI3435981.1	XP_005846402.1
OG0002013	KAI3435979.1	XP_005846222.1
OG0002014	KAI3436175.1	XP_005845437.1
OG0002015	KAI3436173.1, KAI3436172.1	XP_005845312.1
OG0002016	KAI3436182.1	XP_005845307.1
OG0002017	KAI3436358.1	XP_005843017.1
OG0002018	KAI3438974.1	XP_005843813.1
OG0002019	KAI3436355.1	XP_005842986.1
OG0002020	KAI3424327.1	XP_005843666.1
OG0002021	KAI3436237.1	XP_005845274.1
OG0002022	KAI3436246.1	XP_005845402.1
OG0002023	KAI3436253.1, KAI3436252.1	XP_005845400.1
OG0002024	KAI3436198.1, KAI3436199.1	XP_005845424.1
OG0002025	KAI3436224.1	XP_005845279.1
OG0002026	KAI3436248.1	XP_005845269.1
OG0002027	KAI3436259.1	XP_005845265.1
OG0002028	KAI3436264.1	XP_005845396.1
OG0002029	KAI3432887.1	XP_005843635.1
OG0002030	KAI3436281.1	XP_005845389.1
OG0002031	KAI3436297.1, KAI3436298.1	XP_005845247.1, XP_005845246.1
OG0002032	KAI3437944.1	XP_005847210.1
OG0002033	KAI3436343.1	XP_005842994.1
OG0002034	KAI3436301.1	XP_005845245.1
OG0002035	KAI3436377.1	XP_005843006.1
OG0002036	KAI3436375.1	XP_005842972.1
OG0002037	KAI3432437.1, KAI3432436.1	XP_005844386.1
OG0002038	KAI3432663.1	XP_005843599.1
OG0002039	KAI3432345.1	XP_005844289.1
OG0002040	KAI3432839.1	XP_005844348.1
OG0002041	KAI3432865.1	XP_005844415.1
OG0002042	KAI3432677.1	XP_005843533.1
OG0002043	KAI3433311.1	XP_005851329.1
OG0002045	KAI3424246.1, KAI3432419.1	XP_005845619.1
OG0002046	KAI3425344.1	XP_005845728.1
OG0002047	KAI3424252.1, KAI3424253.1	XP_005842864.1
OG0002048	KAI3425943.1	XP_005847818.1
OG0002049	KAI3434373.1	XP_005842911.1
OG0002050	KAI3424139.1	XP_005845657.1
OG0002051	KAI3429858.1	XP_005851960.1
OG0002052	KAI3424130.1, KAI3424129.1	XP_005845555.1
OG0002053	KAI3424123.1	XP_005845559.1
OG0002054	KAI3424156.1, KAI3424155.1	XP_005845539.1
OG0002055	KAI3424221.1	XP_005845605.1
OG0002056	KAI3424219.1	XP_005845703.1
OG0002057	KAI3423194.1	XP_005845629.1
OG0002058	KAI3423408.1	XP_005845627.1
OG0002059	KAI3424073.1	XP_005845681.1
OG0002060	KAI3424067.1	XP_005845586.1
OG0002061	KAI3424070.1	XP_005845682.1
OG0002062	KAI3423409.1	XP_005842796.1
OG0002063	KAI3424181.1, KAI3424182.1	XP_005845530.1
OG0002064	KAI3424210.1	XP_005845695.1
OG0002065	KAI3424177.1	XP_005845637.1
OG0002066	KAI3424189.1	XP_005845641.1
OG0002067	KAI3424213.1	XP_005845698.1
OG0002068	KAI3427299.1	XP_005843216.1
OG0002069	KAI3427360.1	XP_005843181.1
OG0002070	KAI3427337.1, KAI3427340.1	XP_005843184.1
OG0002071	KAI3427228.1	XP_005848821.1
OG0002072	KAI3427279.1	XP_005848797.1
OG0002073	KAI3427442.1	XP_005843194.1
OG0002074	KAI3427214.1, KAI3427216.1	XP_005848832.1
OG0002075	KAI3427440.1	XP_005843195.1
OG0002076	KAI3430854.1, KAI3430853.1	XP_005844797.1
OG0002077	KAI3430852.1	XP_005844720.1
OG0002078	KAI3430869.1	XP_005844727.1
OG0002079	KAI3430687.1	XP_005844047.1
OG0002080	KAI3430675.1, KAI3430676.1	XP_005844039.1
OG0002081	KAI3430401.1	XP_005844568.1
OG0002082	KAI3430400.1	XP_005844476.1
OG0002083	KAI3430551.1	XP_005843985.1
OG0002084	KAI3430895.1	XP_005844820.1
OG0002085	KAI3430905.1	XP_005842941.1
OG0002086	KAI3430482.1	XP_005843390.1
OG0002087	KAI3429891.1	XP_005851969.1
OG0002088	KAI3430497.1	XP_005843382.1
OG0002089	KAI3430516.1	XP_005843374.1
OG0002090	KAI3428158.1	XP_005850098.1
OG0002091	KAI3430874.1, KAI3430875.1	XP_005844730.1
OG0002092	KAI3430552.1	XP_005844069.1
OG0002092	KAI3430553.1	XP_005844070.1
OG0002093	KAI3430559.1	XP_005843988.1
OG0002094	KAI3430544.1	XP_005843304.1
OG0002095	KAI3430724.1	XP_005842961.1
OG0002096	KAI3430730.1	XP_005842958.1
OG0002097	KAI3430993.1, KAI3430994.1	XP_005842953.1
OG0002098	KAI3431000.1	XP_005842924.1
OG0002099	KAI3430707.1, KAI3430708.1	XP_005844135.1
OG0002100	KAI3430709.1	XP_005844064.1
OG0002101	KAI3430575.1	XP_005844081.1
OG0002102	KAI3430580.1	XP_005844082.1
OG0002103	KAI3431659.1	XP_005844868.1
OG0002104	KAI3426303.1	XP_005848304.1
OG0002106	KAI3426258.1	XP_005848469.1
OG0002107	KAI3426259.1	XP_005848268.1
OG0002108	KAI3431837.1	XP_005843278.1
OG0002110	KAI3426475.1	XP_005848568.1
OG0002111	KAI3432586.1, KAI3432585.1	XP_005849663.1
OG0002112	KAI3426457.1	XP_005848364.1
OG0002113	KAI3426456.1	XP_005848559.1
OG0002114	KAI3426332.1	XP_005848500.1
OG0002115	KAI3426479.1	XP_005848377.1, XP_005848378.1
OG0002116	KAI3427132.1, KAI3433543.1	XP_005851243.1
OG0002117	KAI3426509.1	XP_005848388.1
OG0002118	KAI3437834.1	XP_005847909.1
OG0002119	KAI3426496.1	XP_005848581.1
OG0002120	KAI3424194.1	XP_005845533.1
OG0002122	KAI3423990.1	XP_005843053.1
OG0002123	KAI3430973.1	XP_005842966.1, XP_005850312.1
OG0002124	KAI3426290.1	XP_005843498.1, XP_005848482.1
OG0002125	KAI3426318.1	XP_005848297.1
OG0002126	KAI3426228.1	XP_005848255.1
OG0002127	KAI3426222.1	XP_005848252.1, XP_005848253.1
OG0002128	KAI3438073.1	XP_005846950.1
OG0002129	KAI3438071.1	XP_005847146.1
OG0002130	KAI3438069.1, KAI3438068.1	XP_005846953.1
OG0002131	KAI3438056.1	XP_005846959.1
OG0002133	KAI3438021.1, KAI3438022.1	XP_005847170.1
OG0002134	KAI3438026.1, KAI3438023.1	XP_005846969.1
OG0002135	KAI3438027.1, KAI3438024.1	XP_005847169.1
OG0002136	KAI3438029.1, KAI3438025.1	XP_005847168.1
OG0002137	KAI3438030.1, KAI3438032.1	XP_005846967.1
OG0002138	KAI3437998.1	XP_005847182.1
OG0002139	KAI3438142.1	XP_005849718.1, XP_005846916.1
OG0002140	KAI3438130.1	XP_005847106.1
OG0002141	KAI3438121.1	XP_005846923.1
OG0002142	KAI3437932.1	XP_005847217.1
OG0002143	KAI3437928.1	XP_005847218.1
OG0002144	KAI3437930.1	XP_005847867.1
OG0002145	KAI3437942.1	XP_005842715.1, XP_005847211.1
OG0002146	KAI3437956.1	XP_005847206.1
OG0002147	KAI3437963.1	XP_005847203.1
OG0002148	KAI3437661.1	XP_005848153.1
OG0002149	KAI3437602.1, KAI3437603.1	XP_005848015.1
OG0002150	KAI3437714.1	XP_005848129.1
OG0002151	KAI3437641.1, KAI3437642.1	XP_005848160.1
OG0002152	KAI3437649.1, KAI3437648.1	XP_005847997.1
OG0002153	KAI3437866.1	XP_005847895.1
OG0002154	KAI3437865.1	XP_005848056.1
OG0002156	KAI3437905.1	XP_005848039.1
OG0002157	KAI3437879.1, KAI3437880.1	XP_005848050.1
OG0002158	KAI3425694.1	XP_005847547.1
OG0002159	KAI3425886.1	XP_005847793.1
OG0002160	KAI3425887.1	XP_005847794.1
OG0002161	KAI3425882.1	XP_005847627.1
OG0002162	KAI3430706.1	XP_005844063.1
OG0002163	KAI3425869.1	XP_005847786.1
OG0002164	KAI3425807.1	XP_005847587.1
OG0002165	KAI3425764.1	XP_005847733.1
OG0002166	KAI3425731.1	XP_005847703.1
OG0002167	KAI3425729.1	XP_005847704.1
OG0002168	KAI3425903.1, KAI3425904.1	XP_005847802.1
OG0002169	KAI3425778.1, KAI3425780.1	XP_005847742.1
OG0002170	KAI3426240.1	XP_005848261.1
OG0002171	KAI3425835.1, KAI3425834.1	XP_005847771.1
OG0002172	KAI3426035.1	XP_005847701.1
OG0002173	KAI3426037.1	XP_005847702.1
OG0002174	KAI3426011.1	XP_005847856.1, XP_005851777.1
OG0002175	KAI3425931.1	XP_005847652.1
OG0002176	KAI3425958.1	XP_005847825.1
OG0002177	KAI3424473.1, KAI3424472.1	XP_005843119.1
OG0002178	KAI3424435.1	XP_005843105.1
OG0002179	KAI3424420.1	XP_005843136.1
OG0002180	KAI3429316.1	XP_005851693.1
OG0002181	KAI3424405.1	XP_005843123.1
OG0002182	KAI3424404.1, KAI3424403.1	XP_005843092.1
OG0002183	KAI3424312.1	XP_005843733.1
OG0002184	KAI3424395.1	XP_005843641.1
OG0002190	KAI3429434.1	XP_005852173.1, XP_005852086.1
OG0002192	KAI3438264.1	XP_005847042.1
OG0002192	KAI3430380.1	XP_005844576.1
OG0002193	KAI3424918.1	XP_005845118.1
OG0002194	KAI3437589.1	XP_005848017.1
OG0002195	KAI3430834.1	XP_005844710.1
OG0002196	KAI3432783.1	XP_005844745.1
OG0002197	KAI3423858.1	XP_005846595.1
OG0002198	KAI3436220.1	XP_005845282.1
OG0002199	KAI3435918.1	XP_005846429.1
OG0002200	KAI3430599.1	XP_005844098.1
OG0002201	KAI3430593.1	XP_005844094.1, XP_005844001.1
OG0002203	KAI3425140.1	XP_005845816.1
OG0002204	KAI3425239.1	XP_005845885.1
OG0002205	KAI3431348.1	XP_005850245.1
OG0002206	KAI3431360.1	XP_005846124.1
OG0002207	KAI3431415.1	XP_005846020.1
OG0002208	KAI3431482.1, KAI3431481.1	XP_005846051.1
OG0002209	KAI3431536.1, KAI3431531.1	XP_005846208.1
OG0002210	KAI3431566.1, KAI3431567.1	XP_005844916.1, XP_005845016.1
OG0002211	KAI3431510.1	XP_005846058.1
OG0002212	KAI3431582.1	XP_005844907.1
OG0002213	KAI3431553.1	XP_005844922.1
OG0002214	KAI3428559.1	XP_005847458.1
OG0002214	KAI3428007.1	XP_005850266.1
OG0002215	KAI3428469.1	XP_005847333.1
OG0002216	KAI3431407.1	XP_005846148.1
OG0002217	KAI3428538.1, KAI3428537.1	XP_005847471.1
OG0002219	KAI3426293.1	XP_005848288.1
OG0002219	KAI3426312.1	XP_005848301.1
OG0002220	KAI3425230.1	XP_005845774.1
OG0002220	KAI3434704.1	XP_005848505.1
OG0002221	KAI3426275.1	XP_005848276.1
OG0002222	KAI3426194.1	XP_005848240.1, XP_005848239.1
OG0002223	KAI3426431.1	XP_005848355.1
OG0002224	KAI3424860.1, KAI3424861.1	XP_005845099.1
OG0002225	KAI3424998.1	XP_005846661.1
OG0002226	KAI3424948.1	XP_005842684.1
OG0002227	KAI3424874.1	XP_005845101.1
OG0002228	KAI3424846.1, KAI3424847.1	XP_005845199.1
OG0002230	KAI3426977.1, KAI3426976.1	XP_005848941.1, XP_005848734.1
OG0002231	KAI3436847.1	XP_005850562.1
OG0002232	KAI3438881.1	XP_005849934.1
OG0002233	KAI3428127.1	XP_005852314.1, XP_005852313.1, XP_005850331.1
OG0002234	KAI3428071.1	XP_005850048.1
OG0002235	KAI3428341.1	XP_005850430.1
OG0002235	KAI3428340.1	XP_005850429.1
OG0002236	KAI3428378.1	XP_005850447.1
OG0002237	KAI3433707.1	XP_005851163.1
OG0002238	KAI3438376.1	XP_005848108.1
OG0002239	KAI3426184.1	XP_005848233.1
OG0002240	KAI3434750.1	XP_005849357.1
OG0002241	KAI3434801.1, KAI3434802.1	XP_005849129.1
OG0002242	KAI3434845.1	XP_005849314.1
OG0002242	KAI3434846.1	XP_005849313.1, XP_005849312.1
OG0002243	KAI3434837.1	XP_005849110.1
OG0002245	KAI3433779.1	XP_005851421.1
OG0002247	KAI3433450.1	XP_005851563.1
OG0002248	KAI3433634.1	XP_005851194.1
OG0002249	KAI3429315.1	XP_005851946.1
OG0002250	KAI3439089.1	XP_005843429.1
OG0002250	KAI3439090.1	XP_005848935.1, XP_005843430.1
OG0002251	KAI3436569.1	XP_005850699.1
OG0002252	KAI3438685.1	XP_005849854.1
OG0002253	KAI3424212.1	XP_005845697.1
OG0002254	KAI3436192.1	XP_005845427.1
OG0002255	KAI3436167.1, KAI3436166.1	XP_005845449.1
OG0002256	KAI3436342.1	XP_005842995.1
OG0002257	KAI3435991.1, KAI3435992.1, KAI3435993.1	XP_005846217.1
OG0002258	KAI3424805.1, KAI3424794.1	XP_005845078.1
OG0002259	KAI3435668.1	XP_005846372.1, XP_005846529.1
OG0002261	KAI3429367.1	XP_005852055.1
OG0002263	KAI3429389.1	XP_005851726.1
OG0002264	KAI3424241.1	XP_005845716.1
OG0002265	KAI3430211.1, KAI3436357.1	XP_005843018.1
OG0002266	KAI3429873.1, KAI3429878.1	XP_005852280.1
OG0002267	KAI3429737.1	XP_005851898.1, XP_005851897.1
OG0002268	KAI3429652.1	XP_005845321.1, XP_005851864.1
OG0002269	KAI3429810.1, KAI3429812.1	XP_005851934.1
OG0002270	KAI3429288.1, KAI3429291.1, KAI3429289.1	XP_005852010.1
OG0002271	KAI3429643.1, KAI3429642.1	XP_005852189.1
OG0002272	KAI3432765.1	XP_005843480.1
OG0002274	KAI3432681.1	XP_005843591.1
OG0002275	KAI3423830.1	XP_005846606.1
OG0002275	KAI3427206.1	XP_005848631.1
OG0002276	KAI3424217.1	XP_005845707.1, XP_005845603.1, XP_005845701.1
OG0002277	KAI3430527.1	XP_005843313.1
OG0002278	KAI3424448.1	XP_005843112.1
OG0002281	KAI3430983.1, KAI3430984.1	XP_005847126.1, XP_005842917.1
OG0002283	KAI3425330.1	XP_005845843.1, XP_005849960.1, XP_005846065.1, XP_005843170.1, XP_005850559.1
OG0002284	KAI3434418.1, KAI3434423.1, KAI3434414.1, KAI3434426.1, KAI3434415.1	XP_005844054.1
OG0002286	KAI3432309.1	XP_005849547.1, XP_005844194.1
OG0002287	KAI3424952.1	XP_005846831.1
OG0002288	KAI3437672.1	XP_005847988.1, XP_005847989.1, XP_005847985.1, XP_005847987.1, XP_005847986.1
OG0002289	KAI3429632.1, KAI3436513.1, KAI3432612.1, KAI3432611.1, KAI3432610.1	XP_005850488.1
OG0002290	KAI3433590.1	XP_005851214.1
OG0002300	KAI3432643.1	XP_005843559.1
OG0002301	KAI3425091.1	XP_005846623.1
OG0002302	KAI3425101.1	XP_005846620.1
OG0002303	KAI3425092.1	XP_005846766.1
OG0002304	KAI3425087.1	XP_005846624.1
OG0002305	KAI3425086.1	XP_005846769.1
OG0002307	KAI3425094.1	XP_005846765.1
OG0002308	KAI3425065.1	XP_005846634.1
OG0002309	KAI3425066.1	XP_005846776.1
OG0002310	KAI3429888.1	XP_005851967.1
OG0002311	KAI3425028.1	XP_005846646.1
OG0002313	KAI3425031.1	XP_005846644.1
OG0002315	KAI3424886.1	XP_005845215.1
OG0002316	KAI3425044.1	XP_005846786.1
OG0002317	KAI3425049.1	XP_005846784.1
OG0002318	KAI3430613.1	XP_005844011.1
OG0002319	KAI3425072.1	XP_005846772.1
OG0002320	KAI3425332.1	XP_005845842.1
OG0002321	KAI3425320.1	XP_005845847.1
OG0002322	KAI3425128.1	XP_005845933.1
OG0002323	KAI3425149.1	XP_005845924.1
OG0002324	KAI3425147.1	XP_005845812.1
OG0002325	KAI3425124.1	XP_005845821.1
OG0002326	KAI3432445.1	XP_005842714.1
OG0002327	KAI3424979.1	XP_005846815.1
OG0002329	KAI3425165.1	XP_005845915.1
OG0002330	KAI3438315.1	XP_005847024.1
OG0002331	KAI3425164.1	XP_005845802.1
OG0002332	KAI3425177.1	XP_005845908.1
OG0002333	KAI3425161.1	XP_005845804.1
OG0002334	KAI3425163.1	XP_005845916.1
OG0002335	KAI3425288.1	XP_005845862.1
OG0002336	KAI3425281.1	XP_005845865.1
OG0002337	KAI3425300.1	XP_005845746.1
OG0002338	KAI3425301.1	XP_005845854.1
OG0002339	KAI3425312.1	XP_005845850.1
OG0002340	KAI3425313.1	XP_005845738.1
OG0002341	KAI3425316.1	XP_005845849.1
OG0002342	KAI3425324.1	XP_005845844.1
OG0002343	KAI3432424.1	XP_005844385.1
OG0002344	KAI3425374.1	XP_005845718.1
OG0002345	KAI3425350.1	XP_005845834.1
OG0002346	KAI3428730.1	XP_005847377.1
OG0002347	KAI3425160.1	XP_005845805.1
OG0002348	KAI3425159.1	XP_005845806.1
OG0002349	KAI3425336.1	XP_005845732.1
OG0002350	KAI3430460.1	XP_005843407.1
OG0002351	KAI3430459.1	XP_005843343.1
OG0002352	KAI3436550.1	XP_005844002.1
OG0002353	KAI3430594.1	XP_005844095.1, XP_005843010.1
OG0002354	KAI3430591.1	XP_005843999.1
OG0002355	KAI3430996.1	XP_005842922.1
OG0002356	KAI3430446.1	XP_005843349.1
OG0002357	KAI3430442.1	XP_005843415.1
OG0002358	KAI3430441.1	XP_005843353.1
OG0002359	KAI3430440.1	XP_005843354.1
OG0002360	KAI3430439.1	XP_005843417.1
OG0002361	KAI3430436.1	XP_005842670.1
OG0002362	KAI3430435.1	XP_005844554.1
OG0002363	KAI3430434.1	XP_005844457.1
OG0002365	KAI3430424.1	XP_005844459.1
OG0002366	KAI3430431.1	XP_005844555.1
OG0002367	KAI3430417.1	XP_005844562.1
OG0002368	KAI3430423.1	XP_005844460.1
OG0002369	KAI3430414.1	XP_005844464.1
OG0002370	KAI3430411.1	XP_005844465.1
OG0002371	KAI3430410.1	XP_005844566.1
OG0002372	KAI3430409.1	XP_005844466.1
OG0002374	KAI3430619.1	XP_005844013.1
OG0002376	KAI3430627.1	XP_005844111.1
OG0002377	KAI3430631.1	XP_005844113.1
OG0002378	KAI3430624.1	XP_005844015.1
OG0002379	KAI3430642.1	XP_005844116.1
OG0002380	KAI3430645.1	XP_005844117.1
OG0002381	KAI3430646.1	XP_005844025.1
OG0002382	KAI3430640.1	XP_005844022.1
OG0002383	KAI3424778.1	XP_005845065.1
OG0002384	KAI3430637.1	XP_005844115.1
OG0002385	KAI3437816.1	XP_005848080.1
OG0002386	KAI3430636.1	XP_005844114.1
OG0002387	KAI3430634.1	XP_005844020.1
OG0002388	KAI3430632.1	XP_005844018.1
OG0002389	KAI3430648.1	XP_005844026.1
OG0002390	KAI3436225.1	XP_005845278.1
OG0002391	KAI3430610.1	XP_005844008.1
OG0002392	KAI3430682.1	XP_005844042.1
OG0002393	KAI3430684.1	XP_005844044.1
OG0002394	KAI3430661.1	XP_005844122.1
OG0002395	KAI3430612.1	XP_005844009.1
OG0002396	KAI3428334.1	XP_005850173.1
OG0002397	KAI3430602.1	XP_005844101.1, XP_005844100.1
OG0002398	KAI3430615.1	XP_005844104.1
OG0002399	KAI3430616.1	XP_005844012.1
OG0002400	KAI3431256.1	XP_005845940.1
OG0002401	KAI3430603.1	XP_005844102.1
OG0002402	KAI3430598.1	XP_005844003.1
OG0002403	KAI3430597.1	XP_005844096.1
OG0002404	KAI3430607.1	XP_005844007.1
OG0002405	KAI3432831.1, KAI3432847.1	XP_005844341.1
OG0002407	KAI3430390.1	XP_005844480.1
OG0002408	KAI3430391.1	XP_005842698.1
OG0002409	KAI3430469.1	XP_005843337.1
OG0002410	KAI3430468.1	XP_005843403.1
OG0002411	KAI3430467.1	XP_005843338.1
OG0002412	KAI3430389.1	XP_005844572.1
