Orthogroup	oneline_c_vulgaris_genome_proteins	oneline_A99_genome_proteins
OG0001173	KAI3438150.1, KAI3438153.1, KAI3438151.1, KAI3438152.1	scaffold22.g6045.t1
OG0001174	KAI3427948.1, KAI3427947.1	scaffold22.g6101.t1, scaffold22.g6059.t1
OG0001175	KAI3428069.1	scaffold22.g6061.t1
OG0001176	KAI3427945.1	scaffold22.g6077.t1
OG0001177	KAI3427996.1, KAI3427997.1	scaffold22.g6080.t1
OG0001178	KAI3427960.1	scaffold22.g6086.t1
OG0001179	KAI3425357.1, KAI3431449.1	scaffold22.g6089.t1
OG0001180	KAI3427951.1	scaffold22.g6106.t1
OG0001181	KAI3428059.1, KAI3428060.1	scaffold22.g6111.t1
OG0001182	KAI3427993.1, KAI3438072.1	scaffold22.g6133.t1
OG0001183	KAI3427983.1	scaffold22.g6152.t1
OG0001184	KAI3435634.1	scaffold3.g6162.t1
OG0001185	KAI3435714.1, KAI3435712.1	scaffold3.g6236.t1
OG0001186	KAI3435789.1	scaffold3.g6249.t1
OG0001187	KAI3435754.1	scaffold3.g6271.t1
OG0001188	KAI3435847.1	scaffold3.g6306.t1
OG0001189	KAI3435871.1	scaffold3.g6341.t1, scaffold3.g6331.t1
OG0001190	KAI3425838.1, KAI3426145.1, KAI3426144.1	scaffold3.g6349.t1
OG0001191	KAI3435905.1	scaffold3.g6362.t1
OG0001191	KAI3435904.1	scaffold3.g6370.t1
OG0001192	KAI3435827.1	scaffold3.g6420.t1
OG0001193	KAI3435942.1	scaffold3.g6424.t1
OG0001194	KAI3435948.1, KAI3435949.1	scaffold3.g6425.t1
OG0001195	KAI3436506.1, KAI3436505.1, KAI3436531.1	scaffold3.g6513.t1
OG0001196	KAI3424110.1	scaffold3.g6555.t1
OG0001197	KAI3436021.1, KAI3436022.1	scaffold3.g6601.t1
OG0001198	KAI3432848.1, KAI3432849.1	scaffold2.g6814.t1
OG0001199	KAI3429419.1	scaffold2.g6817.t1, scaffold2.g6816.t1
OG0001200	KAI3432568.1	scaffold2.g6887.t1, scaffold2.g6872.t1
OG0001201	KAI3424267.1	scaffold2.g6892.t1
OG0001202	KAI3424119.1	scaffold2.g6939.t1
OG0001203	KAI3439085.1, KAI3439079.1	scaffold2.g6967.t1
OG0001204	KAI3423413.1, KAI3423414.1	scaffold2.g7007.t1
OG0001205	KAI3424091.1	scaffold2.g7031.t1
OG0001206	KAI3424190.1, KAI3424191.1	scaffold2.g7046.t1, scaffold2.g7038.t1
OG0001207	KAI3427139.1	scaffold2.g7068.t1
OG0001207	KAI3427141.1	scaffold2.g7445.t1
OG0001208	KAI3427393.1	scaffold2.g7120.t1, scaffold2.g7094.t1
OG0001209	KAI3431367.1	scaffold2.g7112.t1
OG0001210	KAI3424980.1	scaffold2.g7128.t1
OG0001211	KAI3427417.1, KAI3427421.1, KAI3427419.1	scaffold2.g7129.t1
OG0001212	KAI3427431.1	scaffold2.g7132.t1
OG0001213	KAI3438012.1	scaffold20.g7629.t1, scaffold20.g7646.t1
OG0001214	KAI3430398.1	scaffold2.g7197.t1
OG0001215	KAI3430896.1	scaffold2.g7208.t1
OG0001216	KAI3430473.1, KAI3430472.1	scaffold2.g7234.t1
OG0001217	KAI3430519.1	scaffold2.g7271.t1
OG0001218	KAI3433708.1	scaffold2.g7299.t1
OG0001219	KAI3426247.1, KAI3426246.1	scaffold2.g7392.t1
OG0001220	KAI3426245.1	scaffold2.g7393.t1
OG0001221	KAI3433295.1	scaffold2.g7424.t1
OG0001222	KAI3426473.1, KAI3426474.1	scaffold2.g7440.t1
OG0001224	KAI3426083.1, KAI3426084.1	scaffold2.g7488.t1
OG0001225	KAI3430660.1	scaffold2.g7509.t1
OG0001226	KAI3426062.1	scaffold2.g7517.t1
OG0001227	KAI3426296.1	scaffold28.g7563.t1
OG0001228	KAI3426299.1	scaffold28.g7564.t1
OG0001229	KAI3426242.1	scaffold28.g7573.t1
OG0001230	KAI3426254.1	scaffold28.g7575.t1
OG0001232	KAI3434732.1, KAI3434730.1	scaffold20.g7628.t1
OG0001233	KAI3438042.1	scaffold20.g7641.t1
OG0001234	KAI3438015.1	scaffold20.g7648.t1
OG0001235	KAI3438036.1	scaffold20.g7670.t1
OG0001236	KAI3437989.1	scaffold20.g7689.t1
OG0001237	KAI3437984.1, KAI3437983.1	scaffold20.g7698.t1
OG0001238	KAI3438122.1	scaffold20.g7724.t1
OG0001239	KAI3437957.1	scaffold20.g7760.t1
OG0001240	KAI3437967.1	scaffold20.g7769.t1
OG0001241	KAI3430666.1	scaffold20.g7774.t1, scaffold20.g7775.t1
OG0001243	KAI3437724.1	scaffold20.g7795.t1
OG0001244	KAI3427019.1	scaffold20.g7809.t1
OG0001245	KAI3437846.1	scaffold20.g7830.t1
OG0001246	KAI3425888.1	scaffold12.g7920.t1
OG0001247	KAI3425740.1	scaffold12.g7936.t1
OG0001248	KAI3425746.1	scaffold12.g7939.t1
OG0001249	KAI3425760.1	scaffold12.g7954.t1
OG0001250	KAI3425797.1, KAI3425798.1	scaffold12.g7976.t1
OG0001251	KAI3425856.1	scaffold12.g7986.t1
OG0001252	KAI3425860.1, KAI3425861.1	scaffold12.g7994.t1
OG0001253	KAI3425944.1	scaffold12.g8002.t1
OG0001254	KAI3425899.1	scaffold12.g8012.t1
OG0001255	KAI3425910.1	scaffold12.g8017.t1
OG0001256	KAI3425774.1	scaffold12.g8033.t1
OG0001257	KAI3425781.1, KAI3425779.1	scaffold12.g8034.t1
OG0001258	KAI3425788.1	scaffold12.g8036.t1
OG0001259	KAI3425971.1	scaffold12.g8102.t1
OG0001260	KAI3426024.1	scaffold12.g8118.t1
OG0001261	KAI3425966.1, KAI3425967.1, KAI3425965.1	scaffold12.g8142.t1
OG0001262	KAI3424447.1, KAI3432260.1, KAI3432259.1	scaffold12.g8181.t1
OG0001264	KAI3424362.1	scaffold12.g8212.t1
OG0001265	KAI3424389.1	scaffold12.g8224.t1
OG0001266	KAI3424360.1	scaffold12.g8247.t1, scaffold12.g8245.t1, scaffold12.g8246.t1
OG0001267	KAI3424280.1	scaffold12.g8284.t1
OG0001315	KAI3425085.1	scaffold16.g9.t1
OG0001316	KAI3430721.1	scaffold16.g11.t1, scaffold2.g7300.t1
OG0001317	KAI3426012.1	scaffold12.g8131.t1, scaffold16.g18.t1
OG0001318	KAI3425064.1	scaffold16.g19.t1
OG0001319	KAI3425069.1	scaffold16.g20.t1
OG0001320	KAI3425055.1, KAI3425054.1	scaffold16.g31.t1
OG0001321	KAI3424887.1	scaffold16.g33.t1
OG0001322	KAI3425077.1	scaffold16.g40.t1
OG0001323	KAI3425074.1	scaffold26.g3348.t1, scaffold16.g45.t1
OG0001324	KAI3425070.1	scaffold16.g52.t1
OG0001325	KAI3438435.1	scaffold16.g53.t1, scaffold4.g4731.t1
OG0001326	KAI3438079.1	scaffold16.g67.t1
OG0001327	KAI3425174.1	scaffold16.g74.t1
OG0001328	KAI3425170.1	scaffold16.g78.t1
OG0001330	KAI3425176.1	scaffold16.g89.t1
OG0001331	KAI3425307.1	scaffold16.g91.t1
OG0001332	KAI3424841.1	scaffold2.g7174.t1, scaffold16.g110.t1
OG0001333	KAI3425244.1	scaffold16.g117.t1
OG0001334	KAI3425122.1	scaffold16.g141.t1, scaffold20.g7850.t1
OG0001335	KAI3431827.1	scaffold16.g158.t1
OG0001336	KAI3425337.1	scaffold16.g160.t1
OG0001337	KAI3430447.1	scaffold13.g181.t1
OG0001338	KAI3430429.1, KAI3430426.1	scaffold13.g198.t1
OG0001339	KAI3430425.1	scaffold13.g200.t1
OG0001340	KAI3437586.1	scaffold19.g1755.t1, scaffold13.g211.t1
OG0001341	KAI3433289.1	scaffold13.g219.t1
OG0001342	KAI3438039.1	scaffold20.g7643.t1, scaffold13.g241.t1
OG0001343	KAI3438168.1	scaffold13.g243.t1
OG0001344	KAI3429450.1	scaffold9.g3062.t1
OG0001345	KAI3435818.1	scaffold3.g6411.t1
OG0001345	KAI3427994.1	scaffold13.g264.t1
OG0001346	KAI3430608.1, KAI3430609.1	scaffold13.g267.t1
OG0001347	KAI3428711.1	scaffold13.g270.t1, scaffold9.g3271.t1
OG0001348	KAI3430383.1	scaffold13.g312.t1
OG0001349	KAI3436833.1	scaffold13.g327.t1, scaffold13.g314.t1
OG0001350	KAI3430379.1	scaffold8.g1661.t1, scaffold13.g322.t1
OG0001351	KAI3430350.1	scaffold13.g331.t1
OG0001352	KAI3428471.1, KAI3428468.1	scaffold13.g333.t1
OG0001353	KAI3430333.1	scaffold13.g337.t1
OG0001354	KAI3430346.1	scaffold13.g344.t1
OG0001355	KAI3430323.1	scaffold13.g345.t1
OG0001356	KAI3430306.1	scaffold13.g351.t1
OG0001357	KAI3430287.1	scaffold13.g367.t1
OG0001358	KAI3430272.1	scaffold13.g383.t1, scaffold6.g2612.t1
OG0001359	KAI3430260.1	scaffold13.g396.t1
OG0001360	KAI3430262.1, KAI3430330.1	scaffold13.g397.t1
OG0001361	KAI3430256.1, KAI3430254.1	scaffold13.g399.t1
OG0001362	KAI3430216.1	scaffold13.g420.t1
OG0001363	KAI3428192.1	scaffold17.g426.t1
OG0001364	KAI3431727.1	scaffold17.g430.t1
OG0001365	KAI3431790.1	scaffold17.g440.t1
OG0001366	KAI3431784.1, KAI3431785.1	scaffold17.g443.t1
OG0001367	KAI3431751.1	scaffold17.g451.t1
OG0001368	KAI3431801.1, KAI3424777.1	scaffold17.g467.t1
OG0001369	KAI3431813.1	scaffold17.g485.t1
OG0001370	KAI3431811.1	scaffold17.g486.t1
OG0001371	KAI3423129.1, KAI3431825.1	scaffold17.g488.t1
OG0001372	KAI3431852.1	scaffold17.g496.t1
OG0001373	KAI3431856.1	scaffold17.g500.t1
OG0001374	KAI3429312.1, KAI3426181.1	scaffold17.g503.t1
OG0001375	KAI3438809.1	scaffold6.g2782.t1, scaffold17.g505.t1
OG0001376	KAI3431646.1	scaffold17.g508.t1
OG0001377	KAI3438749.1	scaffold5.g751.t1, scaffold17.g518.t1
OG0001378	KAI3429700.1	scaffold11.g3974.t1, scaffold17.g540.t1
OG0001379	KAI3431655.1	scaffold17.g544.t1
OG0001380	KAI3431674.1, KAI3431675.1	scaffold17.g555.t1
OG0001381	KAI3431667.1	scaffold17.g559.t1
OG0001382	KAI3431683.1	scaffold17.g565.t1
OG0001383	KAI3431697.1, KAI3431698.1	scaffold17.g570.t1
OG0001384	KAI3431627.1, KAI3431626.1	scaffold17.g587.t1
OG0001385	KAI3431603.1	scaffold17.g601.t1
OG0001386	KAI3438966.1	scaffold5.g606.t1
OG0001387	KAI3430799.1	scaffold5.g615.t1
OG0001389	KAI3438929.1	scaffold5.g644.t1
OG0001390	KAI3438926.1	scaffold5.g647.t1
OG0001391	KAI3438934.1	scaffold5.g655.t1
OG0001392	KAI3439000.1	scaffold5.g678.t1
OG0001393	KAI3439009.1	scaffold5.g681.t1
OG0001394	KAI3438996.1	scaffold5.g689.t1
OG0001395	KAI3438985.1, KAI3438984.1	scaffold5.g700.t1
OG0001396	KAI3438923.1, KAI3438924.1	scaffold5.g706.t1
OG0001397	KAI3438925.1	scaffold1.g5833.t1, scaffold5.g707.t1
OG0001399	KAI3438759.1	scaffold5.g742.t1
OG0001401	KAI3430561.1	scaffold12.g7908.t1, scaffold5.g757.t1, scaffold12.g7909.t1, scaffold2.g7297.t1
OG0001402	KAI3438905.1, KAI3438906.1	scaffold5.g783.t1
OG0001403	KAI3438885.1	scaffold5.g787.t1
OG0001404	KAI3424175.1, KAI3438878.1	scaffold5.g794.t1
OG0001405	KAI3438889.1	scaffold5.g801.t1
OG0001406	KAI3429326.1	scaffold5.g809.t1
OG0001407	KAI3429243.1	scaffold5.g813.t1, scaffold1.g5779.t1, scaffold9.g3043.t1
OG0001408	KAI3438898.1	scaffold5.g821.t1
OG0001409	KAI3438692.1	scaffold5.g822.t1
OG0001410	KAI3438698.1	scaffold5.g828.t1
OG0001411	KAI3438697.1	scaffold5.g829.t1
OG0001412	KAI3438679.1	scaffold9.g3178.t1, scaffold5.g832.t1
OG0001413	KAI3433477.1	scaffold5.g845.t1
OG0001414	KAI3438662.1	scaffold5.g847.t1
OG0001415	KAI3438739.1	scaffold5.g853.t1
OG0001416	KAI3432285.1	scaffold5.g887.t1
OG0001417	KAI3438722.1	scaffold5.g896.t1
OG0001418	KAI3436674.1	scaffold6.g2871.t1, scaffold5.g899.t1
OG0001419	KAI3438841.1	scaffold5.g901.t1
OG0001420	KAI3438844.1	scaffold5.g903.t1
OG0001421	KAI3434848.1	scaffold2.g7067.t1, scaffold5.g904.t1
OG0001422	KAI3438704.1	scaffold5.g918.t1
OG0001423	KAI3438702.1	scaffold5.g919.t1, scaffold31.g3801.t1
OG0001424	KAI3431836.1	scaffold5.g920.t1
OG0001425	KAI3438137.1	scaffold5.g940.t1, scaffold20.g7707.t1
OG0001426	KAI3438655.1	scaffold5.g969.t1
OG0001427	KAI3438161.1, KAI3438610.1	scaffold5.g973.t1
OG0001428	KAI3438599.1	scaffold5.g984.t1
OG0001429	KAI3423835.1, KAI3432241.1	scaffold5.g994.t1
OG0001430	KAI3431657.1	scaffold5.g996.t1
OG0001431	KAI3438590.1	scaffold5.g1003.t1
OG0001432	KAI3428633.1	scaffold5.g1009.t1
OG0001433	KAI3426872.1	scaffold14.g1023.t1
OG0001435	KAI3425954.1	scaffold14.g1032.t1
OG0001436	KAI3426840.1, KAI3426839.1	scaffold14.g1034.t1
OG0001438	KAI3426859.1	scaffold14.g1052.t1
OG0001439	KAI3426923.1	scaffold14.g1061.t1
OG0001440	KAI3426927.1	scaffold14.g1081.t1
OG0001441	KAI3436295.1	scaffold14.g1096.t1
OG0001442	KAI3426943.1	scaffold14.g1104.t1
OG0001443	KAI3426959.1	scaffold14.g1108.t1
OG0001444	KAI3426960.1	scaffold14.g1110.t1
OG0001445	KAI3428365.1	scaffold12.g8067.t1, scaffold14.g1119.t1
OG0001446	KAI3427020.1	scaffold14.g1129.t1
OG0001447	KAI3424907.1	scaffold14.g1135.t1, scaffold42.g4476.t1
OG0001448	KAI3427027.1	scaffold14.g1147.t1
OG0001449	KAI3427016.1	scaffold14.g1154.t1
OG0001450	KAI3427009.1	scaffold43.g4490.t1, scaffold14.g1156.t1
OG0001451	KAI3427011.1	scaffold32.g3807.t1
OG0001452	KAI3426985.1, KAI3426988.1	scaffold14.g1164.t1
OG0001453	KAI3426971.1	scaffold14.g1170.t1
OG0001454	KAI3427000.1	scaffold14.g1173.t1
OG0001455	KAI3426999.1	scaffold14.g1174.t1
OG0001456	KAI3427127.1	scaffold14.g1190.t1
OG0001457	KAI3426962.1	scaffold14.g1200.t1
OG0001458	KAI3427062.1, KAI3427035.1	scaffold14.g1202.t1
OG0001459	KAI3433423.1	scaffold14.g1222.t1
OG0001460	KAI3427097.1	scaffold14.g1223.t1
OG0001461	KAI3427134.1	scaffold14.g1233.t1
OG0001462	KAI3427043.1	scaffold14.g1251.t1
OG0001463	KAI3427042.1	scaffold14.g1252.t1
OG0001464	KAI3429595.1	scaffold14.g1269.t1
OG0001465	KAI3427167.1	scaffold14.g1274.t1
OG0001466	KAI3427161.1	scaffold14.g1287.t1
OG0001467	KAI3427195.1	scaffold14.g1292.t1
OG0001468	KAI3427186.1	scaffold14.g1293.t1, scaffold14.g1327.t1
OG0001469	KAI3434461.1	scaffold14.g1298.t1
OG0001470	KAI3425232.1	scaffold14.g1306.t1
OG0001471	KAI3427154.1	scaffold14.g1309.t1
OG0001472	KAI3427185.1	scaffold14.g1311.t1
OG0001473	KAI3427250.1	scaffold14.g1314.t1
OG0001474	KAI3427169.1	scaffold14.g1320.t1
OG0001475	KAI3427412.1	scaffold14.g1342.t1
OG0001476	KAI3436796.1, KAI3436797.1	scaffold8.g1354.t1
OG0001477	KAI3436744.1	scaffold8.g1378.t1
OG0001478	KAI3436792.1	scaffold8.g1391.t1
OG0001479	KAI3436848.1	scaffold8.g1408.t1
OG0001480	KAI3436707.1	scaffold8.g1411.t1
OG0001481	KAI3436779.1, KAI3436780.1	scaffold8.g1424.t1
OG0001482	KAI3436781.1	scaffold8.g1428.t1, scaffold8.g1426.t1
OG0001483	KAI3436765.1	scaffold6.g2705.t1, scaffold8.g1437.t1
OG0001484	KAI3436865.1	scaffold8.g1464.t1
OG0001485	KAI3435484.1, KAI3435483.1	scaffold8.g1473.t1
OG0001486	KAI3435490.1	scaffold8.g1478.t1
OG0001487	KAI3435493.1	scaffold8.g1481.t1
OG0001488	KAI3435504.1	scaffold8.g1488.t1
OG0001489	KAI3435525.1	scaffold26.g3316.t1, scaffold8.g1516.t1
OG0001490	KAI3435531.1, KAI3435530.1	scaffold8.g1520.t1
OG0001491	KAI3435572.1	scaffold8.g1549.t1
OG0001492	KAI3435617.1, KAI3435618.1	scaffold8.g1551.t1
OG0001493	KAI3433300.1	scaffold1.g5764.t1, scaffold8.g1580.t1
OG0001494	KAI3427198.1	scaffold8.g1582.t1
OG0001495	KAI3433845.1	scaffold8.g1588.t1
OG0001496	KAI3424423.1	scaffold8.g1590.t1
OG0001497	KAI3434482.1	scaffold8.g1603.t1
OG0001498	KAI3434403.1	scaffold8.g1605.t1, scaffold8.g1608.t1
OG0001499	KAI3434521.1, KAI3434515.1	scaffold8.g1613.t1
OG0001500	KAI3425184.1	scaffold24.g2921.t1, scaffold8.g1619.t1
OG0001501	KAI3434467.1	scaffold8.g1620.t1
OG0001502	KAI3434560.1	scaffold8.g1628.t1
OG0001503	KAI3423434.1	scaffold8.g1645.t1, scaffold8.g1657.t1, scaffold8.g1636.t1, scaffold8.g1723.t1
OG0001504	KAI3434485.1	scaffold8.g1655.t1
OG0001505	KAI3430445.1	scaffold8.g1659.t1
OG0001506	KAI3428251.1	scaffold8.g1678.t1
OG0001507	KAI3434536.1	scaffold8.g1697.t1
OG0001509	KAI3437549.1	scaffold6.g2721.t1
OG0001510	KAI3437551.1	scaffold19.g1760.t1
OG0001511	KAI3437779.1	scaffold19.g1762.t1
OG0001512	KAI3437763.1	scaffold19.g1777.t1
OG0001513	KAI3437588.1	scaffold19.g1779.t1
OG0001514	KAI3437782.1	scaffold19.g1786.t1
OG0001515	KAI3432435.1	scaffold19.g1787.t1
OG0001516	KAI3437694.1	scaffold19.g1808.t1
OG0001517	KAI3437686.1	scaffold19.g1815.t1
OG0001518	KAI3437684.1	scaffold19.g1817.t1
OG0001519	KAI3437728.1	scaffold19.g1826.t1, scaffold3.g6614.t1
OG0001520	KAI3437794.1	scaffold19.g1854.t1
OG0001521	KAI3437617.1	scaffold19.g1867.t1
OG0001522	KAI3428816.1	scaffold18.g1883.t1
OG0001524	KAI3428776.1	scaffold18.g1913.t1
OG0001525	KAI3428833.1	scaffold18.g1919.t1
OG0001526	KAI3428108.1	scaffold18.g1932.t1
OG0001527	KAI3424875.1	scaffold18.g1934.t1
OG0001528	KAI3428097.1	scaffold18.g1948.t1
OG0001529	KAI3428124.1	scaffold18.g1956.t1
OG0001530	KAI3428167.1, KAI3428168.1	scaffold18.g1964.t1
OG0001531	KAI3428173.1	scaffold18.g1965.t1
OG0001532	KAI3428175.1	scaffold18.g1966.t1, scaffold3.g6263.t1
OG0001533	KAI3428154.1	scaffold18.g1968.t1
OG0001534	KAI3428153.1	scaffold18.g1969.t1
OG0001535	KAI3428772.1	scaffold18.g1975.t1
OG0001536	KAI3423427.1	scaffold2.g7058.t1, scaffold18.g2005.t1
OG0001537	KAI3432584.1	scaffold18.g2018.t1
OG0001538	KAI3428230.1	scaffold18.g2019.t1
OG0001540	KAI3428115.1	scaffold18.g2039.t1
OG0001541	KAI3428250.1	scaffold18.g2044.t1
OG0001542	KAI3428017.1	scaffold18.g2059.t1
OG0001543	KAI3428088.1, KAI3428087.1	scaffold18.g2066.t1
OG0001544	KAI3438222.1	scaffold21.g2097.t1
OG0001545	KAI3437980.1	scaffold21.g2115.t1
OG0001546	KAI3437972.1	scaffold21.g2121.t1
OG0001547	KAI3437969.1	scaffold21.g2122.t1
OG0001548	KAI3438095.1	scaffold21.g2128.t1
OG0001549	KAI3424764.1, KAI3424765.1	scaffold21.g2151.t1
OG0001550	KAI3423818.1	scaffold21.g2161.t1
OG0001551	KAI3429598.1	scaffold11.g3925.t1, scaffold21.g2164.t1
OG0001552	KAI3424921.1	scaffold21.g2169.t1, scaffold21.g2165.t1
OG0001553	KAI3424920.1	scaffold21.g2168.t1
OG0001554	KAI3424922.1	scaffold21.g2170.t1
OG0001555	KAI3424941.1, KAI3424942.1	scaffold21.g2180.t1
OG0001556	KAI3424704.1, KAI3424705.1	scaffold21.g2217.t1
OG0001557	KAI3431264.1	scaffold10.g2231.t1
OG0001558	KAI3431263.1	scaffold10.g2232.t1
OG0001559	KAI3433502.1	scaffold1.g5656.t1, scaffold10.g2233.t1
OG0001561	KAI3431281.1	scaffold10.g2238.t1
OG0001562	KAI3431275.1	scaffold10.g2241.t1
OG0001563	KAI3431258.1	scaffold10.g2243.t1
OG0001564	KAI3431467.1	scaffold10.g2259.t1
OG0001565	KAI3431469.1	scaffold10.g2260.t1
OG0001567	KAI3431465.1	scaffold10.g2262.t1
OG0001568	KAI3424208.1	scaffold2.g7035.t1, scaffold10.g2289.t1
OG0001569	KAI3431301.1	scaffold10.g2291.t1
OG0001570	KAI3431314.1	scaffold10.g2294.t1
OG0001571	KAI3431723.1	scaffold10.g2300.t1
OG0001572	KAI3431332.1	scaffold10.g2312.t1
OG0001573	KAI3431384.1	scaffold10.g2318.t1
OG0001574	KAI3423187.1, KAI3431380.1	scaffold10.g2323.t1
OG0001575	KAI3431438.1	scaffold10.g2330.t1
OG0001576	KAI3431423.1	scaffold10.g2331.t1
OG0001577	KAI3425351.1	scaffold10.g2338.t1
OG0001578	KAI3431421.1	scaffold10.g2344.t1, scaffold12.g8004.t1
OG0001579	KAI3424126.1, KAI3424127.1	scaffold10.g2354.t1, scaffold10.g2353.t1
OG0001581	KAI3431405.1	scaffold10.g2365.t1
OG0001582	KAI3431427.1	scaffold10.g2366.t1
OG0001583	KAI3431396.1, KAI3431395.1	scaffold10.g2374.t1
OG0001584	KAI3431394.1	scaffold10.g2375.t1
OG0001585	KAI3424687.1	scaffold10.g2376.t1
OG0001586	KAI3431459.1	scaffold10.g2379.t1
OG0001587	KAI3435002.1	scaffold7.g3393.t1, scaffold10.g2390.t1
OG0001588	KAI3431587.1, KAI3431586.1	scaffold10.g2434.t1
OG0001589	KAI3431563.1	scaffold10.g2446.t1
OG0001590	KAI3431556.1	scaffold10.g2450.t1
OG0001591	KAI3431543.1	scaffold10.g2469.t1
OG0001592	KAI3431544.1	scaffold10.g2478.t1
OG0001593	KAI3430863.1	scaffold1.g5830.t1, scaffold10.g2490.t1
OG0001594	KAI3430740.1, KAI3430741.1	scaffold10.g2494.t1
OG0001595	KAI3438269.1	scaffold6.g2499.t1
OG0001596	KAI3428673.1	scaffold1.g5291.t1, scaffold6.g2502.t1
OG0001597	KAI3432644.1	scaffold6.g2503.t1
OG0001598	KAI3432672.1	scaffold6.g2505.t1
OG0001599	KAI3438307.1, KAI3438306.1	scaffold6.g2513.t1
OG0001600	KAI3432626.1	scaffold6.g2525.t1
OG0001601	KAI3424192.1	scaffold43.g4488.t1, scaffold6.g2529.t1
OG0001602	KAI3438319.1	scaffold6.g2532.t1
OG0001603	KAI3432618.1	scaffold6.g2536.t1
OG0001604	KAI3432606.1	scaffold6.g2554.t1
OG0001605	KAI3428748.1, KAI3428747.1	scaffold6.g2566.t1
OG0001606	KAI3428750.1	scaffold6.g2568.t1, scaffold7.g3497.t1
OG0001607	KAI3428288.1	scaffold6.g2584.t1
OG0001608	KAI3428255.1	scaffold6.g2588.t1
OG0001609	KAI3428277.1	scaffold4.g4996.t1, scaffold6.g2591.t1
OG0001610	KAI3428268.1	scaffold6.g2592.t1
OG0001611	KAI3428305.1	scaffold6.g2604.t1
OG0001612	KAI3438705.1, KAI3434473.1, KAI3432805.1, KAI3432433.1	scaffold6.g2623.t1
OG0001613	KAI3436839.1	scaffold6.g2625.t1
OG0001614	KAI3438172.1	scaffold6.g2629.t1
OG0001615	KAI3436845.1	scaffold6.g2635.t1
OG0001616	KAI3436846.1	scaffold6.g2636.t1
OG0001617	KAI3428667.1	scaffold6.g2648.t1
OG0001618	KAI3436663.1	scaffold25.g5089.t1, scaffold6.g2653.t1
OG0001619	KAI3436684.1, KAI3436683.1	scaffold6.g2668.t1
OG0001620	KAI3436588.1	scaffold6.g2669.t1
OG0001621	KAI3436524.1	scaffold6.g2708.t1
OG0001622	KAI3436461.1	scaffold6.g2713.t1
OG0001623	KAI3428029.1, KAI3428030.1	scaffold6.g2718.t1
OG0001624	KAI3424987.1	scaffold30.g4450.t1, scaffold6.g2719.t1
OG0001625	KAI3436634.1	scaffold6.g2741.t1
OG0001626	KAI3436633.1	scaffold6.g2743.t1
OG0001628	KAI3436615.1	scaffold6.g2761.t1
OG0001630	KAI3436709.1	scaffold6.g2781.t1
OG0001632	KAI3436576.1	scaffold6.g2823.t1
OG0001633	KAI3433346.1	scaffold6.g2836.t1
OG0001634	KAI3430453.1	scaffold6.g2844.t1, scaffold28.g7578.t1
OG0001635	KAI3428721.1	scaffold6.g2856.t1
OG0001636	KAI3430860.1	scaffold6.g2870.t1
OG0001638	KAI3436715.1	scaffold6.g2878.t1
OG0001639	KAI3436445.1	scaffold6.g2895.t1, scaffold12.g7914.t1
OG0001640	KAI3436434.1	scaffold6.g2901.t1
OG0001641	KAI3438629.1	scaffold6.g2903.t1
OG0001642	KAI3436415.1	scaffold6.g2904.t1
OG0001643	KAI3436388.1	scaffold6.g2916.t1
OG0001644	KAI3425695.1	scaffold24.g2923.t1
OG0001645	KAI3425220.1	scaffold24.g2959.t1
OG0001646	KAI3425195.1	scaffold24.g2976.t1
OG0001646	KAI3425196.1	scaffold24.g2973.t1
OG0001648	KAI3429290.1, KAI3429292.1	scaffold9.g2994.t1
OG0001649	KAI3429283.1	scaffold9.g2996.t1
OG0001650	KAI3429296.1	scaffold9.g3007.t1
OG0001651	KAI3425762.1	scaffold9.g3021.t1
OG0001653	KAI3429318.1	scaffold9.g3033.t1
OG0001654	KAI3429276.1	scaffold9.g3041.t1
OG0001655	KAI3427232.1	scaffold9.g3099.t1, scaffold9.g3105.t1
OG0001656	KAI3429498.1	scaffold9.g3109.t1
OG0001657	KAI3428437.1	scaffold9.g3117.t1, scaffold4.g4925.t1
OG0001659	KAI3429382.1	scaffold9.g3127.t1
OG0001660	KAI3429523.1, KAI3429522.1	scaffold9.g3163.t1
OG0001661	KAI3429520.1	scaffold9.g3167.t1
OG0001662	KAI3429516.1	scaffold9.g3171.t1
OG0001663	KAI3429385.1	scaffold9.g3179.t1
OG0001664	KAI3429359.1	scaffold9.g3183.t1
OG0001665	KAI3429351.1	scaffold9.g3188.t1
OG0001666	KAI3429348.1	scaffold9.g3192.t1
OG0001667	KAI3429333.1	scaffold2.g7114.t1, scaffold9.g3202.t1
OG0001668	KAI3424111.1	scaffold9.g3203.t1, scaffold9.g3204.t1
OG0001669	KAI3429300.1, KAI3429299.1	scaffold9.g3212.t1
OG0001670	KAI3429309.1	scaffold9.g3222.t1
OG0001671	KAI3429310.1	scaffold9.g3223.t1
OG0001672	KAI3429236.1, KAI3429264.1	scaffold9.g3227.t1
OG0001673	KAI3429263.1	scaffold9.g3234.t1
OG0001674	KAI3429631.1, KAI3429633.1	scaffold9.g3235.t1
OG0001675	KAI3429588.1	scaffold9.g3241.t1
OG0001676	KAI3429270.1	scaffold9.g3244.t1
OG0001677	KAI3426116.1	scaffold9.g3249.t1, scaffold2.g6781.t1
OG0001678	KAI3438155.1, KAI3438156.1	scaffold9.g3270.t1
OG0001679	KAI3429781.1	scaffold9.g3288.t1
