0_0: scaffold16.g1.t1
1_4311: PRW50823.1 hypothetical protein C2E21_5559 [Chlorella sorokiniana]
1_4312: PRW50824.1 RAN GTPase-activating 1 [Chlorella sorokiniana]
1_4313: PRW50825.1 hypothetical protein C2E21_5552 [Chlorella sorokiniana]
1_4314: PRW50826.1 WD-40 repeat-containing [Chlorella sorokiniana]
1_4315: PRW50827.1 glycoside hydrolase [Chlorella sorokiniana]
1_4316: PRW50828.1 Vesicle-associated 1-2 [Chlorella sorokiniana]
1_4317: PRW50829.1 non-ribosomal peptide synthetase [Chlorella sorokiniana]
1_4318: PRW50830.1 WD40 repeat isoform B [Chlorella sorokiniana]
1_4319: PRW50831.1 WD40 repeat isoform A [Chlorella sorokiniana]
1_4320: PRW50832.1 transcription termination factor mitochondrial [Chlorella sorokiniana]
1_4321: PRW50833.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
1_4322: PRW50834.1 Transcription initiation factor TFIID subunit 13 [Chlorella sorokiniana]
1_4323: PRW50835.1 U3 small nucleolar RNA-associated 14-like protein A [Chlorella sorokiniana]
1_4324: PRW50836.1 UDP-galactose transporter 2-like [Chlorella sorokiniana]
1_4325: PRW50837.1 putative mannitol dehydrogenase [Chlorella sorokiniana]
1_4326: PRW50838.1 ubiquitin carboxyl-terminal hydrolase 18-like [Chlorella sorokiniana]
1_4327: PRW50839.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
1_4328: PRW50840.1 transcription elongation factor A 2-like [Chlorella sorokiniana]
1_4329: PRW50841.1 hypothetical protein C2E21_5521 [Chlorella sorokiniana]
1_4330: PRW50842.1 tubulin-specific chaperone E [Chlorella sorokiniana]
1_4331: PRW50843.1 Translational activator GCN1 isoform A [Chlorella sorokiniana]
1_4332: PRW50844.1 Translational activator GCN1 isoform B [Chlorella sorokiniana]
1_4333: PRW50845.1 mitochondrial import inner membrane translocase subunit tim16-like isoform A [Chlorella sorokiniana]
1_4334: PRW50846.1 mitochondrial import inner membrane translocase subunit tim16-like isoform B [Chlorella sorokiniana]
1_4335: PRW50847.1 signal recognition particle-docking [Chlorella sorokiniana]
1_4336: PRW50848.1 DNA repair [Chlorella sorokiniana]
1_4337: PRW50849.1 CAS1 domain-containing 1 [Chlorella sorokiniana]
1_4338: PRW50850.1 arginine N-methyltransferase 2 [Chlorella sorokiniana]
1_4339: PRW50851.1 GPR1 FUN34 yaaH family [Chlorella sorokiniana]
1_4340: PRW50852.1 ferredoxin-NADP+ reductase [Chlorella sorokiniana]
1_4341: PRW50853.1 peptide methionine sulfoxide reductase [Chlorella sorokiniana]
1_4342: PRW50854.1 serine threonine- kinase isoform B [Chlorella sorokiniana]
1_4343: PRW50855.1 serine threonine- kinase isoform A [Chlorella sorokiniana]
1_4344: PRW50856.1 flagellar motor rotation isoform A [Chlorella sorokiniana]
1_4345: PRW50857.1 flagellar motor rotation isoform B [Chlorella sorokiniana]
1_4346: PRW50858.1 26S proteasome non-ATPase regulatory subunit 12 [Chlorella sorokiniana]
1_4347: PRW50859.1 growth arrest-specific 8 [Chlorella sorokiniana]
1_4348: PRW50860.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
1_4349: PRW50861.1 putative trans-2-enoyl- mitochondrial [Chlorella sorokiniana]
1_4350: PRW50862.1 ribose-phosphate pyrophosphokinase isoform A [Chlorella sorokiniana]
1_4351: PRW50863.1 ribose-phosphate pyrophosphokinase isoform B [Chlorella sorokiniana]
1_4352: PRW50864.1 ribose-phosphate pyrophosphokinase isoform C [Chlorella sorokiniana]
1_4353: PRW50865.1 leucine-rich repeat-containing [Chlorella sorokiniana]
1_4354: PRW50866.1 glycoside hydrolase family 20 isoform B [Chlorella sorokiniana]
1_4355: PRW50867.1 glycoside hydrolase family 20 isoform A [Chlorella sorokiniana]
1_4356: PRW50868.1 200 kDa antigen p200 [Chlorella sorokiniana]
1_4357: PRW50869.1 glycogen-branching enzyme [Chlorella sorokiniana]
1_4358: PRW50870.1 ubiquitin-conjugating enzyme E2 T [Chlorella sorokiniana]
1_4359: PRW50871.1 Granule-bound starch synthase chloroplastic amyloplastic [Chlorella sorokiniana]
1_4360: PRW50872.1 hypothetical protein C2E21_5372 [Chlorella sorokiniana]
1_4361: PRW50873.1 mechanosensitive ion channel isoform B [Chlorella sorokiniana]
1_4362: PRW50874.1 mechanosensitive ion channel isoform A [Chlorella sorokiniana]
1_4363: PRW50875.1 putative beta-D-xylosidase 7 [Chlorella sorokiniana]
1_4364: PRW50876.1 hypothetical protein C2E21_5684 [Chlorella sorokiniana]
1_4365: PRW50877.1 ADP-ribosylation Crystallin J1 [Chlorella sorokiniana]
1_4366: PRW50878.1 iron-sulfur cluster assembly isoform A [Chlorella sorokiniana]
1_4367: PRW50879.1 iron-sulfur cluster assembly isoform B [Chlorella sorokiniana]
1_4368: PRW50880.1 GPR1 FUN34 family [Chlorella sorokiniana]
1_4369: PRW50881.1 GTP cyclohydrolase II [Chlorella sorokiniana]
1_4370: PRW50882.1 H ACA ribonucleo complex subunit 3 [Chlorella sorokiniana]
1_4371: PRW50883.1 vacuolar-sorting receptor 3-like [Chlorella sorokiniana]
1_4372: PRW50884.1 flagellar basal body [Chlorella sorokiniana]
1_4373: PRW50885.1 intracellular family [Chlorella sorokiniana]
1_4374: PRW50886.1 regulation of nuclear pre-mRNA domain-containing 1A-like [Chlorella sorokiniana]
1_4375: PRW50887.1 hypothetical protein C2E21_5660 [Chlorella sorokiniana]
1_4376: PRW50888.1 cactin isoform A [Chlorella sorokiniana]
1_4377: PRW50889.1 cactin isoform B [Chlorella sorokiniana]
1_4378: PRW50890.1 aminoacrylate hydrolase [Chlorella sorokiniana]
1_4379: PRW50891.1 T9SS C-terminal target domain-containing [Chlorella sorokiniana]
1_4380: PRW50892.1 Chromatin modification-related MEAF6 [Chlorella sorokiniana]
1_4381: PRW50893.1 A designed full consensus [Chlorella sorokiniana]
1_4382: PRW50894.1 prolow-density lipo receptor-related 1 [Chlorella sorokiniana]
1_4383: PRW50895.1 hypothetical protein C2E21_5473 [Chlorella sorokiniana]
1_4384: PRW50896.1 mitochondrial inner membrane protease ATP23-like [Chlorella sorokiniana]
1_4385: PRW50897.1 L domain [Chlorella sorokiniana]
1_4386: PRW50898.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
1_4387: PRW50899.1 TCP-1 cpn60 chaperonin family [Chlorella sorokiniana]
1_4388: PRW50900.1 Histone H2A [Chlorella sorokiniana]
1_4389: PRW50901.1 Signal recognition particle 54 kDa chloroplastic isoform B [Chlorella sorokiniana]
1_4390: PRW50902.1 Signal recognition particle 54 kDa chloroplastic isoform A [Chlorella sorokiniana]
1_4391: PRW50903.1 hypothetical protein C2E21_5428 [Chlorella sorokiniana]
1_4392: PRW50904.1 hypothetical protein C2E21_5520 [Chlorella sorokiniana]
1_4393: PRW50905.1 hypothetical protein C2E21_5520 [Chlorella sorokiniana]
1_4394: PRW50906.1 hypothetical protein C2E21_5437 [Chlorella sorokiniana]
1_4395: PRW50907.1 hypothetical protein C2E21_5382 [Chlorella sorokiniana]
1_4396: PRW50908.1 hypothetical protein C2E21_5522 [Chlorella sorokiniana]
1_4397: PRW50909.1 Ran-binding 10 [Chlorella sorokiniana]
1_4398: PRW50910.1 putative calcium-binding CML20 [Chlorella sorokiniana]
1_4399: PRW50911.1 basal body [Chlorella sorokiniana]
1_4400: PRW50912.1 tenascin XB [Chlorella sorokiniana]
1_4401: PRW50913.1 chemotaxis protein [Chlorella sorokiniana]
1_4402: PRW50914.1 hydroxyneurosporene methyltransferase [Chlorella sorokiniana]
1_4403: PRW50915.1 hypothetical protein C2E21_5562 [Chlorella sorokiniana]
1_4404: PRW50916.1 GPR1 FUN34 yaaH family [Chlorella sorokiniana]
1_4405: PRW50917.1 MICAL C-terminal [Chlorella sorokiniana]
1_4406: PRW50918.1 serine endopeptidase [Chlorella sorokiniana]
1_4407: PRW50919.1 hypothetical protein C2E21_5490 [Chlorella sorokiniana]
1_4408: PRW50920.1 kinesin KP1-like [Chlorella sorokiniana]
1_4409: PRW50921.1 hypothetical protein C2E21_5461 [Chlorella sorokiniana]
1_4410: PRW50922.1 cytochrome P450 [Chlorella sorokiniana]
1_4411: PRW50923.1 alpha beta-hydrolase [Chlorella sorokiniana]
1_4412: PRW50924.1 RCC1 repeat-containing isoform B [Chlorella sorokiniana]
1_4413: PRW50925.1 RCC1 repeat-containing isoform A [Chlorella sorokiniana]
1_4414: PRW50926.1 hypothetical protein C2E21_5469 [Chlorella sorokiniana]
1_4415: PRW50927.1 serine threonine- kinase [Chlorella sorokiniana]
1_4416: PRW50928.1 Fe-S oxidoreductase [Chlorella sorokiniana]
1_4417: PRW50929.1 hypothetical protein C2E21_5592 [Chlorella sorokiniana]
1_4418: PRW50930.1 melanoma-associated antigen G1 [Chlorella sorokiniana]
1_4419: PRW50931.1 alpha beta hydrolase [Chlorella sorokiniana]
1_4420: PRW50932.1 rRNA methyltransferase [Chlorella sorokiniana]
1_4421: PRW50933.1 50S ribosomal L25 [Chlorella sorokiniana]
1_4422: PRW50934.1 g2-like myb family transcription factor [Chlorella sorokiniana]
1_4423: PRW50935.1 Patatin-like phospholipase domain-containing 2 [Chlorella sorokiniana]
1_4424: PRW50936.1 Carotene biosynthesis-related CBR [Chlorella sorokiniana]
1_4425: PRW50937.1 eukaryotic translation elongation factor 1 alpha 2 [Chlorella sorokiniana]
1_4426: PRW50938.1 hypothetical protein C2E21_5540 [Chlorella sorokiniana]
1_4427: PRW50939.1 ALA-interacting subunit 3 isoform A [Chlorella sorokiniana]
1_4428: PRW50940.1 ALA-interacting subunit 3 isoform B [Chlorella sorokiniana]
1_4429: PRW50941.1 hypothetical protein C2E21_5329 [Chlorella sorokiniana]
1_4430: PRW50942.1 Mediator subunit Med7 [Chlorella sorokiniana]
1_4431: PRW50943.1 hypothetical protein C2E21_5561 [Chlorella sorokiniana]
1_4432: PRW50944.1 Transmembrane protein [Chlorella sorokiniana]
1_4433: PRW50945.1 chlorophyll a b-binding [Chlorella sorokiniana]
1_4434: PRW50946.1 oligouridylate-binding 1-like [Chlorella sorokiniana]
1_4435: PRW50947.1 RNA-binding [Chlorella sorokiniana]
1_4436: PRW50948.1 zinc finger MYND domain-containing 15-like [Chlorella sorokiniana]
1_4437: PRW50949.1 50S ribosomal L15 isoform B [Chlorella sorokiniana]
1_4438: PRW50950.1 50S ribosomal L15 isoform A [Chlorella sorokiniana]
1_4439: PRW50951.1 p25-alpha family [Chlorella sorokiniana]
1_4440: PRW50952.1 hypothetical protein C2E21_5331 [Chlorella sorokiniana]
1_4441: PRW50953.1 group XV phospholipase [Chlorella sorokiniana]
1_4442: PRW50954.1 F-box only 21-like [Chlorella sorokiniana]
1_4443: PRW50955.1 exportin-4 isoform X1 [Chlorella sorokiniana]
1_4444: PRW50956.1 SUMO-conjugating enzyme SCE1-like [Chlorella sorokiniana]
1_4445: PRW50957.1 Tryptophan synthase alpha chain [Chlorella sorokiniana]
1_4446: PRW50958.1 DNA cross-link repair SNM1 isoform X1 [Chlorella sorokiniana]
1_4447: PRW50959.1 dehydrogenase reductase SDR family member 12 [Chlorella sorokiniana]
1_4448: PRW50960.1 branched-chain alpha-keto acid dehydrogenase subunit E2 [Chlorella sorokiniana]
1_4449: PRW50961.1 FK506-binding 2 isoform X1 [Chlorella sorokiniana]
1_4450: PRW50962.1 hypothetical protein C2E21_5464 [Chlorella sorokiniana]
1_4451: PRW50963.1 mammalian cell entry [Chlorella sorokiniana]
1_4452: PRW50964.1 zinc finger A20 and AN1 domain-containing stress-associated 7-like [Chlorella sorokiniana]
1_4453: PRW50965.1 hypothetical protein C2E21_5465 [Chlorella sorokiniana]
1_4454: PRW50966.1 ankyrin 2,3 unc44 [Chlorella sorokiniana]
1_4455: PRW50967.1 hypothetical protein C2E21_5359 [Chlorella sorokiniana]
1_4456: PRW50968.1 Meiotic nuclear division 1 [Chlorella sorokiniana]
1_4457: PRW50969.1 ferritin- chloroplastic [Chlorella sorokiniana]
1_4458: PRW50970.1 LYR family of Fe S cluster biogenesis [Chlorella sorokiniana]
1_4459: PRW50971.1 Vesicle-associated 1-2 [Chlorella sorokiniana]
1_4460: PRW50972.1 cobalamin synthesis P47K [Chlorella sorokiniana]
1_4461: PRW50973.1 cytochrome b6 f complex iron-sulfur chloroplast precursor [Chlorella sorokiniana]
1_4462: PRW50974.1 hypothetical protein C2E21_5525 [Chlorella sorokiniana]
1_4463: PRW50975.1 hypothetical protein C2E21_5537 [Chlorella sorokiniana]
1_4464: PRW50976.1 chitin binding domain-containing [Chlorella sorokiniana]
1_4465: PRW50977.1 FAD-linked oxidase [Chlorella sorokiniana]
1_4466: PRW50978.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
1_4467: PRW50979.1 Alkylglycerol monooxygenase [Chlorella sorokiniana]
1_4468: PRW50980.1 putative anion transporter chloroplastic isoform X1 [Chlorella sorokiniana]
1_4469: PRW50981.1 Triacylglycerol lipase SDP1 [Chlorella sorokiniana]
1_4470: PRW50982.1 polyadenylate-binding RBP45-like [Chlorella sorokiniana]
1_4471: PRW50983.1 zinc finger ZZ-type and EF-hand domain-containing 1 [Chlorella sorokiniana]
1_4472: PRW50984.1 26S protease regulatory subunit 6B-like protein [Chlorella sorokiniana]
1_4473: PRW50985.1 hypothetical protein C2E21_5538 isoform A [Chlorella sorokiniana]
1_4474: PRW50986.1 hypothetical protein C2E21_5538 isoform B [Chlorella sorokiniana]
1_4475: PRW50987.1 glutathione S-transferase [Chlorella sorokiniana]
1_4476: PRW50988.1 membrane-associated s in eicosanoid and glutathione metabolism [Chlorella sorokiniana]
1_4477: PRW50989.1 DDB1- and CUL4-associated factor 12 [Chlorella sorokiniana]
1_4478: PRW50990.1 rRNA-processing UTP23-like protein [Chlorella sorokiniana]
1_4479: PRW50991.1 Transposon TX1 uncharacterized 149 kDa [Chlorella sorokiniana]
1_4480: PRW50992.1 FHA domain-containing isoform A [Chlorella sorokiniana]
1_4481: PRW50993.1 FHA domain-containing isoform B [Chlorella sorokiniana]
1_4482: PRW50994.1 CAS1 domain-containing 1-like [Chlorella sorokiniana]
1_4483: PRW50995.1 hypothetical protein C2E21_5343 [Chlorella sorokiniana]
1_4484: PRW50996.1 TVP38 TMEM64 family membrane [Chlorella sorokiniana]
1_4485: PRW50997.1 putative mitochondrial membrane [Chlorella sorokiniana]
1_4486: PRW50998.1 pyruvate dehydrogenase kinase [Chlorella sorokiniana]
1_4487: PRW50999.1 neutral sphingomyelinase [Chlorella sorokiniana]
1_4488: PRW51000.1 small ubiquitin-related modifier-like [Chlorella sorokiniana]
1_4489: PRW51001.1 ribonuclease Rne Rng family [Chlorella sorokiniana]
1_4490: PRW51002.1 Peptidyl-prolyl cis-trans isomerase-like 3 [Chlorella sorokiniana]
1_4491: PRW51003.1 NAD(P)-binding Rossmann-fold superfamily isoform 1 [Chlorella sorokiniana]
1_4492: PRW51004.1 FAD-linked oxidase [Chlorella sorokiniana]
1_4493: PRW51005.1 expressed protein isoform A [Chlorella sorokiniana]
1_4494: PRW51006.1 expressed protein isoform B [Chlorella sorokiniana]
1_4495: PRW51007.1 CMP-sialic acid transporter 2-like isoform X1 [Chlorella sorokiniana]
1_4496: PRW51008.1 eukaryotic translation elongation factor 1 alpha 2 [Chlorella sorokiniana]
1_4497: PRW51009.1 Meiotically up-regulated 66 [Chlorella sorokiniana]
1_4498: PRW51010.1 Glycosyl transferase family 2 [Chlorella sorokiniana]
1_4499: PRW51011.1 12-oxophytodienoate reductase 11 isoform C [Chlorella sorokiniana]
1_4500: PRW51012.1 12-oxophytodienoate reductase 11 isoform B [Chlorella sorokiniana]
1_4501: PRW51013.1 12-oxophytodienoate reductase 11 isoform A [Chlorella sorokiniana]
1_4502: PRW51014.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]
1_4503: PRW51015.1 heat shock 83 isoform C [Chlorella sorokiniana]
1_4504: PRW51016.1 heat shock 83 isoform B [Chlorella sorokiniana]
1_4505: PRW51017.1 heat shock 83 isoform A [Chlorella sorokiniana]
1_4506: PRW51018.1 Protoporphyrinogen oxidase chloroplastic [Chlorella sorokiniana]
1_4507: PRW51019.1 hypothetical protein C2E21_5409 [Chlorella sorokiniana]
1_4508: PRW51020.1 CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Chlorella sorokiniana]
1_4509: PRW51021.1 carbonic anhydrase [Chlorella sorokiniana]
1_4510: PRW51022.1 Leucine Rich Repeat family [Chlorella sorokiniana]
1_4511: PRW51023.1 RMD5-like protein A isoform B [Chlorella sorokiniana]
1_4512: PRW51024.1 RMD5-like protein A isoform A [Chlorella sorokiniana]
1_4513: PRW51025.1 Plastidial lipoyltransferase 2 [Chlorella sorokiniana]
1_4514: PRW51026.1 M repeat-containing [Chlorella sorokiniana]
1_4515: PRW51027.1 ferredoxin [Chlorella sorokiniana]
1_4516: PRW51028.1 ADP-ribosylation factor GTPase-activating AGD7-like [Chlorella sorokiniana]
1_4517: PRW51029.1 ARM repeat-containing [Chlorella sorokiniana]
1_4518: PRW51030.1 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex [Chlorella sorokiniana]
1_4519: PRW51031.1 TIMELESS-interacting -like [Chlorella sorokiniana]
1_4520: PRW51032.1 hypothetical protein C2E21_5358 [Chlorella sorokiniana]
1_4521: PRW51033.1 DNA mismatch repair MSH5 [Chlorella sorokiniana]
1_4522: PRW51034.1 glycosyltransferase family 32 [Chlorella sorokiniana]
1_4523: PRW51035.1 hypothetical protein C2E21_5636 [Chlorella sorokiniana]
1_4524: PRW51036.1 hypothetical protein C2E21_5441 [Chlorella sorokiniana]
1_4525: PRW51037.1 beta-Ig-H3 fasciclin [Chlorella sorokiniana]
1_4526: PRW51038.1 RING zinc finger domain superfamily [Chlorella sorokiniana]
1_4527: PRW51039.1 hypothetical protein C2E21_5429 [Chlorella sorokiniana]
1_4528: PRW51040.1 histone lysine methyltransferase Set6 [Chlorella sorokiniana]
1_4529: PRW51041.1 DNA-directed RNA polymerases IV and V subunit 3 [Chlorella sorokiniana]
1_4530: PRW51042.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
1_4531: PRW51043.1 dicarboxylate amino acid cation sodium transporter [Chlorella sorokiniana]
1_4532: PRW51044.1 enoyl- hydratase [Chlorella sorokiniana]
1_4533: PRW51045.1 mitochondrial carrier [Chlorella sorokiniana]
1_4534: PRW51046.1 gamma-tubulin complex component 5-like [Chlorella sorokiniana]
1_4535: PRW51047.1 YIPF5-like protein [Chlorella sorokiniana]
1_4536: PRW51048.1 DEAD DEAH box helicase [Chlorella sorokiniana]
1_4537: PRW51049.1 conserved oligomeric Golgi complex subunit 2 [Chlorella sorokiniana]
1_4538: PRW51050.1 folate-sensitive fragile site FRA10AC1 [Chlorella sorokiniana]
1_4539: PRW51051.1 fructose-bisphosphate aldolase-lysine N- chloroplastic [Chlorella sorokiniana]
1_4540: PRW51052.1 ribulose-1,5 bisphosphate carboxylase oxygenase large subunit N- chloroplastic [Chlorella sorokiniana]
1_4541: PRW51053.1 hypothetical protein C2E21_5579 [Chlorella sorokiniana]
1_4542: PRW51054.1 hypothetical protein C2E21_5610 [Chlorella sorokiniana]
1_4543: PRW51055.1 hypothetical protein C2E21_5572 [Chlorella sorokiniana]
1_4544: PRW51056.1 NAD(P)-dependent oxidoreductase [Chlorella sorokiniana]
1_4545: PRW51057.1 Thylakoid lumenal kDa chloroplastic [Chlorella sorokiniana]
1_4546: PRW51058.1 ribosomal S1 [Chlorella sorokiniana]
1_4547: PRW51059.1 SPT2 chromatin [Chlorella sorokiniana]
1_4548: PRW51060.1 CASP-like [Chlorella sorokiniana]
1_4549: PRW51061.1 aldo keto reductase [Chlorella sorokiniana]
1_4550: PRW51062.1 125 kDa kinesin-related -like [Chlorella sorokiniana]
1_4551: PRW51063.1 UPF0187 chloroplastic [Chlorella sorokiniana]
1_4552: PRW51064.1 hypothetical protein C2E21_5389 [Chlorella sorokiniana]
1_4553: PRW51065.1 hypothetical protein C2E21_5492 [Chlorella sorokiniana]
1_4554: PRW51066.1 hypothetical protein C2E21_5369 [Chlorella sorokiniana]
1_4555: PRW51067.1 hypothetical protein C2E21_5388 isoform A [Chlorella sorokiniana]
1_4556: PRW51068.1 hypothetical protein C2E21_5388 isoform B [Chlorella sorokiniana]
1_4557: PRW51069.1 anamorsin-like protein [Chlorella sorokiniana]
1_4558: PRW51070.1 30S ribosomal chloroplastic [Chlorella sorokiniana]
1_4559: PRW51071.1 general transcription factor IIE subunit 1-like [Chlorella sorokiniana]
1_4560: PRW51072.1 clusterin-associated 1 [Chlorella sorokiniana]
1_4561: PRW51073.1 pyrroline-5-carboxylate reductase [Chlorella sorokiniana]
1_4562: PRW51074.1 ferritin- chloroplastic [Chlorella sorokiniana]
1_4563: PRW51075.1 BRCA1-associated [Chlorella sorokiniana]
1_4564: PRW51076.1 SET and MYND domain-containing [Chlorella sorokiniana]
1_4565: PRW51077.1 DEAD-box ATP-dependent RNA helicase mitochondrial [Chlorella sorokiniana]
1_4566: PRW51078.1 mitochondrial fission process 1 [Chlorella sorokiniana]
1_4567: PRW51079.1 Platelet-activating factor acetylhydrolase [Chlorella sorokiniana]
1_4568: PRW51080.1 hypothetical protein C2E21_5510 [Chlorella sorokiniana]
1_4569: PRW51081.1 TPR repeat-containing thioredoxin TTL1-like [Chlorella sorokiniana]
1_4570: PRW51082.1 SABRE isoform X4 [Chlorella sorokiniana]
1_4571: PRW51083.1 Vesicle transport SFT2B [Chlorella sorokiniana]
