Orthogroup	oneline_A99_genome_proteins	oneline_m_conductrix_genome_proteins
OG0001450	scaffold43.g4490.t1, scaffold14.g1156.t1	PSC76463.1
OG0001451	scaffold14.g1158.t1, scaffold32.g3807.t1	PSC75742.1
OG0001452	scaffold14.g1164.t1	PSC75305.1
OG0001453	scaffold14.g1170.t1	PSC75549.1
OG0001454	scaffold14.g1173.t1	PSC75328.1
OG0001455	scaffold14.g1174.t1	PSC75262.1
OG0001456	scaffold14.g1190.t1	PSC75494.1
OG0001457	scaffold14.g1200.t1	PSC75856.1
OG0001458	scaffold14.g1202.t1	PSC76834.1
OG0001459	scaffold14.g1222.t1	PSC76816.1
OG0001460	scaffold14.g1223.t1	PSC75564.1
OG0001461	scaffold14.g1233.t1	PSC75954.1
OG0001462	scaffold14.g1251.t1	PSC76687.1
OG0001463	scaffold14.g1252.t1	PSC76516.1, PSC76515.1
OG0001464	scaffold14.g1269.t1	PSC69348.1
OG0001465	scaffold14.g1274.t1	PSC75562.1
OG0001466	scaffold14.g1287.t1	PSC75432.1
OG0001467	scaffold14.g1292.t1	PSC75982.1, PSC75983.1
OG0001469	scaffold14.g1298.t1	PSC74132.1
OG0001470	scaffold14.g1306.t1	PSC69986.1
OG0001471	scaffold14.g1309.t1	PSC75833.1
OG0001472	scaffold14.g1311.t1	PSC75781.1
OG0001473	scaffold14.g1314.t1	PSC73822.1, PSC67125.1
OG0001474	scaffold14.g1320.t1	PSC75254.1, PSC75253.1
OG0001475	scaffold14.g1342.t1	PSC68430.1
OG0001476	scaffold8.g1354.t1	PSC71490.1
OG0001477	scaffold8.g1378.t1	PSC71586.1
OG0001478	scaffold8.g1391.t1	PSC71492.1
OG0001479	scaffold8.g1408.t1	PSC72754.1, PSC72753.1
OG0001480	scaffold8.g1411.t1	PSC71561.1, PSC71562.1
OG0001481	scaffold8.g1424.t1	PSC71447.1
OG0001482	scaffold8.g1428.t1, scaffold8.g1426.t1	PSC71472.1
OG0001483	scaffold6.g2705.t1, scaffold8.g1437.t1	PSC71598.1
OG0001484	scaffold3.g6361.t1, scaffold8.g1464.t1	PSC67458.1
OG0001485	scaffold8.g1473.t1	PSC72732.1
OG0001486	scaffold8.g1478.t1	PSC72601.1
OG0001487	scaffold8.g1481.t1	PSC72676.1
OG0001488	scaffold8.g1488.t1	PSC72795.1, PSC72796.1
OG0001489	scaffold26.g3316.t1, scaffold8.g1516.t1	PSC72630.1
OG0001490	scaffold8.g1520.t1	PSC72696.1
OG0001491	scaffold8.g1549.t1	PSC72746.1, PSC72745.1
OG0001492	scaffold8.g1551.t1	PSC73480.1
OG0001493	scaffold1.g5764.t1, scaffold8.g1580.t1	PSC76855.1
OG0001494	scaffold8.g1582.t1	PSC75932.1
OG0001495	scaffold8.g1588.t1	PSC68801.1
OG0001496	scaffold8.g1590.t1	PSC74615.1
OG0001497	scaffold8.g1603.t1	PSC74650.1
OG0001498	scaffold8.g1605.t1, scaffold8.g1608.t1	PSC74719.1
OG0001499	scaffold8.g1613.t1	PSC74770.1
OG0001500	scaffold24.g2921.t1, scaffold8.g1619.t1	PSC69984.1
OG0001501	scaffold8.g1620.t1	PSC67504.1, PSC67505.1
OG0001502	scaffold8.g1628.t1	PSC74625.1
OG0001504	scaffold8.g1655.t1	PSC74380.1, PSC68781.1
OG0001505	scaffold10.g2295.t1, scaffold8.g1659.t1	PSC70038.1
OG0001506	scaffold8.g1678.t1, scaffold6.g2595.t1	PSC71595.1
OG0001507	scaffold8.g1697.t1	PSC74401.1, PSC74423.1
OG0001508	scaffold8.g1701.t1	PSC72329.1
OG0001510	scaffold19.g1760.t1	PSC76099.1, PSC76098.1
OG0001511	scaffold19.g1762.t1	PSC69556.1
OG0001512	scaffold19.g1777.t1	PSC69554.1
OG0001513	scaffold19.g1779.t1	PSC76717.1, PSC76716.1
OG0001514	scaffold19.g1786.t1	PSC69472.1
OG0001516	scaffold19.g1808.t1	PSC76501.1, PSC76500.1
OG0001517	scaffold19.g1815.t1	PSC76835.1
OG0001519	scaffold19.g1826.t1, scaffold3.g6614.t1	PSC69548.1
OG0001520	scaffold19.g1854.t1	PSC69506.1
OG0001521	scaffold19.g1867.t1	PSC74896.1, PSC74897.1
OG0001522	scaffold18.g1883.t1	PSC75321.1, PSC75320.1
OG0001524	scaffold18.g1913.t1	PSC75984.1
OG0001525	scaffold18.g1919.t1	PSC69805.1
OG0001526	scaffold18.g1932.t1	PSC72430.1, PSC72429.1
OG0001527	scaffold18.g1934.t1	PSC73714.1
OG0001528	scaffold18.g1948.t1	PSC72435.1
OG0001529	scaffold18.g1956.t1	PSC72488.1
OG0001530	scaffold18.g1964.t1	PSC72623.1
OG0001531	scaffold18.g1965.t1	PSC72759.1
OG0001532	scaffold18.g1966.t1, scaffold3.g6263.t1	PSC72801.1
OG0001533	scaffold18.g1968.t1	PSC70512.1, PSC70511.1
OG0001534	scaffold18.g1969.t1	PSC70556.1
OG0001535	scaffold18.g1975.t1	PSC75572.1
OG0001536	scaffold2.g7058.t1, scaffold18.g2005.t1	PSC74189.1
OG0001537	scaffold18.g2018.t1	PSC74142.1
OG0001538	scaffold18.g2019.t1	PSC71631.1
OG0001539	scaffold18.g2028.t1	PSC71639.1, PSC71459.1
OG0001540	scaffold18.g2039.t1	PSC72487.1
OG0001541	scaffold18.g2044.t1	PSC71629.1, PSC71628.1
OG0001542	scaffold18.g2059.t1	PSC72350.1
OG0001543	scaffold18.g2066.t1	PSC72471.1
OG0001544	scaffold21.g2097.t1	PSC72207.1, PSC72206.1
OG0001545	scaffold21.g2115.t1	PSC71045.1, PSC71044.1
OG0001546	scaffold21.g2121.t1	PSC71171.1, PSC71172.1
OG0001547	scaffold21.g2122.t1	PSC71050.1, PSC71051.1
OG0001548	scaffold21.g2128.t1	PSC72095.1, PSC72096.1
OG0001549	scaffold21.g2151.t1	PSC68202.1
OG0001550	scaffold21.g2161.t1	PSC71740.1
OG0001551	scaffold11.g3925.t1, scaffold21.g2164.t1	PSC69367.1
OG0001552	scaffold21.g2169.t1, scaffold21.g2165.t1	PSC68582.1
OG0001553	scaffold21.g2168.t1	PSC68564.1
OG0001554	scaffold21.g2170.t1	PSC68645.1
OG0001555	scaffold21.g2180.t1	PSC68642.1
OG0001556	scaffold21.g2217.t1	PSC68191.1
OG0001557	scaffold10.g2231.t1	PSC71993.1, PSC72001.1
OG0001558	scaffold10.g2232.t1	PSC71884.1, PSC71888.1
OG0001559	scaffold1.g5656.t1, scaffold10.g2233.t1	PSC73667.1
OG0001560	scaffold10.g2234.t1	PSC67621.1
OG0001561	scaffold10.g2238.t1	PSC67619.1
OG0001562	scaffold10.g2241.t1	PSC67632.1
OG0001563	scaffold10.g2243.t1	PSC71946.1
OG0001564	scaffold10.g2259.t1	PSC71904.1
OG0001565	scaffold10.g2260.t1	PSC72050.1, PSC72049.1
OG0001566	scaffold10.g2261.t1, scaffold4.g5024.t1	PSC72011.1
OG0001567	scaffold10.g2262.t1	PSC71895.1
OG0001568	scaffold2.g7035.t1, scaffold10.g2289.t1	PSC74235.1
OG0001569	scaffold10.g2291.t1	PSC71972.1
OG0001570	scaffold10.g2294.t1	PSC71950.1
OG0001571	scaffold10.g2300.t1	PSC71380.1
OG0001572	scaffold10.g2312.t1	PSC71864.1
OG0001573	scaffold10.g2318.t1	PSC72023.1
OG0001574	scaffold10.g2323.t1	PSC72024.1
OG0001575	scaffold10.g2330.t1	PSC71967.1
OG0001576	scaffold10.g2331.t1	PSC74120.1, PSC71890.1
OG0001577	scaffold10.g2338.t1	PSC69055.1
OG0001578	scaffold10.g2344.t1, scaffold12.g8004.t1	PSC71921.1
OG0001580	scaffold10.g2362.t1	PSC73386.1, PSC73512.1
OG0001581	scaffold10.g2365.t1	PSC72030.1, PSC72031.1
OG0001582	scaffold10.g2366.t1	PSC72014.1
OG0001583	scaffold10.g2374.t1	PSC71873.1
OG0001584	scaffold10.g2375.t1	PSC72009.1
OG0001585	scaffold10.g2376.t1	PSC67110.1
OG0001587	scaffold7.g3393.t1, scaffold10.g2390.t1	PSC76694.1
OG0001588	scaffold10.g2434.t1	PSC73270.1
OG0001589	scaffold10.g2446.t1	PSC67653.1
OG0001590	scaffold10.g2450.t1	PSC67684.1
OG0001591	scaffold10.g2469.t1	PSC67657.1
OG0001592	scaffold10.g2478.t1	PSC67655.1
OG0001593	scaffold1.g5830.t1, scaffold10.g2490.t1	PSC71698.1
OG0001594	scaffold10.g2494.t1	PSC71723.1
OG0001595	scaffold6.g2499.t1	PSC72195.1
OG0001596	scaffold1.g5291.t1, scaffold6.g2502.t1	PSC75978.1
OG0001597	scaffold6.g2503.t1	PSC67276.1
OG0001598	scaffold6.g2505.t1	PSC74338.1
OG0001599	scaffold6.g2513.t1	PSC72287.1
OG0001600	scaffold6.g2525.t1	PSC70567.1
OG0001601	scaffold43.g4488.t1, scaffold6.g2529.t1	PSC70627.1
OG0001603	scaffold6.g2536.t1	PSC70609.1
OG0001604	scaffold6.g2554.t1	PSC70505.1
OG0001605	scaffold6.g2566.t1	PSC75446.1
OG0001606	scaffold6.g2568.t1, scaffold7.g3497.t1	PSC75583.1
OG0001607	scaffold6.g2584.t1	PSC68127.1
OG0001608	scaffold6.g2588.t1	PSC71576.1, PSC71577.1
OG0001609	scaffold4.g4996.t1, scaffold6.g2591.t1	PSC68120.1
OG0001610	scaffold6.g2592.t1	PSC71647.1, PSC71646.1
OG0001611	scaffold6.g2604.t1	PSC68109.1
OG0001612	scaffold6.g2623.t1	PSC75342.1
OG0001613	scaffold6.g2625.t1	PSC72774.1
OG0001614	scaffold6.g2629.t1	PSC72182.1
OG0001615	scaffold6.g2635.t1	PSC72739.1, PSC72271.1
OG0001616	scaffold6.g2636.t1	PSC72715.1
OG0001617	scaffold6.g2648.t1	PSC75871.1
OG0001618	scaffold25.g5089.t1, scaffold6.g2653.t1	PSC71575.1
OG0001619	scaffold6.g2668.t1	PSC71460.1
OG0001620	scaffold6.g2669.t1	PSC72737.1
OG0001621	scaffold6.g2708.t1	PSC69056.1
OG0001622	scaffold6.g2713.t1	PSC69052.1
OG0001624	scaffold30.g4450.t1, scaffold6.g2719.t1	PSC68952.1
OG0001625	scaffold6.g2741.t1	PSC74211.1, PSC72841.1
OG0001626	scaffold6.g2743.t1	PSC72711.1, PSC72710.1
OG0001627	scaffold6.g2755.t1	PSC72892.1
OG0001628	scaffold6.g2761.t1	PSC72603.1, PSC72604.1
OG0001629	scaffold6.g2769.t1	PSC70268.1
OG0001630	scaffold6.g2781.t1	PSC71476.1, PSC71635.1
OG0001631	scaffold6.g2788.t1	PSC67676.1, PSC67641.1
OG0001632	scaffold6.g2823.t1	PSC72645.1, PSC72646.1
OG0001633	scaffold6.g2836.t1	PSC72613.1
OG0001634	scaffold6.g2844.t1, scaffold28.g7578.t1	PSC73091.1
OG0001635	scaffold6.g2856.t1, scaffold12.g8183.t1	PSC75366.1
OG0001636	scaffold6.g2870.t1, scaffold1.g5806.t1	PSC67601.1
OG0001637	scaffold6.g2874.t1	PSC69382.1
OG0001638	scaffold6.g2878.t1	PSC71487.1
OG0001639	scaffold6.g2895.t1, scaffold12.g7914.t1	PSC69039.1
OG0001640	scaffold6.g2901.t1	PSC69053.1
OG0001641	scaffold6.g2903.t1	PSC67837.1
OG0001642	scaffold6.g2904.t1	PSC69000.1, PSC69001.1
OG0001643	scaffold6.g2916.t1	PSC69012.1, PSC69013.1
OG0001644	scaffold24.g2923.t1	PSC73943.1, PSC73942.1
OG0001645	scaffold24.g2959.t1	PSC70039.1
OG0001646	scaffold24.g2976.t1	PSC70051.1
OG0001648	scaffold9.g2994.t1	PSC75035.1
OG0001649	scaffold9.g2996.t1	PSC75110.1
OG0001651	scaffold9.g3021.t1	PSC68906.1
OG0001652	scaffold9.g3023.t1	PSC67347.1
OG0001653	scaffold9.g3033.t1	PSC68138.1
OG0001654	scaffold9.g3041.t1	PSC74865.1
OG0001655	scaffold9.g3099.t1, scaffold9.g3105.t1	PSC69771.1
OG0001656	scaffold9.g3109.t1	PSC75118.1, PSC75119.1, PSC75117.1
OG0001657	scaffold9.g3117.t1, scaffold4.g4925.t1	PSC69922.1
OG0001659	scaffold9.g3127.t1	PSC68140.1, PSC68141.1
OG0001660	scaffold9.g3163.t1	PSC75138.1
OG0001661	scaffold9.g3167.t1	PSC75216.1, PSC75215.1
OG0001662	scaffold9.g3171.t1	PSC74949.1, PSC74948.1
OG0001663	scaffold9.g3179.t1	PSC68683.1, PSC68420.1, PSC67018.1
OG0001664	scaffold9.g3183.t1	PSC68445.1, PSC68452.1
OG0001665	scaffold9.g3188.t1	PSC68411.1, PSC68480.1
OG0001666	scaffold9.g3192.t1	PSC68439.1
OG0001667	scaffold2.g7114.t1, scaffold9.g3202.t1	PSC67545.1
OG0001668	scaffold9.g3203.t1, scaffold9.g3204.t1	PSC74213.1
OG0001669	scaffold9.g3212.t1	PSC68467.1
OG0001670	scaffold9.g3222.t1	PSC68454.1, PSC68455.1
OG0001671	scaffold9.g3223.t1	PSC68471.1, PSC68472.1
OG0001672	scaffold9.g3227.t1	PSC75165.1
OG0001673	scaffold9.g3234.t1	PSC74839.1
OG0001674	scaffold9.g3235.t1	PSC68759.1
OG0001675	scaffold9.g3241.t1	PSC69321.1, PSC69322.1
OG0001676	scaffold9.g3244.t1	PSC75057.1, PSC75058.1
OG0001677	scaffold9.g3249.t1, scaffold2.g6781.t1	PSC67533.1
OG0001678	scaffold9.g3270.t1	PSC72180.1
OG0001679	scaffold9.g3288.t1	PSC74023.1
OG0001680	scaffold26.g3368.t1	PSC74524.1
OG0001681	scaffold7.g3376.t1	PSC67445.1
OG0001682	scaffold7.g3383.t1, scaffold4.g4977.t1	PSC67436.1
OG0001683	scaffold7.g3384.t1	PSC67439.1, PSC67440.1
OG0001684	scaffold7.g3389.t1	PSC68696.1
OG0001685	scaffold7.g3422.t1	PSC73156.1
OG0001686	scaffold7.g3424.t1	PSC72940.1
OG0001687	scaffold7.g3429.t1	PSC72964.1, PSC72965.1
OG0001688	scaffold7.g3441.t1	PSC76849.1
OG0001689	scaffold7.g3442.t1	PSC76318.1
OG0001691	scaffold7.g3464.t1	PSC76494.1, PSC76495.1
OG0001692	scaffold7.g3465.t1	PSC76880.1
OG0001693	scaffold7.g3478.t1	PSC76375.1, PSC76376.1
OG0001694	scaffold7.g3481.t1, scaffold7.g3482.t1	PSC75658.1
OG0001695	scaffold7.g3484.t1	PSC76848.1
OG0001696	scaffold7.g3492.t1	PSC76695.1
OG0001697	scaffold7.g3505.t1	PSC76415.1
OG0001698	scaffold7.g3507.t1	PSC76323.1
OG0001699	scaffold15.g4346.t1, scaffold7.g3515.t1	PSC76795.1
OG0001700	scaffold7.g3526.t1	PSC76982.1
OG0001701	scaffold7.g3531.t1	PSC76425.1
OG0001702	scaffold7.g3558.t1	PSC73028.1, PSC73027.1
OG0001703	scaffold7.g3561.t1	PSC72955.1
OG0001704	scaffold7.g3572.t1	PSC76142.1, PSC76141.1
OG0001705	scaffold7.g3576.t1	PSC76371.1
OG0001706	scaffold7.g3595.t1	PSC73180.1
OG0001707	scaffold7.g3603.t1	PSC73129.1
OG0001708	scaffold4.g4772.t1, scaffold7.g3614.t1	PSC75473.1
OG0001709	scaffold7.g3625.t1	PSC72959.1, PSC72960.1
OG0001710	scaffold7.g3649.t1	PSC73061.1, PSC73060.1
OG0001711	scaffold7.g3657.t1	PSC73071.1, PSC73070.1
OG0001712	scaffold7.g3669.t1	PSC76919.1, PSC76807.1
OG0001713	scaffold7.g3671.t1	PSC73065.1
OG0001714	scaffold7.g3672.t1	PSC73151.1
OG0001715	scaffold7.g3712.t1	PSC68488.1, PSC68487.1
OG0001716	scaffold7.g3715.t1	PSC73094.1
OG0001717	scaffold7.g3723.t1	PSC69159.1
OG0001718	scaffold7.g3729.t1	PSC69145.1
OG0001720	scaffold7.g3742.t1	PSC71549.1, PSC71550.1
OG0001721	scaffold7.g3744.t1	PSC69151.1
OG0001722	scaffold7.g3748.t1	PSC69104.1
OG0001723	scaffold7.g3753.t1	PSC67704.1, PSC75064.1
OG0001724	scaffold12.g8037.t1, scaffold32.g3805.t1	PSC74796.1
OG0001725	scaffold1.g5889.t1, scaffold32.g3827.t1	PSC67480.1
OG0001726	scaffold11.g3834.t1	PSC68541.1
OG0001727	scaffold11.g3843.t1	PSC68540.1
OG0001728	scaffold11.g3844.t1	PSC68552.1
OG0001729	scaffold11.g3850.t1	PSC68550.1
OG0001730	scaffold11.g3851.t1	PSC68558.1
OG0001732	scaffold11.g3866.t1	PSC68492.1, PSC68493.1
OG0001733	scaffold11.g3870.t1, scaffold43.g4492.t1	PSC68543.1
OG0001734	scaffold11.g3875.t1	PSC68494.1, PSC68495.1
OG0001737	scaffold11.g3915.t1	PSC67896.1
OG0001738	scaffold11.g3918.t1	PSC67118.1, PSC67036.1, PSC69318.1
OG0001739	scaffold11.g3919.t1	PSC69368.1
OG0001740	scaffold11.g3921.t1	PSC69323.1
OG0001741	scaffold11.g3931.t1	PSC67932.1, PSC67931.1
OG0001742	scaffold11.g3938.t1	PSC71728.1
OG0001743	scaffold11.g3942.t1	PSC68978.1
OG0001744	scaffold11.g3957.t1	PSC74246.1
OG0001745	scaffold11.g3960.t1	PSC74065.1
OG0001746	scaffold11.g3972.t1	PSC68973.1
OG0001747	scaffold11.g3982.t1	PSC74016.1, PSC74014.1, PSC74015.1
OG0001748	scaffold11.g3991.t1	PSC74257.1
OG0001749	scaffold11.g3992.t1	PSC69399.1
OG0001750	scaffold11.g3995.t1	PSC74935.1
OG0001751	scaffold11.g4001.t1	PSC74233.1
OG0001752	scaffold11.g4003.t1	PSC68939.1
OG0001753	scaffold11.g4010.t1	PSC69353.1, PSC69354.1
OG0001754	scaffold11.g4023.t1	PSC74781.1, PSC68752.1
OG0001755	scaffold3.g6475.t1, scaffold11.g4033.t1	PSC76082.1
OG0001756	scaffold11.g4045.t1	PSC76431.1
OG0001757	scaffold11.g4051.t1	PSC73392.1, PSC67634.1
OG0001758	scaffold11.g4059.t1	PSC71954.1
OG0001759	scaffold23.g4087.t1	PSC68750.1, PSC74702.1
OG0001760	scaffold23.g4090.t1, scaffold1.g5685.t1	PSC75414.1, PSC73476.1
OG0001761	scaffold23.g4125.t1, scaffold3.g6595.t1	PSC71150.1
OG0001762	scaffold23.g4134.t1, scaffold3.g6633.t1	PSC76841.1
OG0001763	scaffold23.g4156.t1	PSC73403.1
OG0001764	scaffold23.g4165.t1	PSC74062.1
OG0001765	scaffold23.g4170.t1	PSC67085.1, PSC76552.1
OG0001766	scaffold23.g4190.t1, scaffold23.g4172.t1	PSC70877.1
OG0001767	scaffold23.g4180.t1	PSC67532.1
OG0001768	scaffold23.g4195.t1	PSC67511.1
OG0001769	scaffold15.g4200.t1, scaffold1.g5823.t1	PSC71782.1
OG0001770	scaffold15.g4203.t1	PSC68021.1, PSC68022.1
OG0001771	scaffold15.g4213.t1	PSC70431.1, PSC70430.1
OG0001772	scaffold15.g4214.t1	PSC67405.1
OG0001773	scaffold15.g4228.t1	PSC69507.1
OG0001774	scaffold15.g4234.t1	PSC70387.1
OG0001775	scaffold15.g4236.t1	PSC70330.1, PSC70329.1
OG0001776	scaffold3.g6357.t1, scaffold15.g4246.t1	PSC71422.1
OG0001777	scaffold15.g4280.t1	PSC71000.1, PSC70847.1
OG0001778	scaffold15.g4287.t1	PSC70402.1, PSC70401.1, PSC70403.1
OG0001779	scaffold15.g4294.t1	PSC72838.1, PSC72839.1
OG0001780	scaffold15.g4321.t1, scaffold4.g4594.t1	PSC67766.1
OG0001781	scaffold15.g4322.t1	PSC67770.1
OG0001782	scaffold42.g4466.t1, scaffold15.g4324.t1	PSC68040.1
OG0001783	scaffold15.g4335.t1	PSC71669.1
OG0001784	scaffold15.g4349.t1	PSC71729.1
OG0001785	scaffold15.g4361.t1, scaffold15.g4362.t1, scaffold15.g4363.t1	PSC72591.1
OG0001786	scaffold15.g4365.t1	PSC71828.1
OG0001787	scaffold15.g4367.t1	PSC71717.1
OG0001788	scaffold37.g4376.t1, scaffold3.g6268.t1	PSC69680.1
OG0001789	scaffold22.g6050.t1, scaffold37.g4382.t1	PSC72466.1
OG0001790	scaffold37.g4385.t1, scaffold1.g5550.t1	PSC68677.1
OG0001791	scaffold39.g4410.t1, scaffold22.g6129.t1	PSC71277.1
OG0001792	scaffold30.g4434.t1	PSC76163.1, PSC76164.1
OG0001793	scaffold30.g4436.t1	PSC75707.1
OG0001794	scaffold30.g4443.t1	PSC67908.1
OG0001795	scaffold30.g4448.t1	PSC67995.1, PSC67951.1
OG0001796	scaffold30.g4464.t1	PSC67942.1, PSC67943.1
OG0001797	scaffold1.g5454.t1, scaffold42.g4473.t1	PSC68286.1
OG0001798	scaffold34.g4505.t1	PSC71722.1
OG0001799	scaffold34.g4508.t1	PSC71824.1, PSC71825.1
OG0001800	scaffold34.g4517.t1	PSC71798.1, PSC71799.1
OG0001801	scaffold2.g6853.t1, scaffold53.g4533.t1	PSC70921.1
OG0001802	scaffold56.g4544.t1, scaffold1.g5283.t1	PSC75836.1
OG0001803	scaffold67.g4557.t1, scaffold1.g5723.t1	PSC68658.1
OG0001804	scaffold86.g4563.t1, scaffold2.g7481.t1	PSC72345.1
OG0001805	scaffold108.g4566.t1	PSC70111.1
OG0001806	scaffold4.g4570.t1	PSC76369.1, PSC76368.1
OG0001807	scaffold4.g4573.t1	PSC76915.1, PSC76914.1
OG0001808	scaffold4.g4582.t1	PSC76351.1
OG0001809	scaffold4.g4588.t1, scaffold1.g5838.t1	PSC75874.1
OG0001810	scaffold4.g4597.t1	PSC72015.1, PSC67154.1
OG0001811	scaffold4.g4605.t1	PSC72047.1, PSC67156.1
OG0001812	scaffold4.g4617.t1	PSC75358.1
OG0001813	scaffold4.g4618.t1	PSC75661.1
OG0001814	scaffold4.g4632.t1	PSC76908.1
OG0001815	scaffold4.g4642.t1	PSC71878.1, PSC71877.1
OG0001816	scaffold4.g4663.t1	PSC73783.1
OG0001817	scaffold4.g4675.t1	PSC75297.1
OG0001818	scaffold4.g4690.t1	PSC76223.1, PSC76224.1
OG0001819	scaffold4.g4696.t1	PSC73590.1, PSC73591.1
OG0001820	scaffold4.g4707.t1	PSC76411.1
OG0001821	scaffold4.g4714.t1, scaffold1.g5509.t1	PSC76058.1
OG0001822	scaffold4.g4717.t1	PSC73675.1, PSC73676.1
OG0001823	scaffold4.g4721.t1, scaffold4.g4720.t1	PSC76441.1
OG0001824	scaffold4.g4726.t1, scaffold1.g5867.t1	PSC76004.1
OG0001825	scaffold4.g4730.t1	PSC67385.1, PSC67384.1
OG0001827	scaffold4.g4738.t1	PSC73544.1
OG0001828	scaffold4.g4750.t1	PSC73678.1
OG0001829	scaffold4.g4764.t1, scaffold4.g4765.t1	PSC73578.1
OG0001830	scaffold4.g4767.t1	PSC73846.1
OG0001831	scaffold4.g4768.t1	PSC75237.1
OG0001832	scaffold4.g4779.t1	PSC76994.1, PSC76263.1
OG0001833	scaffold4.g4785.t1	PSC75246.1
OG0001834	scaffold4.g4810.t1	PSC76713.1
OG0001835	scaffold4.g4836.t1	PSC72105.1
OG0001836	scaffold4.g4857.t1	PSC68692.1
OG0001837	scaffold4.g4885.t1	PSC70933.1
OG0001838	scaffold4.g4893.t1	PSC69862.1, PSC69861.1
OG0001839	scaffold4.g4902.t1	PSC69938.1
OG0001840	scaffold4.g4906.t1	PSC69964.1, PSC69963.1
OG0001841	scaffold4.g4913.t1	PSC70868.1
OG0001842	scaffold4.g4915.t1	PSC70936.1
OG0001843	scaffold4.g4929.t1	PSC69878.1, PSC70994.1
OG0001844	scaffold4.g4951.t1	PSC69953.1
OG0001845	scaffold4.g4955.t1	PSC69869.1
OG0001846	scaffold4.g4961.t1	PSC69884.1
OG0001847	scaffold4.g4965.t1	PSC69113.1
OG0001848	scaffold4.g4975.t1	PSC70981.1, PSC70979.1
OG0001849	scaffold4.g4991.t1	PSC72093.1
OG0001850	scaffold4.g4993.t1	PSC69943.1, PSC69942.1
OG0001851	scaffold4.g4998.t1	PSC69972.1
OG0001852	scaffold3.g6338.t1, scaffold4.g5022.t1	PSC71349.1
OG0001853	scaffold4.g5044.t1	PSC73761.1
OG0001854	scaffold4.g5046.t1	PSC73625.1
OG0001855	scaffold4.g5055.t1	PSC70529.1
OG0001856	scaffold112.g5059.t1	PSC69594.1
OG0001857	scaffold36.g5062.t1	PSC75824.1
OG0001858	scaffold36.g5067.t1	PSC75379.1
OG0001859	scaffold25.g5094.t1	PSC76527.1
OG0001860	scaffold25.g5110.t1, scaffold20.g7763.t1	PSC71100.1
OG0001861	scaffold3.g6542.t1, scaffold25.g5125.t1	PSC75236.1
OG0001862	scaffold25.g5135.t1	PSC68794.1
OG0001863	scaffold40.g5150.t1	PSC73253.1
OG0001864	scaffold40.g5155.t1	PSC67591.1
OG0001865	scaffold40.g5159.t1, scaffold1.g5797.t1	PSC73709.1
OG0001866	scaffold1.g5209.t1	PSC67077.1, PSC67823.1, PSC67822.1
OG0001867	scaffold1.g5213.t1	PSC75969.1
OG0001868	scaffold1.g5236.t1	PSC75421.1
OG0001869	scaffold1.g5243.t1	PSC76000.1, PSC75999.1
OG0001870	scaffold1.g5246.t1	PSC75600.1
OG0001871	scaffold1.g5265.t1	PSC67240.1, PSC67241.1
OG0001872	scaffold1.g5271.t1	PSC75619.1
OG0001873	scaffold2.g7345.t1, scaffold1.g5281.t1	PSC70793.1
OG0001874	scaffold1.g5317.t1	PSC75376.1
OG0001875	scaffold1.g5337.t1	PSC75996.1
OG0001876	scaffold1.g5338.t1	PSC67357.1
OG0001877	scaffold1.g5354.t1	PSC67361.1
OG0001878	scaffold1.g5356.t1	PSC67363.1, PSC67364.1
OG0001879	scaffold1.g5362.t1	PSC68859.1, PSC68858.1
OG0001880	scaffold1.g5378.t1	PSC68877.1, PSC68885.1
OG0001881	scaffold1.g5389.t1	PSC68836.1, PSC68837.1
OG0001882	scaffold1.g5395.t1	PSC75191.1
OG0001883	scaffold1.g5403.t1	PSC70486.1, PSC70487.1
OG0001884	scaffold1.g5420.t1	PSC68891.1
OG0001885	scaffold1.g5433.t1	PSC74976.1
OG0001886	scaffold1.g5434.t1	PSC75189.1
OG0001887	scaffold1.g5437.t1	PSC69189.1
OG0001888	scaffold1.g5459.t1	PSC68261.1
OG0001889	scaffold1.g5469.t1	PSC68277.1, PSC68276.1
OG0001891	scaffold1.g5502.t1	PSC76906.1
OG0001892	scaffold1.g5505.t1	PSC71535.1
OG0001893	scaffold1.g5510.t1	PSC73482.1
OG0001894	scaffold1.g5532.t1	PSC67715.1
OG0001895	scaffold1.g5542.t1	PSC76178.1
OG0001896	scaffold1.g5547.t1	PSC76726.1
OG0001897	scaffold1.g5548.t1	PSC71347.1
OG0001898	scaffold1.g5552.t1	PSC68708.1
OG0001899	scaffold1.g5556.t1	PSC73778.1
OG0001900	scaffold1.g5562.t1	PSC73809.1, PSC73810.1
OG0001901	scaffold1.g5565.t1	PSC75530.1
OG0001902	scaffold1.g5571.t1	PSC73781.1
OG0001903	scaffold1.g5572.t1	PSC71035.1, PSC69664.1
OG0001904	scaffold1.g5626.t1	PSC67467.1
OG0001905	scaffold1.g5637.t1	PSC67365.1
OG0001906	scaffold1.g5639.t1	PSC73469.1
OG0001907	scaffold1.g5640.t1	PSC68821.1, PSC68820.1
OG0001908	scaffold1.g5649.t1	PSC73769.1
OG0001909	scaffold1.g5661.t1	PSC73929.1
OG0001910	scaffold1.g5691.t1, scaffold1.g5700.t1	PSC76510.1
OG0001911	scaffold1.g5695.t1	PSC68733.1
OG0001913	scaffold1.g5711.t1	PSC76874.1, PSC76873.1
OG0001914	scaffold1.g5715.t1	PSC75302.1
